Group,Shear_rate,Concept,Concept_idx,Activation_type,Intervention_value,Baseline_log_visc,Predicted_log_visc,Delta_log_visc
adalimumab,100,ionic_screening,3,sigmoid,1.0,0.7203569607243611,0.7470084541576958,0.026651493433334728
adalimumab,100,crowding,4,sigmoid,0.0,0.7203569607243611,0.7136694073756014,-0.0066875533487597005
adalimumab,100,crowding,4,sigmoid,0.25,0.7203569607243611,0.7174529967880023,-0.002903963936358722
adalimumab,100,crowding,4,sigmoid,0.5,0.7203569607243611,0.7212229946214345,0.0008660338970734038
adalimumab,100,crowding,4,sigmoid,0.75,0.7203569607243611,0.7254041532341785,0.005047192509817444
adalimumab,100,crowding,4,sigmoid,1.0,0.7203569607243611,0.7296561452813056,0.009299184556944562
adalimumab,100,nonlinear_conc,5,sigmoid,0.0,0.7203569607243611,0.7179834614271529,-0.0023734992972082036
adalimumab,100,nonlinear_conc,5,sigmoid,0.25,0.7203569607243611,0.719101405000185,-0.0012555557241760162
adalimumab,100,nonlinear_conc,5,sigmoid,0.5,0.7203569607243611,0.7220975103257793,0.0017405496014182287
adalimumab,100,nonlinear_conc,5,sigmoid,0.75,0.7203569607243611,0.7256299968682791,0.005273036143918053
adalimumab,100,nonlinear_conc,5,sigmoid,1.0,0.7203569607243611,0.7280438157810284,0.00768685505666733
adalimumab,100,cosolute_interaction,6,tanh,-1.0,0.7203569607243611,0.7174227105298432,-0.0029342501945178734
adalimumab,100,cosolute_interaction,6,tanh,-0.5,0.7203569607243611,0.7202953538413024,-6.160688305867357e-05
adalimumab,100,cosolute_interaction,6,tanh,0.0,0.7203569607243611,0.7224005797807186,0.0020436190563575263
adalimumab,100,cosolute_interaction,6,tanh,0.5,0.7203569607243611,0.7276136640283626,0.007256703304001522
adalimumab,100,cosolute_interaction,6,tanh,1.0,0.7203569607243611,0.7439903788825353,0.023633418158174213
adalimumab,100,cosolute_protection,7,sigmoid,0.0,0.7203569607243611,0.6767323779490044,-0.043624582775356635
adalimumab,100,cosolute_protection,7,sigmoid,0.25,0.7203569607243611,0.6982609011651194,-0.022096059559241654
adalimumab,100,cosolute_protection,7,sigmoid,0.5,0.7203569607243611,0.7194076603046848,-0.0009493004196762245
adalimumab,100,cosolute_protection,7,sigmoid,0.75,0.7203569607243611,0.7444548095489782,0.024097848824617185
adalimumab,100,cosolute_protection,7,sigmoid,1.0,0.7203569607243611,0.7688721535723723,0.0485151928480112
adalimumab,100,interfacial_shielding,8,sigmoid,0.0,0.7203569607243611,0.7223089348875185,0.0019519741631573995
adalimumab,100,interfacial_shielding,8,sigmoid,0.25,0.7203569607243611,0.7208323763655871,0.0004754156412259958
adalimumab,100,interfacial_shielding,8,sigmoid,0.5,0.7203569607243611,0.7203568779750218,-8.274933926966099e-08
adalimumab,100,interfacial_shielding,8,sigmoid,0.75,0.7203569607243611,0.7212614937515125,0.0009045330271514329
adalimumab,100,interfacial_shielding,8,sigmoid,1.0,0.7203569607243611,0.7243727447826488,0.00401578405828773
adalimumab,100,surface_stability,9,sigmoid,0.0,0.7203569607243611,0.7528395518453983,0.03248259112103724
adalimumab,100,surface_stability,9,sigmoid,0.25,0.7203569607243611,0.7339626484556523,0.013605687731291227
adalimumab,100,surface_stability,9,sigmoid,0.5,0.7203569607243611,0.7174875032624624,-0.0028694574618987057
adalimumab,100,surface_stability,9,sigmoid,0.75,0.7203569607243611,0.7026305627726352,-0.017726397951725814
adalimumab,100,surface_stability,9,sigmoid,1.0,0.7203569607243611,0.6897523037952029,-0.030604656929158147
adalimumab,100,chemical_modulation,10,tanh,-1.0,0.7203569607243611,0.6845930686800646,-0.03576389204429642
adalimumab,100,chemical_modulation,10,tanh,-0.5,0.7203569607243611,0.7043744637222924,-0.015982497002068663
adalimumab,100,chemical_modulation,10,tanh,0.0,0.7203569607243611,0.7291077447228765,0.008750783998515477
adalimumab,100,chemical_modulation,10,tanh,0.5,0.7203569607243611,0.7457692828026878,0.025412322078326777
adalimumab,100,chemical_modulation,10,tanh,1.0,0.7203569607243611,0.748790709426087,0.02843374870172599
adalimumab,100,electrostatic_screening,11,sigmoid,0.0,0.7203569607243611,0.7284372682017445,0.00808030747738342
adalimumab,100,electrostatic_screening,11,sigmoid,0.25,0.7203569607243611,0.7251084898451006,0.004751529120739506
adalimumab,100,electrostatic_screening,11,sigmoid,0.5,0.7203569607243611,0.7202260512696952,-0.0001309094546658729
adalimumab,100,electrostatic_screening,11,sigmoid,0.75,0.7203569607243611,0.7172813125964296,-0.003075648127931485
adalimumab,100,electrostatic_screening,11,sigmoid,1.0,0.7203569607243611,0.7162153976704398,-0.004141563053921216
adalimumab,100,latent_0,12,tanh,-1.0,0.7203569607243611,0.6794408465714262,-0.040916114152934835
adalimumab,100,latent_0,12,tanh,-0.5,0.7203569607243611,0.6937482486994097,-0.02660871202495141
adalimumab,100,latent_0,12,tanh,0.0,0.7203569607243611,0.7234599781962437,0.0031030174718826853
adalimumab,100,latent_0,12,tanh,0.5,0.7203569607243611,0.7587854228666164,0.03842846214225537
adalimumab,100,latent_0,12,tanh,1.0,0.7203569607243611,0.8030678835762068,0.08271092285184578
adalimumab,100,latent_1,13,tanh,-1.0,0.7203569607243611,0.6677539918929298,-0.05260296883143123
adalimumab,100,latent_1,13,tanh,-0.5,0.7203569607243611,0.6929007506543243,-0.027456210070036735
adalimumab,100,latent_1,13,tanh,0.0,0.7203569607243611,0.7188484609574859,-0.001508499766875171
adalimumab,100,latent_1,13,tanh,0.5,0.7203569607243611,0.7511971843349795,0.030840223610618445
adalimumab,100,latent_1,13,tanh,1.0,0.7203569607243611,0.7846914275028047,0.06433446677844368
adalimumab,100,latent_2,14,tanh,-1.0,0.7203569607243611,0.8422316770342178,0.12187471630985669
adalimumab,100,latent_2,14,tanh,-0.5,0.7203569607243611,0.7758102719203284,0.0554533111959673
adalimumab,100,latent_2,14,tanh,0.0,0.7203569607243611,0.7109422580898478,-0.009414702634513272
adalimumab,100,latent_2,14,tanh,0.5,0.7203569607243611,0.657769529026798,-0.06258743169756309
adalimumab,100,latent_2,14,tanh,1.0,0.7203569607243611,0.6133307548153972,-0.10702620590896383
adalimumab,100,latent_3,15,tanh,-1.0,0.7203569607243611,0.836408564657751,0.11605160393338998
adalimumab,100,latent_3,15,tanh,-0.5,0.7203569607243611,0.7740224724462084,0.0536655117218473
adalimumab,100,latent_3,15,tanh,0.0,0.7203569607243611,0.7163451072596869,-0.004011853464674142
adalimumab,100,latent_3,15,tanh,0.5,0.7203569607243611,0.6745531741003143,-0.045803786624046716
adalimumab,100,latent_3,15,tanh,1.0,0.7203569607243611,0.6418000960766607,-0.0785568646477004
adalimumab,1k,self_interaction,0,tanh,-1.0,0.6567732580134399,0.7091297786253017,0.0523565206118618
adalimumab,1k,self_interaction,0,tanh,-0.5,0.6567732580134399,0.6715972435789176,0.014823985565477704
adalimumab,1k,self_interaction,0,tanh,0.0,0.6567732580134399,0.6545803798364416,-0.002192878176998314
adalimumab,1k,self_interaction,0,tanh,0.5,0.6567732580134399,0.6504189569411045,-0.0063543010723353666
adalimumab,1k,self_interaction,0,tanh,1.0,0.6567732580134399,0.6527911529362198,-0.003982105077220077
adalimumab,1k,hydrophobicity,1,sigmoid,0.0,0.6567732580134399,0.6371506899842017,-0.01962256802923823
adalimumab,1k,hydrophobicity,1,sigmoid,0.25,0.6567732580134399,0.6479271674634633,-0.008846090549976537
adalimumab,1k,hydrophobicity,1,sigmoid,0.5,0.6567732580134399,0.6581673154441565,0.0013940574307166331
adalimumab,1k,hydrophobicity,1,sigmoid,0.75,0.6567732580134399,0.6676859719360806,0.010912713922640704
adalimumab,1k,hydrophobicity,1,sigmoid,1.0,0.6567732580134399,0.6760050526318196,0.01923179461837976
adalimumab,1k,charge_environment,2,tanh,-1.0,0.6567732580134399,0.628763144553915,-0.028010113459524866
adalimumab,1k,charge_environment,2,tanh,-0.5,0.6567732580134399,0.6393909938762476,-0.017382264137192238
adalimumab,1k,charge_environment,2,tanh,0.0,0.6567732580134399,0.6510510481125,-0.005722209900939856
adalimumab,1k,charge_environment,2,tanh,0.5,0.6567732580134399,0.6605002675651407,0.0037270095517007995
adalimumab,1k,charge_environment,2,tanh,1.0,0.6567732580134399,0.6757773678249213,0.019004109811481373
adalimumab,1k,ionic_screening,3,sigmoid,0.0,0.6567732580134399,0.6445494014979937,-0.012223856515446219
adalimumab,1k,ionic_screening,3,sigmoid,0.25,0.6567732580134399,0.6516129678442263,-0.005160290169213599
adalimumab,1k,ionic_screening,3,sigmoid,0.5,0.6567732580134399,0.6589281542437304,0.002154896230290526
adalimumab,1k,ionic_screening,3,sigmoid,0.75,0.6567732580134399,0.6651328651980681,0.008359607184628248
adalimumab,1k,ionic_screening,3,sigmoid,1.0,0.6567732580134399,0.6721004009361213,0.015327142922681447
adalimumab,1k,crowding,4,sigmoid,0.0,0.6567732580134399,0.6490586095224579,-0.007714648490982023
adalimumab,1k,crowding,4,sigmoid,0.25,0.6567732580134399,0.65334321515291,-0.003430042860529836
adalimumab,1k,crowding,4,sigmoid,0.5,0.6567732580134399,0.6575125302664764,0.0007392722530364937
adalimumab,1k,crowding,4,sigmoid,0.75,0.6567732580134399,0.6611608969149041,0.004387638901464208
adalimumab,1k,crowding,4,sigmoid,1.0,0.6567732580134399,0.6646482023181829,0.007874944304743003
adalimumab,1k,nonlinear_conc,5,sigmoid,0.0,0.6567732580134399,0.6549603648021977,-0.001812893211242228
adalimumab,1k,nonlinear_conc,5,sigmoid,0.25,0.6567732580134399,0.6555564703546943,-0.001216787658745555
adalimumab,1k,nonlinear_conc,5,sigmoid,0.5,0.6567732580134399,0.6581000609186951,0.00132680290525522
adalimumab,1k,nonlinear_conc,5,sigmoid,0.75,0.6567732580134399,0.6637293743426791,0.006956116329239204
adalimumab,1k,nonlinear_conc,5,sigmoid,1.0,0.6567732580134399,0.6686540564557626,0.011880798442322704
adalimumab,1k,cosolute_interaction,6,tanh,-1.0,0.6567732580134399,0.6600748325248111,0.0033015745113712525
adalimumab,1k,cosolute_interaction,6,tanh,-0.5,0.6567732580134399,0.6580761463596569,0.001302888346217057
adalimumab,1k,cosolute_interaction,6,tanh,0.0,0.6567732580134399,0.655973640804768,-0.0007996172086718323
adalimumab,1k,cosolute_interaction,6,tanh,0.5,0.6567732580134399,0.6594211127448738,0.0026478547314339185
adalimumab,1k,cosolute_interaction,6,tanh,1.0,0.6567732580134399,0.6760546815480244,0.019281423534584508
adalimumab,1k,cosolute_protection,7,sigmoid,0.0,0.6567732580134399,0.6218132964871228,-0.034959961526317085
adalimumab,1k,cosolute_protection,7,sigmoid,0.25,0.6567732580134399,0.6393179158660378,-0.017455342147402075
adalimumab,1k,cosolute_protection,7,sigmoid,0.5,0.6567732580134399,0.6559832086971168,-0.0007900493163230937
adalimumab,1k,cosolute_protection,7,sigmoid,0.75,0.6567732580134399,0.6746227662946089,0.017849508281169046
adalimumab,1k,cosolute_protection,7,sigmoid,1.0,0.6567732580134399,0.6940251279884819,0.03725186997504204
adalimumab,1k,interfacial_shielding,8,sigmoid,0.0,0.6567732580134399,0.6564664441509003,-0.0003068138625396122
adalimumab,1k,interfacial_shielding,8,sigmoid,0.25,0.6567732580134399,0.6561515311967833,-0.0006217268166566203
adalimumab,1k,interfacial_shielding,8,sigmoid,0.5,0.6567732580134399,0.6567731752641006,-8.274933926966099e-08
adalimumab,1k,interfacial_shielding,8,sigmoid,0.75,0.6567732580134399,0.6582729036010172,0.001499645587577314
adalimumab,1k,interfacial_shielding,8,sigmoid,1.0,0.6567732580134399,0.6618328629241422,0.005059604910702342
adalimumab,1k,surface_stability,9,sigmoid,0.0,0.6567732580134399,0.6834044157966581,0.02663115778321823
adalimumab,1k,surface_stability,9,sigmoid,0.25,0.6567732580134399,0.6668360534728228,0.010062795459382934
adalimumab,1k,surface_stability,9,sigmoid,0.5,0.6567732580134399,0.6542316120589111,-0.0025416459545287706
adalimumab,1k,surface_stability,9,sigmoid,0.75,0.6567732580134399,0.6428717931127292,-0.013901464900710647
adalimumab,1k,surface_stability,9,sigmoid,1.0,0.6567732580134399,0.6321786235307401,-0.02459463448269983
adalimumab,1k,chemical_modulation,10,tanh,-1.0,0.6567732580134399,0.6231195775562484,-0.033653680457191526
adalimumab,1k,chemical_modulation,10,tanh,-0.5,0.6567732580134399,0.643440353478929,-0.013332904534510859
adalimumab,1k,chemical_modulation,10,tanh,0.0,0.6567732580134399,0.6640474421153543,0.007274184101914383
adalimumab,1k,chemical_modulation,10,tanh,0.5,0.6567732580134399,0.6808828779315628,0.024109619918122882
adalimumab,1k,chemical_modulation,10,tanh,1.0,0.6567732580134399,0.6816248705691266,0.024851612555686686
adalimumab,1k,electrostatic_screening,11,sigmoid,0.0,0.6567732580134399,0.6581839273740073,0.0014106693605674403
adalimumab,1k,electrostatic_screening,11,sigmoid,0.25,0.6567732580134399,0.6572839972788509,0.0005107392654110088
adalimumab,1k,electrostatic_screening,11,sigmoid,0.5,0.6567732580134399,0.6567892906979163,1.6032684476363634e-05
adalimumab,1k,electrostatic_screening,11,sigmoid,0.75,0.6567732580134399,0.6576266002306086,0.0008533422171687066
adalimumab,1k,electrostatic_screening,11,sigmoid,1.0,0.6567732580134399,0.6586042836736415,0.0018310256602016572
adalimumab,1k,latent_0,12,tanh,-1.0,0.6567732580134399,0.6209329883290318,-0.03584026968440812
adalimumab,1k,latent_0,12,tanh,-0.5,0.6567732580134399,0.6353339178976829,-0.02143934011575699
adalimumab,1k,latent_0,12,tanh,0.0,0.6567732580134399,0.6589488726095408,0.0021756145961009388
adalimumab,1k,latent_0,12,tanh,0.5,0.6567732580134399,0.6943450783086247,0.0375718202951848
adalimumab,1k,latent_0,12,tanh,1.0,0.6567732580134399,0.7234903885784117,0.06671713056497186
adalimumab,1k,latent_1,13,tanh,-1.0,0.6567732580134399,0.6058618201435989,-0.05091143786984098
adalimumab,1k,latent_1,13,tanh,-0.5,0.6567732580134399,0.6349996002235159,-0.021773657789924017
adalimumab,1k,latent_1,13,tanh,0.0,0.6567732580134399,0.6553476110224713,-0.0014256469909685876
adalimumab,1k,latent_1,13,tanh,0.5,0.6567732580134399,0.6789635483827327,0.022190290369292764
adalimumab,1k,latent_1,13,tanh,1.0,0.6567732580134399,0.7114273140290944,0.05465405601565454
adalimumab,1k,latent_2,14,tanh,-1.0,0.6567732580134399,0.7552845051970338,0.09851124718359394
adalimumab,1k,latent_2,14,tanh,-0.5,0.6567732580134399,0.6961077426709528,0.03933448465751288
adalimumab,1k,latent_2,14,tanh,0.0,0.6567732580134399,0.6513612546979481,-0.005412003315491742
adalimumab,1k,latent_2,14,tanh,0.5,0.6567732580134399,0.6088208434215495,-0.04795241459189037
adalimumab,1k,latent_2,14,tanh,1.0,0.6567732580134399,0.5674078608611925,-0.08936539715224734
adalimumab,1k,latent_3,15,tanh,-1.0,0.6567732580134399,0.7537379821087813,0.0969647240953414
adalimumab,1k,latent_3,15,tanh,-0.5,0.6567732580134399,0.7008227793330907,0.044049521319650786
adalimumab,1k,latent_3,15,tanh,0.0,0.6567732580134399,0.6540239525921069,-0.0027493054213330037
adalimumab,1k,latent_3,15,tanh,0.5,0.6567732580134399,0.6182881953231495,-0.038485062690290395
adalimumab,1k,latent_3,15,tanh,1.0,0.6567732580134399,0.5805322163735026,-0.07624104163993728
adalimumab,10k,self_interaction,0,tanh,-1.0,0.5907667167117931,0.6254934078508135,0.03472669113902038
adalimumab,10k,self_interaction,0,tanh,-0.5,0.5907667167117931,0.5938994929147973,0.0031327762030041173
adalimumab,10k,self_interaction,0,tanh,0.0,0.5907667167117931,0.5909992630423715,0.00023254633057834262
adalimumab,10k,self_interaction,0,tanh,0.5,0.5907667167117931,0.5956926193776304,0.004925902665837256
adalimumab,10k,self_interaction,0,tanh,1.0,0.5907667167117931,0.6042850211408546,0.013518304429061434
adalimumab,10k,hydrophobicity,1,sigmoid,0.0,0.5907667167117931,0.571497540079415,-0.01926917663237815
adalimumab,10k,hydrophobicity,1,sigmoid,0.25,0.5907667167117931,0.5817000371107572,-0.00906667960103591
adalimumab,10k,hydrophobicity,1,sigmoid,0.5,0.5907667167117931,0.5921036770984391,0.0013369603866459912
adalimumab,10k,hydrophobicity,1,sigmoid,0.75,0.5907667167117931,0.6021922696643278,0.011425552952534668
adalimumab,10k,hydrophobicity,1,sigmoid,1.0,0.5907667167117931,0.6151594945251025,0.024392777813309396
adalimumab,10k,charge_environment,2,tanh,-1.0,0.5907667167117931,0.5549393507524716,-0.03582736595932157
adalimumab,10k,charge_environment,2,tanh,-0.5,0.5907667167117931,0.5678080314938877,-0.02295868521790545
adalimumab,10k,charge_environment,2,tanh,0.0,0.5907667167117931,0.5820131399230786,-0.008753576788714579
adalimumab,10k,charge_environment,2,tanh,0.5,0.5907667167117931,0.5957298876112873,0.004963170899494163
adalimumab,10k,charge_environment,2,tanh,1.0,0.5907667167117931,0.6107170859047338,0.019950369192940687
adalimumab,10k,ionic_screening,3,sigmoid,0.0,0.5907667167117931,0.5827660347860862,-0.00800068192570691
adalimumab,10k,ionic_screening,3,sigmoid,0.25,0.5907667167117931,0.5865254924224336,-0.00424122428935958
adalimumab,10k,ionic_screening,3,sigmoid,0.5,0.5907667167117931,0.591914139736927,0.0011474230251338202
adalimumab,10k,ionic_screening,3,sigmoid,0.75,0.5907667167117931,0.5952176381704354,0.004450921458642232
adalimumab,10k,ionic_screening,3,sigmoid,1.0,0.5907667167117931,0.5995513141590525,0.008784597447259346
adalimumab,10k,crowding,4,sigmoid,0.0,0.5907667167117931,0.5804861456788849,-0.010280571032908248
adalimumab,10k,crowding,4,sigmoid,0.25,0.5907667167117931,0.585912392224392,-0.004854324487401196
adalimumab,10k,crowding,4,sigmoid,0.5,0.5907667167117931,0.5914188849416199,0.0006521682298267217
adalimumab,10k,crowding,4,sigmoid,0.75,0.5907667167117931,0.5948647122386084,0.0040979955268152235
adalimumab,10k,crowding,4,sigmoid,1.0,0.5907667167117931,0.5999648436381999,0.009198126926406758
adalimumab,10k,nonlinear_conc,5,sigmoid,0.0,0.5907667167117931,0.5929314808007872,0.00216476408899402
adalimumab,10k,nonlinear_conc,5,sigmoid,0.25,0.5907667167117931,0.5907544698095867,-1.2246902206469734e-05
adalimumab,10k,nonlinear_conc,5,sigmoid,0.5,0.5907667167117931,0.5894986037753885,-0.0012681129364046084
adalimumab,10k,nonlinear_conc,5,sigmoid,0.75,0.5907667167117931,0.5892157044718871,-0.0015510122399060577
adalimumab,10k,nonlinear_conc,5,sigmoid,1.0,0.5907667167117931,0.5920143698740724,0.0012476531622792608
adalimumab,10k,cosolute_interaction,6,tanh,-1.0,0.5907667167117931,0.6041493742865176,0.013382657574724455
adalimumab,10k,cosolute_interaction,6,tanh,-0.5,0.5907667167117931,0.5944983602264909,0.003731643514697791
adalimumab,10k,cosolute_interaction,6,tanh,0.0,0.5907667167117931,0.5890896151662315,-0.0016771015455616656
adalimumab,10k,cosolute_interaction,6,tanh,0.5,0.5907667167117931,0.592441956397222,0.0016752396854288198
adalimumab,10k,cosolute_interaction,6,tanh,1.0,0.5907667167117931,0.6078807281785281,0.01711401146673497
adalimumab,10k,cosolute_protection,7,sigmoid,0.0,0.5907667167117931,0.5602095579033545,-0.030557158808438678
adalimumab,10k,cosolute_protection,7,sigmoid,0.25,0.5907667167117931,0.5734441458791897,-0.017322570832603468
adalimumab,10k,cosolute_protection,7,sigmoid,0.5,0.5907667167117931,0.5900051745428356,-0.0007615421689575186
adalimumab,10k,cosolute_protection,7,sigmoid,0.75,0.5907667167117931,0.6065945758861708,0.01582785917437768
adalimumab,10k,cosolute_protection,7,sigmoid,1.0,0.5907667167117931,0.6267848871318838,0.0360181704200907
adalimumab,10k,interfacial_shielding,8,sigmoid,0.0,0.5907667167117931,0.5901597296211872,-0.0006069870906059149
adalimumab,10k,interfacial_shielding,8,sigmoid,0.25,0.5907667167117931,0.588891751152459,-0.0018749655593341963
adalimumab,10k,interfacial_shielding,8,sigmoid,0.5,0.5907667167117931,0.5907671408021566,4.240903634933346e-07
adalimumab,10k,interfacial_shielding,8,sigmoid,0.75,0.5907667167117931,0.590361513884906,-0.00040520282688716325
adalimumab,10k,interfacial_shielding,8,sigmoid,1.0,0.5907667167117931,0.5904738771439164,-0.0002928395678767348
adalimumab,10k,surface_stability,9,sigmoid,0.0,0.5907667167117931,0.6177863826427084,0.027019665930915204
adalimumab,10k,surface_stability,9,sigmoid,0.25,0.5907667167117931,0.6022438845646741,0.011477167852880998
adalimumab,10k,surface_stability,9,sigmoid,0.5,0.5907667167117931,0.5875393993887157,-0.003227317323077461
adalimumab,10k,surface_stability,9,sigmoid,0.75,0.5907667167117931,0.5734591131659235,-0.017307603545869688
adalimumab,10k,surface_stability,9,sigmoid,1.0,0.5907667167117931,0.5610444987362113,-0.029722217975581833
adalimumab,10k,chemical_modulation,10,tanh,-1.0,0.5907667167117931,0.5590785244192225,-0.031688192292570694
adalimumab,10k,chemical_modulation,10,tanh,-0.5,0.5907667167117931,0.5776094786808055,-0.013157238030987672
adalimumab,10k,chemical_modulation,10,tanh,0.0,0.5907667167117931,0.5962856528609081,0.005518936149114917
adalimumab,10k,chemical_modulation,10,tanh,0.5,0.5907667167117931,0.6075393044048545,0.016772587693061336
adalimumab,10k,chemical_modulation,10,tanh,1.0,0.5907667167117931,0.6100706273793141,0.019303910667520907
adalimumab,10k,electrostatic_screening,11,sigmoid,0.0,0.5907667167117931,0.5855942830770471,-0.005172433634746065
adalimumab,10k,electrostatic_screening,11,sigmoid,0.25,0.5907667167117931,0.5892202556855449,-0.0015464610262482248
adalimumab,10k,electrostatic_screening,11,sigmoid,0.5,0.5907667167117931,0.5907516770193876,-1.5039692405571792e-05
adalimumab,10k,electrostatic_screening,11,sigmoid,0.75,0.5907667167117931,0.5898882704138348,-0.0008784462979583019
adalimumab,10k,electrostatic_screening,11,sigmoid,1.0,0.5907667167117931,0.590930953462835,0.00016423675104182411
adalimumab,10k,latent_0,12,tanh,-1.0,0.5907667167117931,0.5612485792940937,-0.029518137417699486
adalimumab,10k,latent_0,12,tanh,-0.5,0.5907667167117931,0.5726010180335827,-0.018165698678210496
adalimumab,10k,latent_0,12,tanh,0.0,0.5907667167117931,0.5927193528696644,0.0019526361578712237
adalimumab,10k,latent_0,12,tanh,0.5,0.5907667167117931,0.6160713405251086,0.02530462381331544
adalimumab,10k,latent_0,12,tanh,1.0,0.5907667167117931,0.6443271574601498,0.05356044074835664
adalimumab,10k,latent_1,13,tanh,-1.0,0.5907667167117931,0.5356261566434554,-0.055140560068337785
adalimumab,10k,latent_1,13,tanh,-0.5,0.5907667167117931,0.5620809548974341,-0.028685761814359
adalimumab,10k,latent_1,13,tanh,0.0,0.5907667167117931,0.5887886558194426,-0.0019780608923505305
adalimumab,10k,latent_1,13,tanh,0.5,0.5907667167117931,0.611751194053456,0.020984477341662866
adalimumab,10k,latent_1,13,tanh,1.0,0.5907667167117931,0.6393068274545807,0.04854011074278752
adalimumab,10k,latent_2,14,tanh,-1.0,0.5907667167117931,0.6778345163982433,0.08706779968645018
adalimumab,10k,latent_2,14,tanh,-0.5,0.5907667167117931,0.6229858029057115,0.032219086193918334
adalimumab,10k,latent_2,14,tanh,0.0,0.5907667167117931,0.5842308635891814,-0.0065358531226117345
adalimumab,10k,latent_2,14,tanh,0.5,0.5907667167117931,0.5498671420830373,-0.04089957462875582
adalimumab,10k,latent_2,14,tanh,1.0,0.5907667167117931,0.515333044859247,-0.07543367185254612
adalimumab,10k,latent_3,15,tanh,-1.0,0.5907667167117931,0.6758501458687762,0.08508342915698308
adalimumab,10k,latent_3,15,tanh,-0.5,0.5907667167117931,0.6253118661442046,0.03454514943241149
adalimumab,10k,latent_3,15,tanh,0.0,0.5907667167117931,0.5871625795851853,-0.003604137126607898
adalimumab,10k,latent_3,15,tanh,0.5,0.5907667167117931,0.5495703098595427,-0.041196406852250456
adalimumab,10k,latent_3,15,tanh,1.0,0.5907667167117931,0.5129949726228977,-0.07777174408889542
adalimumab,100k,self_interaction,0,tanh,-1.0,0.5199265072265511,0.5475764128123966,0.027649905585845458
adalimumab,100k,self_interaction,0,tanh,-0.5,0.5199265072265511,0.519044463918253,-0.0008820433082981083
adalimumab,100k,self_interaction,0,tanh,0.0,0.5199265072265511,0.5229841159985299,0.0030576087719788037
adalimumab,100k,self_interaction,0,tanh,0.5,0.5199265072265511,0.5287208871972578,0.008794379970706756
adalimumab,100k,self_interaction,0,tanh,1.0,0.5199265072265511,0.546504384778971,0.026577877552419915
adalimumab,100k,hydrophobicity,1,sigmoid,0.0,0.5199265072265511,0.4978623979629622,-0.02206410926358887
adalimumab,100k,hydrophobicity,1,sigmoid,0.25,0.5199265072265511,0.5098981885035845,-0.010028318722966612
adalimumab,100k,hydrophobicity,1,sigmoid,0.5,0.5199265072265511,0.5219522007072974,0.0020256934807463267
adalimumab,100k,hydrophobicity,1,sigmoid,0.75,0.5199265072265511,0.533528988420947,0.013602481194395888
adalimumab,100k,hydrophobicity,1,sigmoid,1.0,0.5199265072265511,0.5439637421601803,0.024037234933629192
adalimumab,100k,charge_environment,2,tanh,-1.0,0.5199265072265511,0.4797710935266387,-0.04015541369991238
adalimumab,100k,charge_environment,2,tanh,-0.5,0.5199265072265511,0.49579741632425883,-0.02412909090229226
adalimumab,100k,charge_environment,2,tanh,0.0,0.5199265072265511,0.5115646360717199,-0.008361871154831224
adalimumab,100k,charge_environment,2,tanh,0.5,0.5199265072265511,0.5244688873923802,0.004542380165829085
adalimumab,100k,charge_environment,2,tanh,1.0,0.5199265072265511,0.5343104938679943,0.014383986641443247
