ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,Pred_Viscosity_100,Pred_Viscosity_1000,Pred_Viscosity_10000,Pred_Viscosity_100000,Pred_Viscosity_15000000
511,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,83.0,25.0,Histidine,6.0,15.0,,0.0,Sucrose,0.25,,0.0,,0.0,0.9,0.9,4.15,4.24,4.22,3.89,1.72,3.774545,3.6846561,3.506424,3.270065,2.1119983
510,poly-hIgG,Polyclonal,3.0,150.0,7.6,1.0,242.0,25.6,Histidine,6.0,15.0,,0.0,Sucrose,0.25,,0.0,,0.0,0.9,0.9,29.38,30.34,31.3,28.07,6.11,27.641392,24.690355,22.2433,20.069006,7.97279
630,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,206.0,25.35,Histidine,6.0,15.0,NaCl,70.0,Sucrose,0.2,tween-80,0.05,,0.0,1.0,1.0,36.41,38.01,39.6,40.87,6.36,49.484135,44.742092,41.366013,37.32629,10.452931
631,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,206.0,25.32,Histidine,6.0,15.0,NaCl,70.0,Sucrose,0.2,tween-80,0.05,,0.0,1.0,1.0,52.2,52.12,53.14,47.45,8.14,49.5916,44.839245,41.44937,37.46909,10.490488
