Protein,Protein_class,Buffer,Buffer_conc,Ingredient,Conc_Level,Model_source,Source_class,Source_proteins,N_Samples,N_Baseline,N_Ingredient,Mean_Protein_conc,Conc_Range_Min,Conc_Range_Max,Median_Conc,R2_logK,R2_n,Residual_std_logK,Residual_std_n,Boot_pred_std_logK,Boot_pred_std_n,Baseline_logK_mean,Baseline_n_mean,dlogK_dc_at_median,dn_dc_at_median
Ibalizumab,mAb_IgG4,Histidine,15.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Trehalose,High,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,7.0,6.0,1.0,304.0,0.0,0.25,0.0,0.6965246345355451,0.4439921811643127,0.6385416528160376,0.0370337883145729,0.2640520283894581,0.01602573597844978,4.245724741815286,0.8782698024920045,-5.489945171993638,0.18780952209477425
Ibalizumab,mAb_IgG4,Histidine,15.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Lysine,Medium,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,5.0,3.0,2.0,40.0,0.0,125.0,0.0,0.031070667413726438,0.10100950852455104,0.5294410309748696,0.01784126976477436,0.7847126118117445,0.04470530041972682,1.26788948626559,0.954584487712368,0.003214725256828199,-0.0003783167858845138
Ibalizumab,mAb_IgG4,Histidine,15.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,Arginine,Medium,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,5.0,3.0,2.0,40.0,0.0,250.0,0.0,0.22258891648181356,0.2287329316480322,0.5287625839309339,0.01747008145404836,2.335885133318604,0.09311002631287763,1.26788948626559,0.954584487712368,0.0015871308711723486,0.0001002389846474494
Ibalizumab,mAb_IgG4,Histidine,15.0,Arginine,High,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,9.0,6.0,3.0,304.0,0.0,100.0,0.0,0.6552014161166346,0.33673814129291535,0.5753652825600979,0.03450407626449701,0.8705265186176803,0.06694539641627957,4.245724741815286,0.8782698024920045,-0.05146477322082177,0.0010078507837324446
Ibalizumab,mAb_IgG4,Histidine,15.0,NaCl,Low,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,8.0,6.0,2.0,10.0,0.0,140.0,0.0,0.0068429667511976655,0.05191597744112553,0.9559359819430965,0.04083392102651967,0.48787054760890924,0.0209323318157036,0.9182225532039019,0.9656548695030919,0.0006504080052316397,-7.832348528427624e-05
Ibalizumab,mAb_IgG4,Histidine,15.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,15.0,NaCl,High,class_inferred,mAb_IgG4,Pembrolizumab|Ibalizumab|Nivolumab,7.0,6.0,1.0,304.0,0.0,140.0,0.0,0.4727471753870608,0.09986195434724676,0.6385191910415294,0.03703314785643742,0.23622803042253335,0.015761618543055515,4.245724741815286,0.8782698024920045,-0.00612721609560829,0.00012500296934711552
Ibalizumab,mAb_IgG4,Histidine,25.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,25.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,30.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,36.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,40.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,50.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,75.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,97.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Lysine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Lysine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Proline,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Proline,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Proline,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Arginine,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Arginine,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,Arginine,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,NaCl,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,NaCl,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,Histidine,100.0,NaCl,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Sucrose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Sucrose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Sucrose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Trehalose,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Trehalose,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Trehalose,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Tween-20,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Tween-20,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Tween-20,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Tween-80,Low,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Tween-80,Medium,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Tween-80,High,no_model,,,,,,,,,,,,,,,,,,,
Ibalizumab,mAb_IgG4,PBS,10.0,Lysine,Low,no_model,,,,,,,,,,,,,,,,,,,
