ID,Protein_conc,Buffer_pH,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,shear_col,shear_label,actual_cP,pred_cP,log10_error,fold_error,pct_error
287,80.0,7.4,NaCl,140.0,Sucrose,0.5,tween-80,Viscosity_1000,1 0000,2.12,0.8723338842391968,-0.3856531187380312,0.41147824728264,58.85217527173601
287,80.0,7.4,NaCl,140.0,Sucrose,0.5,tween-80,Viscosity_10000,10 0000,2.12,0.8519623875617981,-0.39591543897300524,0.4018690507366972,59.81309492633028
287,80.0,7.4,NaCl,140.0,Sucrose,0.5,tween-80,Viscosity_100000,100 0000,2.12,0.7833110094070435,-0.43240163035049134,0.3694863251920016,63.05136748079983
287,80.0,7.4,NaCl,140.0,Sucrose,0.5,tween-80,Viscosity_15000000,15 000 0000,2.12,0.6618249416351318,-0.505592730908791,0.3121815762429867,68.78184237570133
288,55.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_100,1000,1.66,1.1613085269927979,-0.15516047315073256,0.6995834499956614,30.04165500043386
288,55.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_1000,1 0000,1.66,1.140312910079956,-0.1630840468140642,0.6869354879999736,31.306451200002645
288,55.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_10000,10 0000,1.66,1.1119426488876343,-0.1740256999972058,0.6698449692094183,33.01550307905817
288,55.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_100000,100 0000,1.43,1.0684983730316162,-0.12656217225082222,0.7472016594626687,25.27983405373313
288,55.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_15000000,15 000 0000,1.21,1.007603406906128,-0.0794957430524724,0.8327300883521719,16.726991164782813
289,30.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_100,1000,1.33,1.0959159135818481,-0.08407440768400953,0.823996927505149,17.600307249485105
289,30.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_1000,1 0000,1.33,1.0768972635269165,-0.09167736757770734,0.8096971906217417,19.03028093782583
289,30.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_10000,10 0000,1.33,1.0535519123077393,-0.10119570123811397,0.7921442949682249,20.785570503177503
289,30.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_100000,100 0000,1.18,1.0131416320800781,-0.06621184552803415,0.8585946034576933,14.140539654230663
289,30.0,7.4,NaCl,140.0,none,0.0,tween-80,Viscosity_15000000,15 000 0000,1.12,0.9020917415618896,-0.09396731569582546,0.8054390549659728,19.456094503402717
290,30.0,7.4,NaCl,140.0,Trehalose,0.5,tween-80,Viscosity_100,1000,2.37,1.0840262174606323,-0.3397085601538676,0.45739502846440183,54.26049715355982
290,30.0,7.4,NaCl,140.0,Trehalose,0.5,tween-80,Viscosity_1000,1 0000,2.37,1.0726319551467896,-0.3442976149743321,0.45258732284674663,54.741267715325336
290,30.0,7.4,NaCl,140.0,Trehalose,0.5,tween-80,Viscosity_10000,10 0000,2.37,1.0724154710769653,-0.34438527535527697,0.4524959793573693,54.75040206426307
290,30.0,7.4,NaCl,140.0,Trehalose,0.5,tween-80,Viscosity_100000,100 0000,2.02,1.0261131525039673,-0.2941561151050389,0.5079768081702808,49.20231918297191
290,30.0,7.4,NaCl,140.0,Trehalose,0.5,tween-80,Viscosity_15000000,15 000 0000,1.55,0.917363166809082,-0.22779039944943158,0.5918472043929561,40.81527956070439
291,10.0,7.4,NaCl,140.0,none,0.0,none,Viscosity_100,1000,0.97,0.8564193844795227,-0.05408524556769258,0.8829065819376523,11.70934180623477
291,10.0,7.4,NaCl,140.0,none,0.0,none,Viscosity_1000,1 0000,0.97,0.8352446556091309,-0.06495802882095385,0.8610769645454958,13.892303545450424
291,10.0,7.4,NaCl,140.0,none,0.0,none,Viscosity_10000,10 0000,0.97,0.8150506019592285,-0.07558716176005498,0.8402583525352871,15.974164746471283
291,10.0,7.4,NaCl,140.0,none,0.0,none,Viscosity_100000,100 0000,0.93,0.7974466681480408,-0.06678130071626057,0.8574695356430545,14.253046435694545
291,10.0,7.4,NaCl,140.0,none,0.0,none,Viscosity_15000000,15 000 0000,0.9328284271247462,0.7290141582489014,-0.10706580948674607,0.7815093719816614,21.849062801833867
292,20.0,7.4,NaCl,140.0,none,0.0,tween-20,Viscosity_100,1000,1.06,0.709991455078125,-0.17405274335520202,0.6698032595076651,33.019674049233494
292,20.0,7.4,NaCl,140.0,none,0.0,tween-20,Viscosity_1000,1 0000,1.06,0.6737061142921448,-0.19683537640802562,0.6355718059359856,36.44281940640144
292,20.0,7.4,NaCl,140.0,none,0.0,tween-20,Viscosity_10000,10 0000,1.06,0.6578173041343689,-0.20720057168635267,0.620582362390914,37.9417637609086
292,20.0,7.4,NaCl,140.0,none,0.0,tween-20,Viscosity_100000,100 0000,1.01,0.6360723376274109,-0.2008148649802026,0.6297745917103078,37.02254082896922
292,20.0,7.4,NaCl,140.0,none,0.0,tween-20,Viscosity_15000000,15 000 0000,0.88,0.5866385698318481,-0.17611205892930898,0.666634738445282,33.3365261554718
