Protein,Buffer,Buffer_pH,Buffer_Conc_mM,Temperature_C,Protein_Conc_mgmL,Shear_Rate_s-1,Viscosity_Pred_cP
Nivolumab,Histidine,6.0000,15.0000,25.0000,301.2953,1000,72.5860
Nivolumab,Histidine,6.0000,15.0000,25.0000,303.5034,1000,73.8631
Nivolumab,Histidine,6.0000,15.0000,25.0000,305.7114,1000,75.1457
Nivolumab,Histidine,6.0000,15.0000,25.0000,307.9195,1000,76.4352
Nivolumab,Histidine,6.0000,15.0000,25.0000,310.1275,1000,77.7432
Nivolumab,Histidine,6.0000,15.0000,25.0000,312.3356,1000,79.0811
Nivolumab,Histidine,6.0000,15.0000,25.0000,314.5436,1000,80.4530
Nivolumab,Histidine,6.0000,15.0000,25.0000,316.7517,1000,81.8372
Nivolumab,Histidine,6.0000,15.0000,25.0000,318.9597,1000,83.0995
Nivolumab,Histidine,6.0000,15.0000,25.0000,321.1678,1000,84.3777
Nivolumab,Histidine,6.0000,15.0000,25.0000,323.3758,1000,85.6598
Nivolumab,Histidine,6.0000,15.0000,25.0000,325.5839,1000,86.9372
Nivolumab,Histidine,6.0000,15.0000,25.0000,327.7919,1000,88.2655
Nivolumab,Histidine,6.0000,15.0000,25.0000,330.0000,1000,89.5162
Nivolumab,Histidine,6.0000,15.0000,25.0000,0.0000,10000,0.7266
Nivolumab,Histidine,6.0000,15.0000,25.0000,1.0000,10000,0.8768
Nivolumab,Histidine,6.0000,15.0000,25.0000,3.2081,10000,0.9652
Nivolumab,Histidine,6.0000,15.0000,25.0000,5.4161,10000,1.0149
Nivolumab,Histidine,6.0000,15.0000,25.0000,7.6242,10000,1.0394
Nivolumab,Histidine,6.0000,15.0000,25.0000,9.8322,10000,1.0611
Nivolumab,Histidine,6.0000,15.0000,25.0000,12.0403,10000,1.0766
Nivolumab,Histidine,6.0000,15.0000,25.0000,14.2483,10000,1.0853
Nivolumab,Histidine,6.0000,15.0000,25.0000,16.4564,10000,1.0987
Nivolumab,Histidine,6.0000,15.0000,25.0000,18.6644,10000,1.1104
Nivolumab,Histidine,6.0000,15.0000,25.0000,20.8725,10000,1.1219
Nivolumab,Histidine,6.0000,15.0000,25.0000,23.0805,10000,1.1346
Nivolumab,Histidine,6.0000,15.0000,25.0000,25.2886,10000,1.1484
Nivolumab,Histidine,6.0000,15.0000,25.0000,27.4966,10000,1.1621
Nivolumab,Histidine,6.0000,15.0000,25.0000,29.7047,10000,1.1796
Nivolumab,Histidine,6.0000,15.0000,25.0000,31.9128,10000,1.2005
Nivolumab,Histidine,6.0000,15.0000,25.0000,34.1208,10000,1.2220
Nivolumab,Histidine,6.0000,15.0000,25.0000,36.3289,10000,1.2443
Nivolumab,Histidine,6.0000,15.0000,25.0000,38.5369,10000,1.2671
Nivolumab,Histidine,6.0000,15.0000,25.0000,40.7450,10000,1.2918
Nivolumab,Histidine,6.0000,15.0000,25.0000,42.9530,10000,1.3182
Nivolumab,Histidine,6.0000,15.0000,25.0000,45.1611,10000,1.3502
Nivolumab,Histidine,6.0000,15.0000,25.0000,47.3691,10000,1.3829
Nivolumab,Histidine,6.0000,15.0000,25.0000,49.5772,10000,1.4178
Nivolumab,Histidine,6.0000,15.0000,25.0000,51.7852,10000,1.4697
Nivolumab,Histidine,6.0000,15.0000,25.0000,53.9933,10000,1.5245
Nivolumab,Histidine,6.0000,15.0000,25.0000,56.2013,10000,1.5815
Nivolumab,Histidine,6.0000,15.0000,25.0000,58.4094,10000,1.6400
Nivolumab,Histidine,6.0000,15.0000,25.0000,60.6174,10000,1.6986
Nivolumab,Histidine,6.0000,15.0000,25.0000,62.8255,10000,1.7577
Nivolumab,Histidine,6.0000,15.0000,25.0000,65.0336,10000,1.8193
Nivolumab,Histidine,6.0000,15.0000,25.0000,67.2416,10000,1.8793
Nivolumab,Histidine,6.0000,15.0000,25.0000,69.4497,10000,1.9407
Nivolumab,Histidine,6.0000,15.0000,25.0000,71.6577,10000,2.0063
Nivolumab,Histidine,6.0000,15.0000,25.0000,73.8658,10000,2.0753
Nivolumab,Histidine,6.0000,15.0000,25.0000,76.0738,10000,2.1462
Nivolumab,Histidine,6.0000,15.0000,25.0000,78.2819,10000,2.2072
Nivolumab,Histidine,6.0000,15.0000,25.0000,80.4899,10000,2.2544
Nivolumab,Histidine,6.0000,15.0000,25.0000,82.6980,10000,2.2881
Nivolumab,Histidine,6.0000,15.0000,25.0000,84.9060,10000,2.3195
Nivolumab,Histidine,6.0000,15.0000,25.0000,87.1141,10000,2.3548
Nivolumab,Histidine,6.0000,15.0000,25.0000,89.3221,10000,2.3845
Nivolumab,Histidine,6.0000,15.0000,25.0000,91.5302,10000,2.4080
Nivolumab,Histidine,6.0000,15.0000,25.0000,93.7383,10000,2.4336
Nivolumab,Histidine,6.0000,15.0000,25.0000,95.9463,10000,2.4586
Nivolumab,Histidine,6.0000,15.0000,25.0000,98.1544,10000,2.4874
Nivolumab,Histidine,6.0000,15.0000,25.0000,100.3624,10000,2.5241
Nivolumab,Histidine,6.0000,15.0000,25.0000,102.5705,10000,2.5631
Nivolumab,Histidine,6.0000,15.0000,25.0000,104.7785,10000,2.6045
Nivolumab,Histidine,6.0000,15.0000,25.0000,106.9866,10000,2.6528
Nivolumab,Histidine,6.0000,15.0000,25.0000,109.1946,10000,2.7024
Nivolumab,Histidine,6.0000,15.0000,25.0000,111.4027,10000,2.7366
Nivolumab,Histidine,6.0000,15.0000,25.0000,113.6107,10000,2.7794
Nivolumab,Histidine,6.0000,15.0000,25.0000,115.8188,10000,2.8235
Nivolumab,Histidine,6.0000,15.0000,25.0000,118.0268,10000,2.8228
Nivolumab,Histidine,6.0000,15.0000,25.0000,120.2349,10000,2.8453
Nivolumab,Histidine,6.0000,15.0000,25.0000,122.4430,10000,2.8910
Nivolumab,Histidine,6.0000,15.0000,25.0000,124.6510,10000,2.9334
Nivolumab,Histidine,6.0000,15.0000,25.0000,126.8591,10000,2.9764
Nivolumab,Histidine,6.0000,15.0000,25.0000,129.0671,10000,3.0142
Nivolumab,Histidine,6.0000,15.0000,25.0000,131.2752,10000,3.0593
Nivolumab,Histidine,6.0000,15.0000,25.0000,133.4832,10000,3.1030
Nivolumab,Histidine,6.0000,15.0000,25.0000,135.6913,10000,3.1464
Nivolumab,Histidine,6.0000,15.0000,25.0000,137.8993,10000,3.1782
Nivolumab,Histidine,6.0000,15.0000,25.0000,140.1074,10000,3.2097
Nivolumab,Histidine,6.0000,15.0000,25.0000,142.3154,10000,3.2514
Nivolumab,Histidine,6.0000,15.0000,25.0000,144.5235,10000,3.3102
Nivolumab,Histidine,6.0000,15.0000,25.0000,146.7315,10000,3.4002
Nivolumab,Histidine,6.0000,15.0000,25.0000,148.9396,10000,3.4907
Nivolumab,Histidine,6.0000,15.0000,25.0000,151.1477,10000,3.5837
Nivolumab,Histidine,6.0000,15.0000,25.0000,153.3557,10000,3.6800
Nivolumab,Histidine,6.0000,15.0000,25.0000,155.5638,10000,3.8072
Nivolumab,Histidine,6.0000,15.0000,25.0000,157.7718,10000,3.9675
Nivolumab,Histidine,6.0000,15.0000,25.0000,159.9799,10000,4.1768
Nivolumab,Histidine,6.0000,15.0000,25.0000,162.1879,10000,4.3746
Nivolumab,Histidine,6.0000,15.0000,25.0000,164.3960,10000,4.5090
Nivolumab,Histidine,6.0000,15.0000,25.0000,166.6040,10000,4.6561
Nivolumab,Histidine,6.0000,15.0000,25.0000,168.8121,10000,4.8156
Nivolumab,Histidine,6.0000,15.0000,25.0000,171.0201,10000,4.9855
Nivolumab,Histidine,6.0000,15.0000,25.0000,173.2282,10000,5.1404
Nivolumab,Histidine,6.0000,15.0000,25.0000,175.4362,10000,5.3123
Nivolumab,Histidine,6.0000,15.0000,25.0000,177.6443,10000,5.5112
Nivolumab,Histidine,6.0000,15.0000,25.0000,179.8523,10000,5.6646
Nivolumab,Histidine,6.0000,15.0000,25.0000,182.0604,10000,5.8234
Nivolumab,Histidine,6.0000,15.0000,25.0000,184.2685,10000,6.0775
Nivolumab,Histidine,6.0000,15.0000,25.0000,186.4765,10000,6.2238
Nivolumab,Histidine,6.0000,15.0000,25.0000,188.6846,10000,6.3812
Nivolumab,Histidine,6.0000,15.0000,25.0000,190.8926,10000,6.5356
Nivolumab,Histidine,6.0000,15.0000,25.0000,193.1007,10000,6.6995
Nivolumab,Histidine,6.0000,15.0000,25.0000,195.3087,10000,6.8671
Nivolumab,Histidine,6.0000,15.0000,25.0000,197.5168,10000,7.1489
Nivolumab,Histidine,6.0000,15.0000,25.0000,199.7248,10000,7.4974
Nivolumab,Histidine,6.0000,15.0000,25.0000,201.9329,10000,7.8405
Nivolumab,Histidine,6.0000,15.0000,25.0000,204.1409,10000,8.1616
Nivolumab,Histidine,6.0000,15.0000,25.0000,206.3490,10000,8.5092
Nivolumab,Histidine,6.0000,15.0000,25.0000,208.5570,10000,8.9047
Nivolumab,Histidine,6.0000,15.0000,25.0000,210.7651,10000,9.2525
Nivolumab,Histidine,6.0000,15.0000,25.0000,212.9732,10000,9.6141
Nivolumab,Histidine,6.0000,15.0000,25.0000,215.1812,10000,10.0533
Nivolumab,Histidine,6.0000,15.0000,25.0000,217.3893,10000,10.4986
Nivolumab,Histidine,6.0000,15.0000,25.0000,219.5973,10000,10.9264
Nivolumab,Histidine,6.0000,15.0000,25.0000,221.8054,10000,11.3557
Nivolumab,Histidine,6.0000,15.0000,25.0000,224.0134,10000,11.7625
Nivolumab,Histidine,6.0000,15.0000,25.0000,226.2215,10000,12.1861
Nivolumab,Histidine,6.0000,15.0000,25.0000,228.4295,10000,12.6537
Nivolumab,Histidine,6.0000,15.0000,25.0000,230.6376,10000,13.1046
Nivolumab,Histidine,6.0000,15.0000,25.0000,232.8456,10000,13.6506
Nivolumab,Histidine,6.0000,15.0000,25.0000,235.0537,10000,14.3598
Nivolumab,Histidine,6.0000,15.0000,25.0000,237.2617,10000,15.1174
Nivolumab,Histidine,6.0000,15.0000,25.0000,239.4698,10000,15.9976
Nivolumab,Histidine,6.0000,15.0000,25.0000,241.6779,10000,16.9326
Nivolumab,Histidine,6.0000,15.0000,25.0000,243.8859,10000,17.9952
Nivolumab,Histidine,6.0000,15.0000,25.0000,246.0940,10000,19.2283
Nivolumab,Histidine,6.0000,15.0000,25.0000,248.3020,10000,20.5262
Nivolumab,Histidine,6.0000,15.0000,25.0000,250.5101,10000,21.9141
Nivolumab,Histidine,6.0000,15.0000,25.0000,252.7181,10000,23.4227
Nivolumab,Histidine,6.0000,15.0000,25.0000,254.9262,10000,25.0423
Nivolumab,Histidine,6.0000,15.0000,25.0000,257.1342,10000,26.7571
Nivolumab,Histidine,6.0000,15.0000,25.0000,259.3423,10000,28.5934
Nivolumab,Histidine,6.0000,15.0000,25.0000,261.5503,10000,30.5771
Nivolumab,Histidine,6.0000,15.0000,25.0000,263.7584,10000,32.7080
Nivolumab,Histidine,6.0000,15.0000,25.0000,265.9664,10000,34.8032
Nivolumab,Histidine,6.0000,15.0000,25.0000,268.1745,10000,36.9439
Nivolumab,Histidine,6.0000,15.0000,25.0000,270.3826,10000,39.2176
Nivolumab,Histidine,6.0000,15.0000,25.0000,272.5906,10000,41.4077
Nivolumab,Histidine,6.0000,15.0000,25.0000,274.7987,10000,43.7619
Nivolumab,Histidine,6.0000,15.0000,25.0000,277.0067,10000,46.2306
Nivolumab,Histidine,6.0000,15.0000,25.0000,279.2148,10000,48.8562
Nivolumab,Histidine,6.0000,15.0000,25.0000,281.4228,10000,51.6521
Nivolumab,Histidine,6.0000,15.0000,25.0000,283.6309,10000,54.5916
Nivolumab,Histidine,6.0000,15.0000,25.0000,285.8389,10000,56.9411
Nivolumab,Histidine,6.0000,15.0000,25.0000,288.0470,10000,59.2140
Nivolumab,Histidine,6.0000,15.0000,25.0000,290.2550,10000,61.5777
Nivolumab,Histidine,6.0000,15.0000,25.0000,292.4631,10000,63.7603
Nivolumab,Histidine,6.0000,15.0000,25.0000,294.6711,10000,65.3917
Nivolumab,Histidine,6.0000,15.0000,25.0000,296.8792,10000,67.0042
Nivolumab,Histidine,6.0000,15.0000,25.0000,299.0872,10000,68.5514
Nivolumab,Histidine,6.0000,15.0000,25.0000,301.2953,10000,69.9657
Nivolumab,Histidine,6.0000,15.0000,25.0000,303.5034,10000,71.4180
Nivolumab,Histidine,6.0000,15.0000,25.0000,305.7114,10000,72.8616
Nivolumab,Histidine,6.0000,15.0000,25.0000,307.9195,10000,74.1316
Nivolumab,Histidine,6.0000,15.0000,25.0000,310.1275,10000,75.4253
Nivolumab,Histidine,6.0000,15.0000,25.0000,312.3356,10000,76.7607
Nivolumab,Histidine,6.0000,15.0000,25.0000,314.5436,10000,78.1265
Nivolumab,Histidine,6.0000,15.0000,25.0000,316.7517,10000,79.5185
Nivolumab,Histidine,6.0000,15.0000,25.0000,318.9597,10000,80.8426
Nivolumab,Histidine,6.0000,15.0000,25.0000,321.1678,10000,82.1163
Nivolumab,Histidine,6.0000,15.0000,25.0000,323.3758,10000,83.4111
Nivolumab,Histidine,6.0000,15.0000,25.0000,325.5839,10000,84.7275
Nivolumab,Histidine,6.0000,15.0000,25.0000,327.7919,10000,85.9545
Nivolumab,Histidine,6.0000,15.0000,25.0000,330.0000,10000,87.1558
Nivolumab,Histidine,6.0000,15.0000,25.0000,0.0000,100000,0.7040
Nivolumab,Histidine,6.0000,15.0000,25.0000,1.0000,100000,0.8573
Nivolumab,Histidine,6.0000,15.0000,25.0000,3.2081,100000,0.9469
Nivolumab,Histidine,6.0000,15.0000,25.0000,5.4161,100000,0.9912
Nivolumab,Histidine,6.0000,15.0000,25.0000,7.6242,100000,1.0160
Nivolumab,Histidine,6.0000,15.0000,25.0000,9.8322,100000,1.0367
Nivolumab,Histidine,6.0000,15.0000,25.0000,12.0403,100000,1.0539
Nivolumab,Histidine,6.0000,15.0000,25.0000,14.2483,100000,1.0657
Nivolumab,Histidine,6.0000,15.0000,25.0000,16.4564,100000,1.0766
Nivolumab,Histidine,6.0000,15.0000,25.0000,18.6644,100000,1.0870
Nivolumab,Histidine,6.0000,15.0000,25.0000,20.8725,100000,1.0974
Nivolumab,Histidine,6.0000,15.0000,25.0000,23.0805,100000,1.1089
Nivolumab,Histidine,6.0000,15.0000,25.0000,25.2886,100000,1.1214
Nivolumab,Histidine,6.0000,15.0000,25.0000,27.4966,100000,1.1327
Nivolumab,Histidine,6.0000,15.0000,25.0000,29.7047,100000,1.1464
Nivolumab,Histidine,6.0000,15.0000,25.0000,31.9128,100000,1.1632
Nivolumab,Histidine,6.0000,15.0000,25.0000,34.1208,100000,1.1816
Nivolumab,Histidine,6.0000,15.0000,25.0000,36.3289,100000,1.2021
Nivolumab,Histidine,6.0000,15.0000,25.0000,38.5369,100000,1.2222
Nivolumab,Histidine,6.0000,15.0000,25.0000,40.7450,100000,1.2429
Nivolumab,Histidine,6.0000,15.0000,25.0000,42.9530,100000,1.2615
Nivolumab,Histidine,6.0000,15.0000,25.0000,45.1611,100000,1.2859
Nivolumab,Histidine,6.0000,15.0000,25.0000,47.3691,100000,1.3107
Nivolumab,Histidine,6.0000,15.0000,25.0000,49.5772,100000,1.3358
Nivolumab,Histidine,6.0000,15.0000,25.0000,51.7852,100000,1.3807
Nivolumab,Histidine,6.0000,15.0000,25.0000,53.9933,100000,1.4280
Nivolumab,Histidine,6.0000,15.0000,25.0000,56.2013,100000,1.4776
Nivolumab,Histidine,6.0000,15.0000,25.0000,58.4094,100000,1.5305
Nivolumab,Histidine,6.0000,15.0000,25.0000,60.6174,100000,1.5860
Nivolumab,Histidine,6.0000,15.0000,25.0000,62.8255,100000,1.6411
Nivolumab,Histidine,6.0000,15.0000,25.0000,65.0336,100000,1.6958
Nivolumab,Histidine,6.0000,15.0000,25.0000,67.2416,100000,1.7523
Nivolumab,Histidine,6.0000,15.0000,25.0000,69.4497,100000,1.8103
Nivolumab,Histidine,6.0000,15.0000,25.0000,71.6577,100000,1.8697
Nivolumab,Histidine,6.0000,15.0000,25.0000,73.8658,100000,1.9293
Nivolumab,Histidine,6.0000,15.0000,25.0000,76.0738,100000,1.9831
Nivolumab,Histidine,6.0000,15.0000,25.0000,78.2819,100000,2.0296
Nivolumab,Histidine,6.0000,15.0000,25.0000,80.4899,100000,2.0695
Nivolumab,Histidine,6.0000,15.0000,25.0000,82.6980,100000,2.1064
Nivolumab,Histidine,6.0000,15.0000,25.0000,84.9060,100000,2.1423
Nivolumab,Histidine,6.0000,15.0000,25.0000,87.1141,100000,2.1598
Nivolumab,Histidine,6.0000,15.0000,25.0000,89.3221,100000,2.1789
Nivolumab,Histidine,6.0000,15.0000,25.0000,91.5302,100000,2.1951
Nivolumab,Histidine,6.0000,15.0000,25.0000,93.7383,100000,2.2115
Nivolumab,Histidine,6.0000,15.0000,25.0000,95.9463,100000,2.2304
Nivolumab,Histidine,6.0000,15.0000,25.0000,98.1544,100000,2.2528
Nivolumab,Histidine,6.0000,15.0000,25.0000,100.3624,100000,2.2770
Nivolumab,Histidine,6.0000,15.0000,25.0000,102.5705,100000,2.3122
Nivolumab,Histidine,6.0000,15.0000,25.0000,104.7785,100000,2.3523
Nivolumab,Histidine,6.0000,15.0000,25.0000,106.9866,100000,2.4072
Nivolumab,Histidine,6.0000,15.0000,25.0000,109.1946,100000,2.4471
Nivolumab,Histidine,6.0000,15.0000,25.0000,111.4027,100000,2.4809
Nivolumab,Histidine,6.0000,15.0000,25.0000,113.6107,100000,2.5019
Nivolumab,Histidine,6.0000,15.0000,25.0000,115.8188,100000,2.5491
Nivolumab,Histidine,6.0000,15.0000,25.0000,118.0268,100000,2.5978
Nivolumab,Histidine,6.0000,15.0000,25.0000,120.2349,100000,2.6080
Nivolumab,Histidine,6.0000,15.0000,25.0000,122.4430,100000,2.6449
Nivolumab,Histidine,6.0000,15.0000,25.0000,124.6510,100000,2.6772
Nivolumab,Histidine,6.0000,15.0000,25.0000,126.8591,100000,2.7033
Nivolumab,Histidine,6.0000,15.0000,25.0000,129.0671,100000,2.7486
Nivolumab,Histidine,6.0000,15.0000,25.0000,131.2752,100000,2.7939
Nivolumab,Histidine,6.0000,15.0000,25.0000,133.4832,100000,2.8100
Nivolumab,Histidine,6.0000,15.0000,25.0000,135.6913,100000,2.8180
Nivolumab,Histidine,6.0000,15.0000,25.0000,137.8993,100000,2.8199
Nivolumab,Histidine,6.0000,15.0000,25.0000,140.1074,100000,2.8364
Nivolumab,Histidine,6.0000,15.0000,25.0000,142.3154,100000,2.8593
Nivolumab,Histidine,6.0000,15.0000,25.0000,144.5235,100000,2.9131
Nivolumab,Histidine,6.0000,15.0000,25.0000,146.7315,100000,2.9813
Nivolumab,Histidine,6.0000,15.0000,25.0000,148.9396,100000,3.0452
Nivolumab,Histidine,6.0000,15.0000,25.0000,151.1477,100000,3.1265
Nivolumab,Histidine,6.0000,15.0000,25.0000,153.3557,100000,3.2144
Nivolumab,Histidine,6.0000,15.0000,25.0000,155.5638,100000,3.3297
Nivolumab,Histidine,6.0000,15.0000,25.0000,157.7718,100000,3.4591
Nivolumab,Histidine,6.0000,15.0000,25.0000,159.9799,100000,3.6197
Nivolumab,Histidine,6.0000,15.0000,25.0000,162.1879,100000,3.7836
Nivolumab,Histidine,6.0000,15.0000,25.0000,164.3960,100000,3.9658
Nivolumab,Histidine,6.0000,15.0000,25.0000,166.6040,100000,4.1119
Nivolumab,Histidine,6.0000,15.0000,25.0000,168.8121,100000,4.2697
Nivolumab,Histidine,6.0000,15.0000,25.0000,171.0201,100000,4.4438
Nivolumab,Histidine,6.0000,15.0000,25.0000,173.2282,100000,4.6243
Nivolumab,Histidine,6.0000,15.0000,25.0000,175.4362,100000,4.8341
Nivolumab,Histidine,6.0000,15.0000,25.0000,177.6443,100000,5.0529
Nivolumab,Histidine,6.0000,15.0000,25.0000,179.8523,100000,5.2160
Nivolumab,Histidine,6.0000,15.0000,25.0000,182.0604,100000,5.3779
Nivolumab,Histidine,6.0000,15.0000,25.0000,184.2685,100000,5.5460
Nivolumab,Histidine,6.0000,15.0000,25.0000,186.4765,100000,5.6801
Nivolumab,Histidine,6.0000,15.0000,25.0000,188.6846,100000,5.8210
Nivolumab,Histidine,6.0000,15.0000,25.0000,190.8926,100000,5.9534
Nivolumab,Histidine,6.0000,15.0000,25.0000,193.1007,100000,6.0867
Nivolumab,Histidine,6.0000,15.0000,25.0000,195.3087,100000,6.2200
Nivolumab,Histidine,6.0000,15.0000,25.0000,197.5168,100000,6.3694
Nivolumab,Histidine,6.0000,15.0000,25.0000,199.7248,100000,6.6058
Nivolumab,Histidine,6.0000,15.0000,25.0000,201.9329,100000,6.9606
Nivolumab,Histidine,6.0000,15.0000,25.0000,204.1409,100000,7.2729
Nivolumab,Histidine,6.0000,15.0000,25.0000,206.3490,100000,7.5436
Nivolumab,Histidine,6.0000,15.0000,25.0000,208.5570,100000,7.8156
Nivolumab,Histidine,6.0000,15.0000,25.0000,210.7651,100000,8.0750
Nivolumab,Histidine,6.0000,15.0000,25.0000,212.9732,100000,8.3053
Nivolumab,Histidine,6.0000,15.0000,25.0000,215.1812,100000,8.5397
Nivolumab,Histidine,6.0000,15.0000,25.0000,217.3893,100000,8.7813
Nivolumab,Histidine,6.0000,15.0000,25.0000,219.5973,100000,9.0318
Nivolumab,Histidine,6.0000,15.0000,25.0000,221.8054,100000,9.3449
Nivolumab,Histidine,6.0000,15.0000,25.0000,224.0134,100000,9.7369
Nivolumab,Histidine,6.0000,15.0000,25.0000,226.2215,100000,10.1647
Nivolumab,Histidine,6.0000,15.0000,25.0000,228.4295,100000,10.5750
Nivolumab,Histidine,6.0000,15.0000,25.0000,230.6376,100000,10.9042
Nivolumab,Histidine,6.0000,15.0000,25.0000,232.8456,100000,11.3111
Nivolumab,Histidine,6.0000,15.0000,25.0000,235.0537,100000,11.8163
Nivolumab,Histidine,6.0000,15.0000,25.0000,237.2617,100000,12.3871
Nivolumab,Histidine,6.0000,15.0000,25.0000,239.4698,100000,12.9877
Nivolumab,Histidine,6.0000,15.0000,25.0000,241.6779,100000,13.6197
Nivolumab,Histidine,6.0000,15.0000,25.0000,243.8859,100000,14.3548
Nivolumab,Histidine,6.0000,15.0000,25.0000,246.0940,100000,15.4320
Nivolumab,Histidine,6.0000,15.0000,25.0000,248.3020,100000,16.6555
Nivolumab,Histidine,6.0000,15.0000,25.0000,250.5101,100000,17.8722
Nivolumab,Histidine,6.0000,15.0000,25.0000,252.7181,100000,19.1887
Nivolumab,Histidine,6.0000,15.0000,25.0000,254.9262,100000,20.6088
Nivolumab,Histidine,6.0000,15.0000,25.0000,257.1342,100000,22.0711
Nivolumab,Histidine,6.0000,15.0000,25.0000,259.3423,100000,23.6192
Nivolumab,Histidine,6.0000,15.0000,25.0000,261.5503,100000,25.2011
Nivolumab,Histidine,6.0000,15.0000,25.0000,263.7584,100000,26.8295
Nivolumab,Histidine,6.0000,15.0000,25.0000,265.9664,100000,28.5723
Nivolumab,Histidine,6.0000,15.0000,25.0000,268.1745,100000,30.4420
Nivolumab,Histidine,6.0000,15.0000,25.0000,270.3826,100000,32.4693
Nivolumab,Histidine,6.0000,15.0000,25.0000,272.5906,100000,34.6209
Nivolumab,Histidine,6.0000,15.0000,25.0000,274.7987,100000,36.8547
Nivolumab,Histidine,6.0000,15.0000,25.0000,277.0067,100000,39.2337
Nivolumab,Histidine,6.0000,15.0000,25.0000,279.2148,100000,41.7757
Nivolumab,Histidine,6.0000,15.0000,25.0000,281.4228,100000,44.4923
Nivolumab,Histidine,6.0000,15.0000,25.0000,283.6309,100000,47.3950
Nivolumab,Histidine,6.0000,15.0000,25.0000,285.8389,100000,50.2898
Nivolumab,Histidine,6.0000,15.0000,25.0000,288.0470,100000,53.2867
Nivolumab,Histidine,6.0000,15.0000,25.0000,290.2550,100000,55.7846
Nivolumab,Histidine,6.0000,15.0000,25.0000,292.4631,100000,58.3140
Nivolumab,Histidine,6.0000,15.0000,25.0000,294.6711,100000,60.7802
Nivolumab,Histidine,6.0000,15.0000,25.0000,296.8792,100000,63.3591
Nivolumab,Histidine,6.0000,15.0000,25.0000,299.0872,100000,65.4259
Nivolumab,Histidine,6.0000,15.0000,25.0000,301.2953,100000,67.4772
Nivolumab,Histidine,6.0000,15.0000,25.0000,303.5034,100000,69.5643
Nivolumab,Histidine,6.0000,15.0000,25.0000,305.7114,100000,70.9915
Nivolumab,Histidine,6.0000,15.0000,25.0000,307.9195,100000,72.3343
Nivolumab,Histidine,6.0000,15.0000,25.0000,310.1275,100000,73.6551
Nivolumab,Histidine,6.0000,15.0000,25.0000,312.3356,100000,75.0024
Nivolumab,Histidine,6.0000,15.0000,25.0000,314.5436,100000,76.3877
Nivolumab,Histidine,6.0000,15.0000,25.0000,316.7517,100000,77.6586
Nivolumab,Histidine,6.0000,15.0000,25.0000,318.9597,100000,78.8841
Nivolumab,Histidine,6.0000,15.0000,25.0000,321.1678,100000,80.1217
Nivolumab,Histidine,6.0000,15.0000,25.0000,323.3758,100000,81.3741
Nivolumab,Histidine,6.0000,15.0000,25.0000,325.5839,100000,82.6473
Nivolumab,Histidine,6.0000,15.0000,25.0000,327.7919,100000,83.9415
Nivolumab,Histidine,6.0000,15.0000,25.0000,330.0000,100000,85.2513
Nivolumab,Histidine,6.0000,15.0000,25.0000,0.0000,15000000,0.6702
Nivolumab,Histidine,6.0000,15.0000,25.0000,1.0000,15000000,0.8112
Nivolumab,Histidine,6.0000,15.0000,25.0000,3.2081,15000000,0.8875
Nivolumab,Histidine,6.0000,15.0000,25.0000,5.4161,15000000,0.9152
Nivolumab,Histidine,6.0000,15.0000,25.0000,7.6242,15000000,0.9346
Nivolumab,Histidine,6.0000,15.0000,25.0000,9.8322,15000000,0.9513
Nivolumab,Histidine,6.0000,15.0000,25.0000,12.0403,15000000,0.9642
Nivolumab,Histidine,6.0000,15.0000,25.0000,14.2483,15000000,0.9744
Nivolumab,Histidine,6.0000,15.0000,25.0000,16.4564,15000000,0.9866
Nivolumab,Histidine,6.0000,15.0000,25.0000,18.6644,15000000,0.9965
Nivolumab,Histidine,6.0000,15.0000,25.0000,20.8725,15000000,1.0060
Nivolumab,Histidine,6.0000,15.0000,25.0000,23.0805,15000000,1.0175
Nivolumab,Histidine,6.0000,15.0000,25.0000,25.2886,15000000,1.0301
Nivolumab,Histidine,6.0000,15.0000,25.0000,27.4966,15000000,1.0398
Nivolumab,Histidine,6.0000,15.0000,25.0000,29.7047,15000000,1.0467
Nivolumab,Histidine,6.0000,15.0000,25.0000,31.9128,15000000,1.0535
Nivolumab,Histidine,6.0000,15.0000,25.0000,34.1208,15000000,1.0630
Nivolumab,Histidine,6.0000,15.0000,25.0000,36.3289,15000000,1.0756
Nivolumab,Histidine,6.0000,15.0000,25.0000,38.5369,15000000,1.0887
Nivolumab,Histidine,6.0000,15.0000,25.0000,40.7450,15000000,1.1019
Nivolumab,Histidine,6.0000,15.0000,25.0000,42.9530,15000000,1.1150
Nivolumab,Histidine,6.0000,15.0000,25.0000,45.1611,15000000,1.1259
Nivolumab,Histidine,6.0000,15.0000,25.0000,47.3691,15000000,1.1400
Nivolumab,Histidine,6.0000,15.0000,25.0000,49.5772,15000000,1.1596
Nivolumab,Histidine,6.0000,15.0000,25.0000,51.7852,15000000,1.1908
Nivolumab,Histidine,6.0000,15.0000,25.0000,53.9933,15000000,1.2226
Nivolumab,Histidine,6.0000,15.0000,25.0000,56.2013,15000000,1.2549
Nivolumab,Histidine,6.0000,15.0000,25.0000,58.4094,15000000,1.2908
Nivolumab,Histidine,6.0000,15.0000,25.0000,60.6174,15000000,1.3279
Nivolumab,Histidine,6.0000,15.0000,25.0000,62.8255,15000000,1.3658
Nivolumab,Histidine,6.0000,15.0000,25.0000,65.0336,15000000,1.4032
