ID,Protein_type,Protein_class_type,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,
F343,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,15,none,0,none,0,none,0,Arginine,20,8.45,8.45,8.45,7.8,5,
F344,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,15,none,0,none,0,none,0,Arginine,60,7.16,7.16,7.16,7.5,4.75,
F345,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,15,none,0,none,0,none,0,Arginine,120,5.8,5.8,5.8,5.7,4,
F346,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,15,none,0,none,0,none,0,Proline,25,9.3,8.7,7.4,7.1,6.1,
F347,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,15,none,0,none,0,none,0,Proline,75,12,10.5,9,7.4,5,
F348,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,15,none,0,none,0,none,0,Proline,150,9.2,9.2,8,7.2,5,
F349,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,none,0,none,0,none,0,3.6,3.6,3.6,3.6,2.4,
F350,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,none,0,none,0,Arginine,25,2.59,2.59,2.59,2.59,2.59,
F351,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,none,0,none,0,Arginine,50,3,3,3,3,3,
F352,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,none,0,none,0,Arginine,75,5.8,4.75,4.75,4.7,3.66,
F353,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,none,0,none,0,Arginine,100,2.1,2.1,2.1,2.1,1.95,
F354,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,none,0,none,0,Arginine,150,2.72,2.72,2.72,2.72,2.72,
F355,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,none,0,none,0,Arginine,200,1.86,1.86,1.86,1.86,1.86,
F356,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,50,none,0,none,0,none,0,none,0,2.5,2.5,2.5,2.5,2.5,
F357,poly-hIgG,polyclonal,150,7.6,1,75,25,Histidine,6,15,none,0,none,0,none,0,Lysiene,25,1.5,1.5,1.22,1.22,1.22,
F358,poly-hIgG,polyclonal,150,7.6,1,75,25,Histidine,6,15,none,0,none,0,none,0,Lysiene,75,1.28,1.28,1.28,1.28,1.28,
F359,poly-hIgG,polyclonal,150,7.6,1,75,25,Histidine,6,15,none,0,none,0,none,0,Lysiene,150,1.52,1.52,1.52,1.52,1.52,
F360,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,15,none,0,none,0,none,0,Lysiene,25,5,5,4,3.8,2.26,
F361,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,15,none,0,none,0,none,0,Lysiene,75,4.57,4.57,4.57,4.57,2.83,
F362,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,15,none,0,none,0,none,0,Lysiene,150,5.97,5.97,5.97,5.97,5,
F363,poly-hIgG,polyclonal,150,7.6,1,75,25,Histidine,6,50,none,0,none,0,none,0,none,0,2.1,2.1,2.1,1.6,1.1,
F364,poly-hIgG,polyclonal,150,7.6,1,75,25,Histidine,6,75,none,0,none,0,none,0,none,0,1.89,1.89,1.89,1.8,1.1,
F365,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,50,none,0,none,0,none,0,none,0,6.95,6.95,6.95,6.95,3.2,
F366,poly-hIgG,polyclonal,150,7.6,1,175,25,Histidine,6,75,none,0,none,0,none,0,none,0,4.55,4.55,4.55,4.55,3.3,
F367,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,Sucrose,0.2,none,0,none,0,4,2.8,2.3,2.3,2.3,
F368,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,Sucrose,0.4,none,0,none,0,4.3,4,3.7,3.3,2.68,
F369,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,Sucrose,0.6,none,0,none,0,3.46,3.46,3.46,3.46,2.05,
F370,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,Sucrose,0.2,tween-80,0.05,none,0,3,2,1.91,1.91,1.8,
F371,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,Sucrose,0.2,tween-80,0.1,none,0,4.8,3.75,3.7,3.4,2.17,
F372,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,Sucrose,0.5,none,0,none,0,5.5,3.6,3.1,3,2.35,
F373,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,Sucrose,0.2,none,0,Arginine,25,5,3.5,3.3,3.1,2.07,
F374,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,Sucrose,0.2,none,0,Arginine,50,2.77,2.77,2.77,2.77,1,
F375,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,25,none,0,Sucrose,0.2,none,0,Arginine,75,3.8,3.5,3.1,3,1.7,
F376,poly-hIgG,polyclonal,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Arginine,20,1.74,1.74,1.74,1.74,1.74,
F377,poly-hIgG,polyclonal,150,7.6,1,75,25,Acetate,5,20,none,0,Sucrose,0.2,none,0,Arginine,60,2.4,2.4,2.4,2.4,2.4,
F378,poly-hIgG,polyclonal,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Arginine,60,1.5,1.5,1.5,1.5,1.5,
F379,poly-hIgG,polyclonal,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Proline,25,1.57,1.57,1.57,1.57,1.57,
F380,poly-hIgG,polyclonal,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Proline,75,1.8,1.8,1.8,1.8,1.8,
F381,poly-hIgG,polyclonal,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Proline,150,2.5,2,1.6,1.6,1.6,
F382,poly-hIgG,polyclonal,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,Arginine,20,8.82,8.82,8.82,8.82,4,
F383,poly-hIgG,polyclonal,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,Arginine,60,7.55,7.55,7.55,7.55,4.4,
F384,poly-hIgG,polyclonal,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,Arginine,120,7.27,7.27,7.27,7.2,5.5,
F385,poly-hIgG,polyclonal,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,Proline,25,8.76,8.76,8.76,8.6,5.11,
F386,poly-hIgG,polyclonal,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,Proline,75,6.65,6.65,6.3,6,2.67,
F387,poly-hIgG,polyclonal,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,Proline,150,10.5,10.5,10.5,10,6.6,
F388,poly-hIgG,polyclonal,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Lysiene,25,1.78,1.78,1.78,1.78,1.78,
F389,poly-hIgG,polyclonal,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Lysiene,75,1.68,1.68,1.68,1.68,1.68,
F390,poly-hIgG,polyclonal,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Lysiene,150,1.57,1.57,1.57,1.57,1.57,
F391,poly-hIgG,polyclonal,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,Lysiene,25,4.19,4.19,4.19,4.1,2.9,
F392,poly-hIgG,polyclonal,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,Lysiene,75,6.02,6.02,6.02,5.8,3.64,
F393,poly-hIgG,polyclonal,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,Lysiene,150,5.24,5.24,4.75,4.7,3.75,
F394,poly-hIgG,polyclonal,150,7.6,1,125,25,Acetate,5,50,none,0,none,0,none,0,none,0,5.3,4.9,4.45,4.4,3.04,
F395,poly-hIgG,polyclonal,150,7.6,1,125,25,Acetate,5,80,none,0,none,0,none,0,none,0,3.27,3.27,3.27,3,2.25,
F396,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,50,none,0,none,0,none,0,none,0,4.5,3.5,3.5,3.5,3.5,
F397,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,75,none,0,none,0,none,0,none,0,3.7,3.06,3,3,3,
F398,poly-hIgG,polyclonal,150,7.6,1,125,25,Histidine,6,97,none,0,none,0,none,0,none,0,2.65,2.65,2.65,2.65,1.8,
F399,Belatacept,Fc-Fusion,90,5.6,0.5,70,25,Histidine,6,15,none,0,none,0,none,0,none,0,3.94,3.94,3.94,3.6,1.8,
F400,Belatacept,Fc-Fusion,90,5.6,0.5,55,25,Histidine,6,15,none,0,none,0,none,0,none,0,2.3,2.3,2.3,2.3,2.11,
F401,Belatacept,Fc-Fusion,90,5.6,0.5,55,25,Histidine,6,30,none,0,none,0,none,0,none,0,2.05,2.05,2.05,2.05,2.05,
F402,Belatacept,Fc-Fusion,90,5.6,0.5,55,25,Histidine,6,15,none,0,Sucrose,0.3,none,0,Arginine,25,3,2.35,2.35,1.8,1.1,
F403,Belatacept,Fc-Fusion,90,5.6,0.5,55,25,Histidine,6,15,none,0,Sucrose,0.3,none,0,none,0,2.19,2.19,2.19,2.19,2.19,
F404,Belatacept,Fc-Fusion,90,5.6,0.5,20,25,Histidine,6,15,none,0,none,0,none,0,none,0,1.67,1.67,1.19,1.19,1.19,
F405,Belatacept,Fc-Fusion,90,5.6,0.5,70,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,2.9,2.55,2.55,2.55,2.1,
F406,Belatacept,Fc-Fusion,90,5.6,0.5,70,25,PBS,7.4,10,NaCl,140,Sucrose,0.2,none,0,none,0,3.39,3.39,3.39,3,2.1,
F407,Belatacept,Fc-Fusion,90,5.6,0.5,70,25,PBS,7.4,10,NaCl,140,none,0,none,0,Arginine,25,2.25,2.25,2.25,2.25,2.25,
F408,Belatacept,Fc-Fusion,90,5.6,0.5,70,25,PBS,7.4,10,NaCl,140,none,0,none,0,Proline,25,2.89,2.89,2.89,2.89,2.56,
F409,Belatacept,Fc-Fusion,90,5.6,0.5,35,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.3,1.3,1.3,1.3,
F410,Etanercept,Fc-Fusion,150,7.9,0.6,55,25,Acetate,5,20,none,0,none,0,none,0,none,0,4.6,4.6,3.3,3.3,1.75,
F411,Etanercept,Fc-Fusion,150,7.9,0.6,55,25,Acetate,5,20,none,0,Sucrose,0.25,none,0,none,0,5.34,5.34,5.34,5,2.8,
F412,Etanercept,Fc-Fusion,150,7.9,0.6,55,25,Acetate,5,20,NaCl,140,none,0,none,0,none,0,4.28,4.28,4.04,4.04,2.42,
F413,Etanercept,Fc-Fusion,150,7.9,0.6,20,25,Acetate,5,20,none,0,none,0,none,0,Arginine,25,1.55,1.55,1.55,1.55,1.55,
F414,Etanercept,Fc-Fusion,150,7.9,0.6,20,25,Acetate,5,20,none,0,Sucrose,0.25,none,0,Arginine,25,1.98,1.98,1.98,1.98,1.98,
F415,Etanercept,Fc-Fusion,150,7.9,0.6,20,25,Acetate,5,20,none,0,none,0,none,0,none,0,1.65,1.65,1.65,1.65,1.6,
F416,Etanercept,Fc-Fusion,150,7.9,0.6,20,25,Acetate,5,20,none,0,Sucrose,0.25,tween-80,0.05,Arginine,25,2.12,2.12,2.12,2.12,2.12,
F417,Etanercept,Fc-Fusion,150,7.9,0.6,55,25,PBS,7.4,10,NaCl,140,Sucrose,0.2,none,0,none,0,5.7,5.7,5.7,5.7,2.4,
F418,Etanercept,Fc-Fusion,150,7.9,0.6,55,25,PBS,7.4,10,NaCl,140,none,0,none,0,Arginine,25,6.8,6.8,6,6,3,
F419,Etanercept,Fc-Fusion,150,7.9,0.6,55,25,PBS,7.4,10,NaCl,140,Sucrose,0.2,none,0,Arginine,25,7.67,7.67,7.67,7,2.2,
F420,Etanercept,Fc-Fusion,150,7.9,0.6,20,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.52,1.52,1.52,1.52,1.52,
F421,Etanercept,Fc-Fusion,150,7.9,0.6,20,25,PBS,7.4,10,NaCl,140,none,0,tween-80,0.05,none,0,1.66,1.66,1.66,1.66,1, 
