ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,Charge,ProtPi PI,
201,none,None,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,none,0,0,0,2.27,2.27,2.27,2.27,2.27,,,
202,none,None,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,none,0,0,0,1.97,1.97,1.97,1.97,1.97,,,
203,none,None,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,none,0,0,0,1.47,1.47,1.47,1.47,1.47,,,
204,none,None,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-20,0.1,none,0,0,0,1.27,1.27,1.27,1.27,1.27,,,
205,none,None,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,none,0,0,0,3.87,3.87,3.87,3.87,3.87,,,
206,none,None,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,none,0,0,0,4.48,4.48,4.48,4.48,4.48,,,
207,none,None,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,none,0,0,0,2.9,2.9,2.9,2.9,2.9,,,
208,none,None,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,1,tween-80,0.1,none,0,0,0,2.51,2.51,2.51,2.51,2.51,,,
209,none,None,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0,0,0,3.13,3.13,3.13,3.13,3.13,,,
210,none,None,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0,0,0,2.7,2.7,2.7,2.7,2.7,,,
211,none,None,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0,0,0,2.03,2.03,2.03,2.03,2.03,,,
212,none,None,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0,0,0,2.7,2.7,2.7,2.7,2.7,,,
213,none,None,0,0,0,0,0,15,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,0,0,2.32,2.32,2.32,2.32,2.32,,,
214,none,None,0,0,0,0,0,20,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,0,0,2.02,2.02,2.02,2.02,2.02,,,
215,none,None,0,0,0,0,0,30,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,0,0,1.52,1.52,1.52,1.52,1.52,,,
216,none,None,0,0,0,0,0,35,PBS,7.4,10,NaCl,140,Sucrose,0.5,tween-80,0.1,none,0,0,0,1.32,1.32,1.32,1.32,1.32,,,
443,none,None,0,0,0,0,0,25,Histidine,6,15,none,0,none,0,none,0,none,0,0,0,1,1,1,1,1,,,
217,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,193,27.5,Acetate,5.4,40,none,0,none,0,none,0,none,0,1.3,1.1,13.68,9.97,9.31,6.19,4,29.902,7.611,
224,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,50,27.5,Acetate,5.1,27,none,0,Sucrose,0.1,tween-80,0.1,none,0,1.3,1.1,1.99,1.99,1.99,1.68,1.2,39.861,7.611,
225,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,100,27.5,Acetate,5.3,32,none,0,none,0,none,0,none,0,1.3,1.1,3.16,3.16,2.3,2.1,1.43,32.856,7.611,
226,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,27.5,Acetate,5.2,29,none,0,Sucrose,0.5,tween-80,0.1,none,0,1.3,1.1,3.91,3.8,3.22,2.69,2,36.154,7.611,
227,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,100,27.5,Acetate,5.3,32,NaCl,140,none,0,none,0,none,0,1.3,1.1,7.59,4.14,2.99,2.31,1.3,32.856,7.611,
228,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,60,27.5,Acetate,5.1,27,none,0,Sucrose,0.25,tween-80,0.05,none,0,1.3,1.1,2.88,2.88,2.3,1.79,1.4,39.861,7.611,
422,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,74,25,Histidine,6.1,13.7,none,0,none,0,none,0,none,0,1.3,1.1,5.63,5,4.75,4.14,2,14.441,7.611,
423,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,150,25,Histidine,6.2,11.7,none,0,none,0,none,0,none,0,1.3,1.1,24.5,20.08,17.57,13.97,8.3,12.675,7.611,
424,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12.7,none,0,none,0,none,0,none,0,1.3,1.1,26.42,19.7,15.54,10.58,2.2,12.675,7.611,
425,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,214,25,Histidine,6.3,11.2,none,0,none,0,none,0,none,0,1.3,1.1,38.1,38.1,38.1,35.05,14,11.021,7.611,
426,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,49,25,Histidine,6.1,13.9,none,0,none,0,none,0,none,0,1.3,1.1,1.63,1.63,1.5,1.5,1.5,14.441,7.611,
427,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,none,0,none,0,none,0,1.3,1.1,5.75,5.63,5.13,4.14,2.5,14.441,7.611,
428,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,NaCl,140,none,0,none,0,none,0,1.3,1.1,4.25,3.38,2.88,2.19,1.1,14.441,7.611,
429,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,Sucrose,0.4,none,0,none,0,1.3,1.1,6.75,5,4.38,3.45,1.9,14.441,7.611,
430,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,none,0,tween-80,0.05,none,0,1.3,1.1,5,4,3.5,2.76,1.6,14.441,7.611,
431,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,NaCl,140,Sucrose,0.4,none,0,none,0,1.3,1.1,3.75,3.25,3,2.65,2.3,14.441,7.611,
432,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,99,25,Histidine,6.1,12.8,none,0,none,0,none,0,Arginine,250,1.3,1.1,6.63,6.25,6.25,5.75,5.2,14.441,7.611,
433,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,NaCl,140,Sucrose,0.4,none,0,Arginine,250,1.3,1.1,7.25,6.25,5.63,4.72,3.2,14.441,7.611,
434,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,Sucrose,0.4,none,0,Proline,75,1.3,1.1,6.38,5.13,4.5,3.68,2.2,14.441,7.611,
435,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,Sucrose,0.4,none,0,Proline,250,1.3,1.1,4.63,3.5,3,2.3,1.9,14.441,7.611,
436,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,NaCl,140,Sucrose,0.4,none,0,Proline,250,1.3,1.1,7,5.5,4.63,3.57,2,14.441,7.611,
437,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,99,25,Histidine,6,12.8,NaCl,140,Sucrose,0.4,none,0,Proline,250,1.3,1.1,5.13,4,3.5,2.88,2,16.308,7.611,
438,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,none,0,Sucrose,0.4,tween-80,0.05,none,0,1.3,1.1,7.09,6.36,6,5.07,3.8,12.675,7.611,
439,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,NaCl,140,none,0,none,0,none,0,1.3,1.1,7.58,6.73,5.87,4.73,2.8,12.675,7.611,
440,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,none,0,none,0,none,0,Arginine,25,1.3,1.1,9.3,7.34,6.12,4.73,2.4,12.675,7.611,
441,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,none,0,none,0,none,0,Arginine,100,1.3,1.1,5.87,5.51,5.14,4.5,3.6,12.675,7.611,
442,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,NaCl,140,none,0,none,0,Arginine,100,1.3,1.1,6.73,5.87,5.51,4.73,3.7,12.675,7.611,
1,poly-hIgG,Polyclonal,3,150,7.6,1,145,27.5,PBS,7.4,10,NaCl,140,Sucrose,1,none,0,none,0,0.9,0.9,13.85,12.75,10.86,8.9,6.92,-2.167,7.004,"Recall, we used AI to generate a dummy sequence where the relative abundance is represented.  Unfortunately, this may not yield the same sequence or relative abundance (given as a range) each time.  This is what I generated this time.  If we don't like it, we can change it.  This is especially true around 7.4, where pI above will generate positive charge and below, negative."
3,poly-hIgG,Polyclonal,3,150,7.6,1,140,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,4.47,4.47,4.47,3.57,2.41,-2.167,7.004,
5,poly-hIgG,Polyclonal,3,150,7.6,1,142,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,8.04,8.04,8.04,6.61,4.6,-2.167,7.004,
6,poly-hIgG,Polyclonal,3,150,7.6,1,70,27.5,PBS,7.4,10,NaCl,140,Sucrose,1,none,0,none,0,0.9,0.9,8.84,8.84,8.84,6.93,4.16,-2.167,7.004,
7,poly-hIgG,Polyclonal,3,150,7.6,1,93,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.44,2.44,2.44,2.23,2,-2.167,7.004,
8,poly-hIgG,Polyclonal,3,150,7.6,1,47,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.84,1.84,1.84,1.68,1.2,-2.167,7.004,
9,poly-hIgG,Polyclonal,3,150,7.6,1,140,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,5.97,5.19,5.19,4.49,3.26,-2.167,7.004,
10,poly-hIgG,Polyclonal,3,150,7.6,1,52,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.75,none,0,none,0,0.9,0.9,3.57,3.57,3.34,2.89,2.58,-2.167,7.004,
11,poly-hIgG,Polyclonal,3,150,7.6,1,145,27.5,PBS,7.4,10,NaCl,140,Sucrose,1,none,0,none,0,0.9,0.9,14.18,13.96,13.96,11.13,6.92,-2.167,7.004,
12,poly-hIgG,Polyclonal,3,150,7.6,1,137,27.5,PBS,7.4,10,NaCl,140,none,0,tween-20,0.1,none,0,0.9,0.9,4.04,4.04,4.04,3.07,2.25,-2.167,7.004,
13,poly-hIgG,Polyclonal,3,150,7.6,1,142,27.5,PBS,7.4,10,NaCl,140,Sucrose,1,tween-20,0.1,none,0,0.9,0.9,16.7,16.7,16.7,14.23,13,-2.167,7.004,
19,poly-hIgG,Polyclonal,3,150,7.6,1,260,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,22.12,19.76,17.88,12.03,6.5,-2.167,7.004,
20,poly-hIgG,Polyclonal,3,150,7.6,1,240,27.5,PBS,7.4,10,NaCl,140,Sucrose,1,none,0,none,0,0.9,0.9,64.36,47.35,31.89,24.71,18,-2.167,7.004,
23,poly-hIgG,Polyclonal,3,150,7.6,1,38.3,27.5,PBS,7.4,10,NaCl,140,none,0,tween-20,0.21,none,0,0.9,0.9,1.32,1.32,1.32,1.21,1.15,-2.167,7.004,
24,poly-hIgG,Polyclonal,3,150,7.6,1,124,27.5,PBS,7.4,10,NaCl,140,none,0,tween-20,0.09,none,0,0.9,0.9,2.98,2.98,2.98,2.72,2.6,-2.167,7.004,
25,poly-hIgG,Polyclonal,3,150,7.6,1,189,27.5,PBS,7.4,10,NaCl,140,none,0,tween-20,0.05,none,0,0.9,0.9,8.3,8.3,8.3,6.16,4.17,-2.167,7.004,
26,poly-hIgG,Polyclonal,3,150,7.6,1,95,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.46,none,0,none,0,0.9,0.9,4.37,3.85,3.85,3.15,2.24,-2.167,7.004,
27,poly-hIgG,Polyclonal,3,150,7.6,1,164,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.3,tween-20,0.1,none,0,0.9,0.9,7.32,6.46,6.24,4.82,4,-2.167,7.004,
53,poly-hIgG,Polyclonal,3,150,7.6,1,86.4,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.003,none,0,0.9,0.9,2.53,2.53,2.53,2.1,1.75,-2.167,7.004,
54,poly-hIgG,Polyclonal,3,150,7.6,1,141,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.1067,none,0,0.9,0.9,5.69,3.51,3.46,3.1,2.75,-2.167,7.004,
55,poly-hIgG,Polyclonal,3,150,7.6,1,75,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.28,tween-20,0.228,none,0,0.9,0.9,2.88,2.51,2.3,2,1.73,-2.167,7.004,
58,poly-hIgG,Polyclonal,3,150,7.6,1,51.7,27.5,Histidine,6,100,NaCl,140,Sucrose,1.01,none,0,none,0,0.9,0.9,6.33,6.33,6.33,5.78,5.5,13.941,7.004,
59,poly-hIgG,Polyclonal,3,150,7.6,1,118.7,27.5,Histidine,6,100,NaCl,140,Sucrose,0.53,none,0,none,0,0.9,0.9,6.33,5.18,5.06,4.41,3.88,13.941,7.004,
84,poly-hIgG,Polyclonal,3,150,7.6,1,166,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,17.81,17.81,17.81,15.6,9.3,-2.167,7.004,
87,poly-hIgG,Polyclonal,3,150,7.6,1,72,27.5,PBS,7.4,10,NaCl,140,Trehalose,1,none,0,none,0,0.9,0.9,5.87,5.06,5.06,5.06,4.4,-2.167,7.004,
90,poly-hIgG,Polyclonal,3,150,7.6,1,68,27.5,PBS,7.4,10,NaCl,140,Trehalose,0.447,none,0,none,0,0.9,0.9,3.45,2.88,2.71,2.71,2.7,-2.167,7.004,
96,poly-hIgG,Polyclonal,3,150,7.6,1,144,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,6.11,5.77,5.77,5.09,3.7,13.941,7.004,
97,poly-hIgG,Polyclonal,3,150,7.6,1,94,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.86,2.86,2.86,2.6,1.68,13.941,7.004,
98,poly-hIgG,Polyclonal,3,150,7.6,1,66,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.61,1.61,1.61,1.61,1.6,13.941,7.004,
99,poly-hIgG,Polyclonal,3,150,7.6,1,45,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.32,1.32,1.32,1.32,1.3,13.941,7.004,
100,poly-hIgG,Polyclonal,3,150,7.6,1,165,27.5,Histidine,6,100,NaCl,140,none,0,none,0,none,0,0.9,0.9,6.88,6.88,6.88,6.17,4.18,13.941,7.004,
105,poly-hIgG,Polyclonal,3,150,7.6,1,135,27.5,Histidine,6,100,NaCl,140,none,0,tween-20,0.2,none,0,0.9,0.9,3.59,3.59,3.59,3.19,2.96,13.941,7.004,
106,poly-hIgG,Polyclonal,3,150,7.6,1,174,27.5,Histidine,6,100,NaCl,140,none,0,tween-80,0.1,none,0,0.9,0.9,6.35,6.35,6.35,5.1,4.82,13.941,7.004,
107,poly-hIgG,Polyclonal,3,150,7.6,1,89,27.5,Histidine,6,100,NaCl,140,Sucrose,0.5,tween-20,0.05,none,0,0.9,0.9,3.94,3.97,3.99,4,3.64,13.941,7.004,
108,poly-hIgG,Polyclonal,3,150,7.6,1,63,27.5,Histidine,6,100,NaCl,140,Sucrose,1,tween-80,0.15,none,0,0.9,0.9,6.24,6.24,6.24,6.24,5.43,13.941,7.004,
109,poly-hIgG,Polyclonal,3,150,7.6,1,202,27.5,Histidine,6,100,NaCl,140,none,0,tween-20,0.02,none,0,0.9,0.9,11.14,10.9,10.9,7.55,5.04,13.941,7.004,
110,poly-hIgG,Polyclonal,3,150,7.6,1,202,27.5,Histidine,6,100,NaCl,140,none,0,tween-80,0.02,none,0,0.9,0.9,10.33,9.11,9.11,6.93,6.33,13.941,7.004,
111,poly-hIgG,Polyclonal,3,150,7.6,1,211,27.5,PBS,7.4,10,NaCl,140,none,0,tween-20,0.02,none,0,0.9,0.9,11.97,11.17,9.87,6.92,6,-2.167,7.004,
112,poly-hIgG,Polyclonal,3,150,7.6,1,211,27.5,PBS,7.4,10,NaCl,140,none,0,tween-80,0.02,none,0,0.9,0.9,11.08,11.08,11.08,6.75,6,-2.167,7.004,
125,poly-hIgG,Polyclonal,3,150,7.6,1,213,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,11.77,10.88,9.61,5.7,4.35,41.809,7.004,
126,poly-hIgG,Polyclonal,3,150,7.6,1,63,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.84,1.84,1.84,1.84,1.8,41.809,7.004,
127,poly-hIgG,Polyclonal,3,150,7.6,1,101,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,2.44,2.44,2.44,2.35,2.2,41.809,7.004,
128,poly-hIgG,Polyclonal,3,150,7.6,1,167,27.5,Acetate,5,20,NaCl,140,none,0,none,0,none,0,0.9,0.9,4.28,4.28,4.28,3.27,2.77,41.809,7.004,
135,poly-hIgG,Polyclonal,3,150,7.6,1,171,27.5,Acetate,5,20,NaCl,140,Sucrose,0.488,none,0,none,0,0.9,0.9,10.16,9.36,8.76,6.06,4.17,41.809,7.004,
136,poly-hIgG,Polyclonal,3,150,7.6,1,111,27.5,Acetate,5,20,NaCl,140,Sucrose,0.986,none,0,none,0,0.9,0.9,11.02,10.11,9.19,6.88,5.75,41.809,7.004,
147,poly-hIgG,Polyclonal,3,150,7.6,1,202,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,8.14,8.14,8.14,5.2,3.4,41.809,7.004,
148,poly-hIgG,Polyclonal,3,150,7.6,1,158,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,4.34,4.34,4.34,3.56,3.4,41.809,7.004,
149,poly-hIgG,Polyclonal,3,150,7.6,1,95,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,2.71,2.71,2.71,2.39,2.28,41.809,7.004,
150,poly-hIgG,Polyclonal,3,150,7.6,1,60,27.5,Acetate,5,20,NaCl,140,Sucrose,0.1,none,0,none,0,0.9,0.9,1.47,1.47,1.47,1.47,1.4,41.809,7.004,
151,poly-hIgG,Polyclonal,3,150,7.6,1,220,27.5,Histidine,6.3,11,none,0,none,0,none,0,none,0,0.9,0.9,12.69,10.47,10.47,8.69,4,8.319,7.004,
152,poly-hIgG,Polyclonal,3,150,7.6,1,194,27.5,Acetate,5.2,31,none,0,none,0,none,0,none,0,0.9,0.9,12.88,12.88,12.88,11.29,3.5,34.099,7.004,
153,poly-hIgG,Polyclonal,3,150,7.6,1,209,27.5,Acetate,5.2,31,none,0,none,0,none,0,none,0,0.9,0.9,13.71,13.71,13.71,11.05,3.81,34.099,7.004,
154,poly-hIgG,Polyclonal,3,150,7.6,1,134,27.5,Acetate,5.2,27,none,0,none,0,none,0,none,0,0.9,0.9,6.66,6.66,6.3,5.34,2.21,34.099,7.004,
155,poly-hIgG,Polyclonal,3,150,7.6,1,175,27.5,Histidine,6.2,12,none,0,none,0,none,0,none,0,0.9,0.9,6.26,5.84,5.84,5.02,3.3,10.081,7.004,
156,poly-hIgG,Polyclonal,3,150,7.6,1,157,27.5,Acetate,5.2,28,none,0,none,0,none,0,none,0,0.9,0.9,6.31,6.31,6.31,5.76,2.6,34.099,7.004,
157,poly-hIgG,Polyclonal,3,150,7.6,1,163,27.5,Histidine,6.2,12,NaCl,32,none,0,none,0,none,0,0.9,0.9,8.61,6.89,6.89,5.97,2.5,10.081,7.004,
158,poly-hIgG,Polyclonal,3,150,7.6,1,150,27.5,Acetate,5.2,28,NaCl,32,none,0,none,0,none,0,0.9,0.9,5.79,4.39,4.3,3.44,2.3,34.099,7.004,
159,poly-hIgG,Polyclonal,3,150,7.6,1,175,27.5,Histidine,6.2,12,none,0,none,0,none,0,none,0,0.9,0.9,5.92,4.82,4.57,3.7,2,10.081,7.004,
160,poly-hIgG,Polyclonal,3,150,7.6,1,175,27.5,Histidine,6.2,12,none,0,none,0,none,0,none,0,0.9,0.9,9.82,9.82,8.63,6.18,3.28,10.081,7.004,
257,poly-hIgG,Polyclonal,3,150,7.6,1,10,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.08,1.07,1.08,1.06,0.88,-2.167,7.004,
258,poly-hIgG,Polyclonal,3,150,7.6,1,20,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,1.39,1.39,1.39,1.34,1.12,-2.167,7.004,
293,poly-hIgG,Polyclonal,3,150,7.6,1,145,27.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,5.69,5.69,5.69,5.17,2.52,-2.167,7.004,
294,poly-hIgG,Polyclonal,3,150,7.6,1,145,17.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,7.97,6.45,6.45,5.9,4.7,-2.167,7.004,
295,poly-hIgG,Polyclonal,3,150,7.6,1,145,26.5,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,0.9,0.9,4.42,4.07,4.07,3.71,3,-2.167,7.004,
296,poly-hIgG,Polyclonal,3,150,7.6,1,151,17.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,9.65,7.89,7.89,6.41,4.55,-2.167,7.004,
297,poly-hIgG,Polyclonal,3,150,7.6,1,151,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,5.35,5.35,5.35,4.88,2.6,-2.167,7.004,
298,poly-hIgG,Polyclonal,3,150,7.6,1,151,36.5,PBS,7.4,10,NaCl,140,Sucrose,0.25,none,0,none,0,0.9,0.9,5.17,5.17,5.17,4.73,2.88,-2.167,7.004,
299,poly-hIgG,Polyclonal,3,150,7.6,1,157,17.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,10.86,10.86,10.86,8.73,6,-2.167,7.004,
300,poly-hIgG,Polyclonal,3,150,7.6,1,157,27.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,8.69,8.69,8.69,7.94,5.8,-2.167,7.004,
301,poly-hIgG,Polyclonal,3,150,7.6,1,157,36.5,PBS,7.4,10,NaCl,140,Sucrose,0.5,none,0,none,0,0.9,0.9,7.82,6.6,6.6,5.71,4.3,-2.167,7.004,
318,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,none,0,0.9,0.9,1.81,1.81,1.81,1.67,1.45,11.96,7.004,
319,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,none,0,0.9,0.9,11.03,9.57,5.61,4.57,4.31,10.081,7.004,
320,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,none,0,0.9,0.9,1.6,1.6,1.6,1.47,1.28,41.809,7.004,
321,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Acetate,5,20,none,0,none,0,none,0,none,0,0.9,0.9,10.4,10.4,8.83,8.04,5,41.809,7.004,
322,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Arginine,20,0.9,0.9,1.3,1.3,1.3,1.2,1.04,11.96,7.004,
323,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,Sucrose,0.2,none,0,Arginine,60,0.9,0.9,1.6,1.6,1.6,1.47,1.28,11.96,7.004,
324,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Arginine,120,0.9,0.9,1.7,1.7,1.6,1.47,1.28,11.96,7.004,
325,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Proline,25,0.9,0.9,2,2,2,1.84,1.6,11.96,7.004,
326,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,Sucrose,0.4,none,0,Proline,75,0.9,0.9,2.4,2.1,1.8,1.66,1.44,11.96,7.004,
327,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Proline,150,0.9,0.9,1.5,1.5,1.5,1.5,1.5,11.96,7.004,
328,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Arginine,60,0.9,0.9,1.45,1.45,1.45,1.45,1.45,11.96,7.004,
329,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Histidine,6.1,13.75,none,0,none,0,none,0,Proline,75,0.9,0.9,2.8,2.4,2,1.84,1.6,11.96,7.004,
330,poly-hIgG,Polyclonal,3,150,7.6,1,75,25,Acetate,5,20,none,0,none,0,none,0,Arginine,60,0.9,0.9,2.23,2.23,2.23,2.23,2,41.809,7.004,
331,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Arginine,20,0.9,0.9,7.77,7.77,7.77,6.59,5,10.081,7.004,
332,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Arginine,60,0.9,0.9,6.58,6.58,6.58,6.34,4.75,10.081,7.004,
333,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Arginine,120,0.9,0.9,5.33,5.33,5.33,4.82,4,10.081,7.004,
334,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Proline,25,0.9,0.9,8.55,8,6.8,6,5.67,10.081,7.004,
335,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Proline,75,0.9,0.9,11.03,9.66,8.28,6.26,5,10.081,7.004,
336,poly-hIgG,Polyclonal,3,150,7.6,1,175,25,Histidine,6.2,12.3,none,0,none,0,none,0,Proline,150,0.9,0.9,8.46,8.46,7.36,6.09,5,10.081,7.004,
337,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,none,0,0.9,0.9,3.58,3.58,3.58,3.29,2.4,13.941,7.004,
338,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,25,0.9,0.9,2.57,2.57,2.57,2.57,2.57,13.941,7.004,
339,poly-hIgG,Polyclonal,3,150,7.6,1,125,25,Histidine,6,23,none,0,none,0,none,0,Arginine,50,0.9,0.9,2.98,2.98,2.98,2.98,2.98,13.941,7.004,
