Group,Concept,Concept_idx,Intervention_value,Baseline_log_visc,Predicted_log_visc,Delta_log_visc
belatacept,crowding,4,-0.5,0.30429338808541917,0.3243162754160682,0.020022887330649053
belatacept,crowding,4,0.0,0.30429338808541917,0.2508159211468118,-0.05347746693860739
belatacept,crowding,4,0.5,0.30429338808541917,0.21862503146289702,-0.08566835662252215
belatacept,crowding,4,1.0,0.30429338808541917,0.21153086611657862,-0.09276252196884055
belatacept,nonlinear_conc,5,-1.0,0.30429338808541917,0.271265975724649,-0.03302741236077017
belatacept,nonlinear_conc,5,-0.5,0.30429338808541917,0.2940813637396641,-0.010212024345755077
belatacept,nonlinear_conc,5,0.0,0.30429338808541917,0.3148568715445658,0.01056348345914665
belatacept,nonlinear_conc,5,0.5,0.30429338808541917,0.3164460146956739,0.012152626610254735
belatacept,nonlinear_conc,5,1.0,0.30429338808541917,0.3207288551455038,0.01643546706008464
belatacept,cosolute_interaction,6,-1.0,0.30429338808541917,0.36923026024954103,0.06493687216412186
belatacept,cosolute_interaction,6,-0.5,0.30429338808541917,0.34572060681785277,0.0414272187324336
belatacept,cosolute_interaction,6,0.0,0.30429338808541917,0.3069586750606352,0.002665286975216008
belatacept,cosolute_interaction,6,0.5,0.30429338808541917,0.2570878955273528,-0.047205492558066386
belatacept,cosolute_interaction,6,1.0,0.30429338808541917,0.21935208897346076,-0.08494129911195841
belatacept,cosolute_protection,7,-1.0,0.30429338808541917,0.2483584914382248,-0.055934896647194365
belatacept,cosolute_protection,7,-0.5,0.30429338808541917,0.24322207578996974,-0.06107131229544943
belatacept,cosolute_protection,7,0.0,0.30429338808541917,0.2676522331944445,-0.03664115489097469
belatacept,cosolute_protection,7,0.5,0.30429338808541917,0.35297438250057056,0.04868099441515139
belatacept,cosolute_protection,7,1.0,0.30429338808541917,0.3932905772511399,0.08899718916572075
belatacept,latent_0,8,-1.0,0.30429338808541917,0.3514930593745267,0.047199671289107514
belatacept,latent_0,8,-0.5,0.30429338808541917,0.3144345448090663,0.010141156723647127
belatacept,latent_0,8,0.0,0.30429338808541917,0.28478593615628023,-0.01950745192913894
belatacept,latent_0,8,0.5,0.30429338808541917,0.2989890414826333,-0.005304346602785892
belatacept,latent_0,8,1.0,0.30429338808541917,0.31985806923885246,0.01556468115343329
belatacept,latent_1,9,-1.0,0.30429338808541917,0.30439855057465437,0.00010516248923519989
belatacept,latent_1,9,-0.5,0.30429338808541917,0.30382812949134796,-0.00046525859407120507
belatacept,latent_1,9,0.0,0.30429338808541917,0.2838356139987452,-0.020457774086673985
belatacept,latent_1,9,0.5,0.30429338808541917,0.2816537138084342,-0.02263967427698499
belatacept,latent_1,9,1.0,0.30429338808541917,0.31593997558155934,0.01164658749614017
bevacizumab,self_interaction,0,-1.0,0.3983704728070308,0.5102310675473445,0.11186059474031368
bevacizumab,self_interaction,0,-0.5,0.3983704728070308,0.47773992377074437,0.07936945096371356
bevacizumab,self_interaction,0,0.0,0.3983704728070308,0.41430203627286355,0.015931563465832743
bevacizumab,self_interaction,0,0.5,0.3983704728070308,0.3876520771551826,-0.010718395651848234
bevacizumab,self_interaction,0,1.0,0.3983704728070308,0.41454423586261685,0.016173763055586043
bevacizumab,hydrophobicity,1,-1.0,0.3983704728070308,0.4674543189017225,0.0690838460946917
bevacizumab,hydrophobicity,1,-0.5,0.3983704728070308,0.426988827584757,0.028618354777726174
bevacizumab,hydrophobicity,1,0.0,0.3983704728070308,0.3973807938093608,-0.000989678997669996
bevacizumab,hydrophobicity,1,0.5,0.3983704728070308,0.4210346976531032,0.02266422484607239
bevacizumab,hydrophobicity,1,1.0,0.3983704728070308,0.4685272989927006,0.07015682618566982
bevacizumab,charge_environment,2,-1.0,0.3983704728070308,0.4147791746848372,0.01640870187780641
bevacizumab,charge_environment,2,-0.5,0.3983704728070308,0.39073473962355,-0.0076357331834808195
bevacizumab,charge_environment,2,0.0,0.3983704728070308,0.4415412248673077,0.043170752060276874
bevacizumab,charge_environment,2,0.5,0.3983704728070308,0.46841552430122413,0.07004505149419332
bevacizumab,charge_environment,2,1.0,0.3983704728070308,0.48260447192182127,0.08423399911479046
bevacizumab,ionic_screening,3,-1.0,0.3983704728070308,0.5416565196831644,0.1432860468761336
bevacizumab,ionic_screening,3,-0.5,0.3983704728070308,0.46753037504616335,0.06915990223913254
bevacizumab,ionic_screening,3,0.0,0.3983704728070308,0.3955261501739983,-0.0028443226330325255
bevacizumab,ionic_screening,3,0.5,0.3983704728070308,0.3276955853213531,-0.07067488748567768
bevacizumab,ionic_screening,3,1.0,0.3983704728070308,0.30785141727520754,-0.09051905553182327
bevacizumab,crowding,4,-1.0,0.3983704728070308,0.39424354112583837,-0.004126931681192436
bevacizumab,crowding,4,-0.5,0.3983704728070308,0.38689001293753744,-0.011480459869493365
bevacizumab,crowding,4,0.0,0.3983704728070308,0.394417926095954,-0.00395254671107681
bevacizumab,crowding,4,0.5,0.3983704728070308,0.41733237059526374,0.01896189778823293
bevacizumab,crowding,4,1.0,0.3983704728070308,0.42619942871287014,0.027828955905839337
bevacizumab,nonlinear_conc,5,-1.0,0.3983704728070308,0.4670077896077799,0.06863731680074908
bevacizumab,nonlinear_conc,5,-0.5,0.3983704728070308,0.41398653298649235,0.015616060179461544
bevacizumab,nonlinear_conc,5,0.0,0.3983704728070308,0.40095353435820286,0.00258306155117205
bevacizumab,nonlinear_conc,5,0.5,0.3983704728070308,0.4276494466995945,0.029278973892563676
bevacizumab,nonlinear_conc,5,1.0,0.3983704728070308,0.42116265483953874,0.022792182032507935
bevacizumab,cosolute_interaction,6,-1.0,0.3983704728070308,0.4515901745888862,0.053219701781855366
bevacizumab,cosolute_interaction,6,-0.5,0.3983704728070308,0.4432509853439901,0.044880512536959294
bevacizumab,cosolute_interaction,6,0.0,0.3983704728070308,0.402087732685243,0.003717259878212198
bevacizumab,cosolute_interaction,6,0.5,0.3983704728070308,0.3768563440469759,-0.02151412876005493
bevacizumab,cosolute_interaction,6,1.0,0.3983704728070308,0.4108305351841757,0.01246006237714492
bevacizumab,cosolute_protection,7,-1.0,0.3983704728070308,0.3708203050645911,-0.02755016774243968
bevacizumab,cosolute_protection,7,-0.5,0.3983704728070308,0.42416755274757517,0.025797079940544365
bevacizumab,cosolute_protection,7,0.0,0.3983704728070308,0.415849465602655,0.017478992795624204
bevacizumab,cosolute_protection,7,0.5,0.3983704728070308,0.5191696339430176,0.12079916113598682
bevacizumab,cosolute_protection,7,1.0,0.3983704728070308,0.6412786636427442,0.2429081908357134
bevacizumab,latent_0,8,-1.0,0.3983704728070308,0.6109779161629085,0.21260744335587772
bevacizumab,latent_0,8,-0.5,0.3983704728070308,0.588291980692566,0.18992150788553525
bevacizumab,latent_0,8,0.0,0.3983704728070308,0.5416290268422663,0.14325855403523552
bevacizumab,latent_0,8,0.5,0.3983704728070308,0.4477777179807978,0.04940724517376699
bevacizumab,latent_0,8,1.0,0.3983704728070308,0.39156941151652447,-0.006801061290506338
bevacizumab,latent_1,9,-1.0,0.3983704728070308,0.3987762848555927,0.00040581204856188213
bevacizumab,latent_1,9,-0.5,0.3983704728070308,0.42845719522363424,0.03008672241660343
bevacizumab,latent_1,9,0.0,0.3983704728070308,0.6094224430416345,0.2110519702346037
bevacizumab,latent_1,9,0.5,0.3983704728070308,0.7583183092899037,0.35994783648287293
bevacizumab,latent_1,9,1.0,0.3983704728070308,0.8565323072707325,0.4581618344637017
bgg,self_interaction,0,-1.0,0.5199433960639104,0.5991536712101966,0.0792102751462862
bgg,self_interaction,0,-0.5,0.5199433960639104,0.5710391097903961,0.05109571372648569
bgg,self_interaction,0,0.0,0.5199433960639104,0.5278508622859113,0.007907466222000892
bgg,self_interaction,0,0.5,0.5199433960639104,0.5064838471163929,-0.013459548947517441
bgg,self_interaction,0,1.0,0.5199433960639104,0.5279668289237849,0.008023432859874502
bgg,hydrophobicity,1,-1.0,0.5199433960639104,0.6156943704605119,0.09575097439660152
bgg,hydrophobicity,1,-0.5,0.5199433960639104,0.5456333638646782,0.02568996780076782
bgg,hydrophobicity,1,0.0,0.5199433960639104,0.5343284239545608,0.014385027890650437
bgg,hydrophobicity,1,0.5,0.5199433960639104,0.541896227833078,0.021952831769167624
bgg,hydrophobicity,1,1.0,0.5199433960639104,0.6150114905284397,0.09506809446452935
bgg,charge_environment,2,-1.0,0.5199433960639104,0.5320666869587188,0.012123290894808458
bgg,charge_environment,2,-0.5,0.5199433960639104,0.5232150915867845,0.0032716955228740963
bgg,charge_environment,2,0.0,0.5199433960639104,0.5609591792121438,0.0410157831482334
bgg,charge_environment,2,0.5,0.5199433960639104,0.6049180226327249,0.08497462656881449
bgg,charge_environment,2,1.0,0.5199433960639104,0.5916266107767251,0.07168321471281469
bgg,ionic_screening,3,-1.0,0.5199433960639104,0.675167722676087,0.15522432661217667
bgg,ionic_screening,3,-0.5,0.5199433960639104,0.690121819154131,0.17017842309022058
bgg,ionic_screening,3,0.0,0.5199433960639104,0.6268622297687807,0.10691883370487032
bgg,ionic_screening,3,0.5,0.5199433960639104,0.5409167123280876,0.0209733162641772
bgg,ionic_screening,3,1.0,0.5199433960639104,0.5368268319165117,0.016883435852601325
bgg,crowding,4,-1.0,0.5199433960639104,0.7098659499587117,0.18992255389480128
bgg,crowding,4,-0.5,0.5199433960639104,0.6154695872216382,0.09552619115772787
bgg,crowding,4,0.0,0.5199433960639104,0.5254356209586105,0.005492224894700137
bgg,crowding,4,0.5,0.5199433960639104,0.4729270789283415,-0.047016317135568864
bgg,crowding,4,1.0,0.5199433960639104,0.45112316012292797,-0.06882023594098241
bgg,nonlinear_conc,5,-1.0,0.5199433960639104,0.5196692032228818,-0.00027419284102858654
bgg,nonlinear_conc,5,-0.5,0.5199433960639104,0.5127538441637278,-0.007189551900182556
bgg,nonlinear_conc,5,0.0,0.5199433960639104,0.5216237259131526,0.001680329849242268
bgg,nonlinear_conc,5,0.5,0.5199433960639104,0.5555255743376727,0.03558217827376231
bgg,nonlinear_conc,5,1.0,0.5199433960639104,0.566272075803713,0.04632867973980259
bgg,cosolute_interaction,6,-1.0,0.5199433960639104,0.5502950890394689,0.03035169297555851
bgg,cosolute_interaction,6,-0.5,0.5199433960639104,0.5295920228139073,0.009648626749996891
bgg,cosolute_interaction,6,0.0,0.5199433960639104,0.5153527797458788,-0.004590616318031593
bgg,cosolute_interaction,6,0.5,0.5199433960639104,0.5679361282460024,0.04799273218209199
bgg,cosolute_interaction,6,1.0,0.5199433960639104,0.6280668448859578,0.10812344882204739
bgg,cosolute_protection,7,-1.0,0.5199433960639104,0.4027407272032376,-0.11720266886067277
bgg,cosolute_protection,7,-0.5,0.5199433960639104,0.3444760258419133,-0.1754673702219971
bgg,cosolute_protection,7,0.0,0.5199433960639104,0.5074353161271876,-0.01250807993672276
bgg,cosolute_protection,7,0.5,0.5199433960639104,0.6763694667054488,0.15642607064153846
bgg,cosolute_protection,7,1.0,0.5199433960639104,0.7260682657057943,0.20612486964188392
bgg,latent_0,8,-1.0,0.5199433960639104,0.6106146128236122,0.0906712167597018
bgg,latent_0,8,-0.5,0.5199433960639104,0.45501716195243747,-0.06492623411147291
bgg,latent_0,8,0.0,0.5199433960639104,0.3728596474400725,-0.14708374862383788
bgg,latent_0,8,0.5,0.5199433960639104,0.3263288526092713,-0.19361454345463908
bgg,latent_0,8,1.0,0.5199433960639104,0.30510298739333985,-0.21484040867057053
bgg,latent_1,9,-1.0,0.5199433960639104,0.5048696076522325,-0.015073788411677835
bgg,latent_1,9,-0.5,0.5199433960639104,0.5189357154247317,-0.0010076806391786652
bgg,latent_1,9,0.0,0.5199433960639104,0.5484740561139443,0.028530660050033907
bgg,latent_1,9,0.5,0.5199433960639104,0.6023269410180687,0.08238354495415834
bgg,latent_1,9,1.0,0.5199433960639104,0.6381956729370646,0.1182522768731542
bsa,self_interaction,0,-1.0,0.5613719475189248,0.6197478007117658,0.058375853192841
bsa,self_interaction,0,-0.5,0.5613719475189248,0.57657091891855,0.015198971399625116
bsa,self_interaction,0,0.0,0.5613719475189248,0.5670836484901735,0.005711700971248623
bsa,self_interaction,0,0.5,0.5613719475189248,0.5593421358894971,-0.0020298116294277246
bsa,self_interaction,0,1.0,0.5613719475189248,0.5747763624846555,0.013404414965730638
bsa,hydrophobicity,1,-1.0,0.5613719475189248,0.6234298719682415,0.06205792444931668
bsa,hydrophobicity,1,-0.5,0.5613719475189248,0.5676686622925411,0.006296714773616263
bsa,hydrophobicity,1,0.0,0.5613719475189248,0.5698451208618688,0.008473173342943952
bsa,hydrophobicity,1,0.5,0.5613719475189248,0.589541410089527,0.028169462570602155
bsa,hydrophobicity,1,1.0,0.5613719475189248,0.6902679757153958,0.12889602819647095
bsa,charge_environment,2,-1.0,0.5613719475189248,0.6441698332540966,0.08279788573517177
bsa,charge_environment,2,-0.5,0.5613719475189248,0.5617714321012272,0.000399484582302323
bsa,charge_environment,2,0.0,0.5613719475189248,0.5393203716841091,-0.022051575834815762
bsa,charge_environment,2,0.5,0.5613719475189248,0.5502634635721699,-0.011108483946754899
bsa,charge_environment,2,1.0,0.5613719475189248,0.5543393167819815,-0.007032630736943379
bsa,ionic_screening,3,-1.0,0.5613719475189248,0.6697405085425382,0.10836856102361336
bsa,ionic_screening,3,-0.5,0.5613719475189248,0.6309495989671847,0.06957765144825989
bsa,ionic_screening,3,0.0,0.5613719475189248,0.5775523801194152,0.016180432600490402
bsa,ionic_screening,3,0.5,0.5613719475189248,0.5591766251908106,-0.0021953223281142575
bsa,ionic_screening,3,1.0,0.5613719475189248,0.5462342912446889,-0.015137656274235911
bsa,crowding,4,-1.0,0.5613719475189248,0.5610063386091102,-0.0003656089098146298
bsa,crowding,4,-0.5,0.5613719475189248,0.5627957618860014,0.0014238143670766146
bsa,crowding,4,0.0,0.5613719475189248,0.5617395337619457,0.00036758624302091203
bsa,crowding,4,0.5,0.5613719475189248,0.5652236502364887,0.003851702717563854
bsa,crowding,4,1.0,0.5613719475189248,0.5824500130096972,0.021078065490772402
bsa,nonlinear_conc,5,-1.0,0.5613719475189248,0.6364663744309723,0.07509442691204748
bsa,nonlinear_conc,5,-0.5,0.5613719475189248,0.5929370923137587,0.031565144794833855
bsa,nonlinear_conc,5,0.0,0.5613719475189248,0.5661462264544752,0.00477427893555038
bsa,nonlinear_conc,5,0.5,0.5613719475189248,0.5761311995601692,0.014759252041244397
bsa,nonlinear_conc,5,1.0,0.5613719475189248,0.6161169265666634,0.05474497904773856
bsa,cosolute_interaction,6,-1.0,0.5613719475189248,0.5911455967916674,0.02977364927274262
bsa,cosolute_interaction,6,-0.5,0.5613719475189248,0.5830536216535354,0.02168167413461053
bsa,cosolute_interaction,6,0.0,0.5613719475189248,0.5642687011192513,0.002896753600326485
bsa,cosolute_interaction,6,0.5,0.5613719475189248,0.5620021473397192,0.0006301998207943749
bsa,cosolute_interaction,6,1.0,0.5613719475189248,0.5636878397166165,0.0023158921976916824
bsa,cosolute_protection,7,-1.0,0.5613719475189248,0.6512578846861415,0.08988593716721671
bsa,cosolute_protection,7,-0.5,0.5613719475189248,0.6112934194492797,0.0499214719303549
bsa,cosolute_protection,7,0.0,0.5613719475189248,0.5653273969551483,0.0039554494362235015
bsa,cosolute_protection,7,0.5,0.5613719475189248,0.5625730508923278,0.0012011033734029564
bsa,cosolute_protection,7,1.0,0.5613719475189248,0.5777030054537259,0.016331057934801052
bsa,latent_0,8,-1.0,0.5613719475189248,0.6492486135940592,0.08787666607513434
bsa,latent_0,8,-0.5,0.5613719475189248,0.6023140962615617,0.04094214874263691
bsa,latent_0,8,0.0,0.5613719475189248,0.5708448605308916,0.009472913011966733
bsa,latent_0,8,0.5,0.5613719475189248,0.5652772676037063,0.003905320084781505
bsa,latent_0,8,1.0,0.5613719475189248,0.5536692460144186,-0.007702701504506249
bsa,latent_1,9,-1.0,0.5613719475189248,0.5547606232135466,-0.006611324305378252
bsa,latent_1,9,-0.5,0.5613719475189248,0.5922455160702459,0.030873568551321062
bsa,latent_1,9,0.0,0.5613719475189248,0.6486913220032415,0.0873193744843167
bsa,latent_1,9,0.5,0.5613719475189248,0.7276632538538597,0.16629130633493483
bsa,latent_1,9,1.0,0.5613719475189248,0.7477970616680403,0.18642511414911545
etanercept,self_interaction,0,-1.0,0.9028166472907206,0.9579452349124493,0.055128587621728675
etanercept,self_interaction,0,-0.5,0.9028166472907206,0.8947065123244236,-0.008110134966297089
etanercept,self_interaction,0,0.0,0.9028166472907206,0.8244681567359983,-0.07834849055472237
etanercept,self_interaction,0,0.5,0.9028166472907206,0.7720569311368024,-0.13075971615391824
etanercept,self_interaction,0,1.0,0.9028166472907206,0.7235500606837835,-0.17926658660693717
etanercept,hydrophobicity,1,-1.0,0.9028166472907206,0.7059719164918709,-0.1968447307988498
etanercept,hydrophobicity,1,-0.5,0.9028166472907206,0.7656427311334104,-0.13717391615731023
etanercept,hydrophobicity,1,0.0,0.9028166472907206,0.8101418240042387,-0.09267482328648191
etanercept,hydrophobicity,1,0.5,0.9028166472907206,0.8654182528751239,-0.03739839441559678
etanercept,hydrophobicity,1,1.0,0.9028166472907206,0.937013691789585,0.034197044498864404
etanercept,charge_environment,2,-1.0,0.9028166472907206,0.6776635442862043,-0.2251531030045163
etanercept,charge_environment,2,-0.5,0.9028166472907206,0.7463722744530262,-0.1564443728376944
etanercept,charge_environment,2,0.0,0.9028166472907206,0.8287541292816267,-0.07406251800909391
etanercept,charge_environment,2,0.5,0.9028166472907206,0.9096939703683213,0.006877323077600694
etanercept,charge_environment,2,1.0,0.9028166472907206,0.9425550652784569,0.03973841798773625
etanercept,ionic_screening,3,-1.0,0.9028166472907206,0.9609241743901558,0.05810752709943512
etanercept,ionic_screening,3,-0.5,0.9028166472907206,0.9367700843385889,0.03395343704786824
etanercept,ionic_screening,3,0.0,0.9028166472907206,0.8858984578296882,-0.016918189461032407
etanercept,ionic_screening,3,0.5,0.9028166472907206,0.8415093363224524,-0.06130731096826825
etanercept,ionic_screening,3,1.0,0.9028166472907206,0.8038619086535419,-0.09895473863717874
etanercept,crowding,4,-1.0,0.9028166472907206,0.9084711242389837,0.005654476948263043
etanercept,crowding,4,-0.5,0.9028166472907206,0.8948592257225999,-0.007957421568120737
etanercept,crowding,4,0.0,0.9028166472907206,0.9087704766677271,0.005953829377006503
etanercept,crowding,4,0.5,0.9028166472907206,0.9042724707277383,0.001455823437017667
etanercept,crowding,4,1.0,0.9028166472907206,0.9141911221003651,0.011374474809644486
etanercept,nonlinear_conc,5,-1.0,0.9028166472907206,0.9465846488912448,0.04376800160052419
etanercept,nonlinear_conc,5,-0.5,0.9028166472907206,0.9198053880005481,0.016988740709827477
etanercept,nonlinear_conc,5,0.0,0.9028166472907206,0.9043132196104503,0.001496572319729661
etanercept,nonlinear_conc,5,0.5,0.9028166472907206,0.9204243407500659,0.01760769345934521
etanercept,nonlinear_conc,5,1.0,0.9028166472907206,0.9226416431140996,0.019824995823378933
etanercept,cosolute_interaction,6,-1.0,0.9028166472907206,0.9445852328278618,0.041768585537141134
etanercept,cosolute_interaction,6,-0.5,0.9028166472907206,0.9443803178330434,0.041563670542322795
etanercept,cosolute_interaction,6,0.0,0.9028166472907206,0.9092679420650599,0.006451294774339256
etanercept,cosolute_interaction,6,0.5,0.9028166472907206,0.8743830387091104,-0.02843360858161026
etanercept,cosolute_interaction,6,1.0,0.9028166472907206,0.8598556507369508,-0.04296099655376984
etanercept,cosolute_protection,7,-1.0,0.9028166472907206,0.9817367927846702,0.07892014549394955
etanercept,cosolute_protection,7,-0.5,0.9028166472907206,0.9900071708339927,0.08719052354327206
etanercept,cosolute_protection,7,0.0,0.9028166472907206,0.9130176302078528,0.010200982917132118
etanercept,cosolute_protection,7,0.5,0.9028166472907206,0.912174716790075,0.00935806949935436
etanercept,cosolute_protection,7,1.0,0.9028166472907206,0.8858218005759527,-0.01699484671476792
etanercept,latent_0,8,-1.0,0.9028166472907206,0.8999957679201802,-0.00282087937054043
etanercept,latent_0,8,-0.5,0.9028166472907206,0.9207820640550546,0.01796541676433394
etanercept,latent_0,8,0.0,0.9028166472907206,0.9036045750267021,0.000787927735981464
etanercept,latent_0,8,0.5,0.9028166472907206,0.8733203091134729,-0.029496338177247727
etanercept,latent_0,8,1.0,0.9028166472907206,0.8486878784313431,-0.05412876885937756
etanercept,latent_1,9,-1.0,0.9028166472907206,0.662549663466439,-0.2402669838242817
etanercept,latent_1,9,-0.5,0.9028166472907206,0.7741740538912805,-0.12864259339944017
etanercept,latent_1,9,0.0,0.9028166472907206,0.8579168201630039,-0.044899827127716785
etanercept,latent_1,9,0.5,0.9028166472907206,0.8870453743639102,-0.015771272926810465
etanercept,latent_1,9,1.0,0.9028166472907206,0.9082917405705229,0.005475093279802223
ibalizumab,self_interaction,0,-1.0,0.872131188379299,0.8601058703901883,-0.012025317989110773
ibalizumab,self_interaction,0,-0.5,0.872131188379299,0.8640938192749877,-0.008037369104311298
ibalizumab,self_interaction,0,0.0,0.872131188379299,0.8710987040723827,-0.0010324843069163814
ibalizumab,self_interaction,0,0.5,0.872131188379299,0.8084259100666188,-0.06370527831268025
ibalizumab,self_interaction,0,1.0,0.872131188379299,0.7860578897348257,-0.08607329864447333
