Group,Concept,Concept_idx,Intervention_value,Baseline_log_visc,Predicted_log_visc,Delta_log_visc
ibalizumab,hydrophobicity,1,-1.0,0.872131188379299,0.797672824081002,-0.074458364298297
ibalizumab,hydrophobicity,1,-0.5,0.872131188379299,0.8113033411668549,-0.060827847212444164
ibalizumab,hydrophobicity,1,0.0,0.872131188379299,0.8724392094368183,0.0003080210575192588
ibalizumab,hydrophobicity,1,0.5,0.872131188379299,0.8675225308730947,-0.004608657506204317
ibalizumab,hydrophobicity,1,1.0,0.872131188379299,0.8477416374895456,-0.024389550889753475
ibalizumab,charge_environment,2,-1.0,0.872131188379299,0.6763692847907938,-0.1957619035885052
ibalizumab,charge_environment,2,-0.5,0.872131188379299,0.7266742313308141,-0.14545695704848494
ibalizumab,charge_environment,2,0.0,0.872131188379299,0.8487513587365929,-0.02337982964270613
ibalizumab,charge_environment,2,0.5,0.872131188379299,0.8696891027763918,-0.0024420856029072624
ibalizumab,charge_environment,2,1.0,0.872131188379299,0.8710358723324244,-0.0010953160468746281
ibalizumab,ionic_screening,3,-1.0,0.872131188379299,1.0319196745912091,0.1597884862119101
ibalizumab,ionic_screening,3,-0.5,0.872131188379299,0.9644171255894637,0.09228593721016465
ibalizumab,ionic_screening,3,0.0,0.872131188379299,0.8744202758480484,0.00228908746874934
ibalizumab,ionic_screening,3,0.5,0.872131188379299,0.7063377231350061,-0.16579346524429295
ibalizumab,ionic_screening,3,1.0,0.872131188379299,0.5772375135343364,-0.29489367484496265
ibalizumab,crowding,4,-1.0,0.872131188379299,0.8937332847390286,0.02160209635972954
ibalizumab,crowding,4,-0.5,0.872131188379299,0.8783692475406885,0.00623805916138942
ibalizumab,crowding,4,0.0,0.872131188379299,0.8803906515493237,0.008259463170024683
ibalizumab,crowding,4,0.5,0.872131188379299,0.8524474216028353,-0.019683766776463774
ibalizumab,crowding,4,1.0,0.872131188379299,0.8254394386255184,-0.046691749753780654
ibalizumab,nonlinear_conc,5,-1.0,0.872131188379299,0.90779743890632,0.03566625052702099
ibalizumab,nonlinear_conc,5,-0.5,0.872131188379299,0.8998597590329293,0.027728570653630213
ibalizumab,nonlinear_conc,5,0.0,0.872131188379299,0.9089829529847258,0.03685176460542672
ibalizumab,nonlinear_conc,5,0.5,0.872131188379299,0.8369506183437023,-0.035180570035596714
ibalizumab,nonlinear_conc,5,1.0,0.872131188379299,0.7867630542121311,-0.08536813416716793
ibalizumab,cosolute_interaction,6,-1.0,0.872131188379299,0.8330877634668559,-0.03904342491244317
ibalizumab,cosolute_interaction,6,-0.5,0.872131188379299,0.8467075871347298,-0.025423601244569216
ibalizumab,cosolute_interaction,6,0.0,0.872131188379299,0.8751826406203409,0.003051452241041863
ibalizumab,cosolute_interaction,6,0.5,0.872131188379299,0.9005937451190473,0.02846255673974829
ibalizumab,cosolute_interaction,6,1.0,0.872131188379299,0.9385201033193483,0.06638891494004928
ibalizumab,cosolute_protection,7,-1.0,0.872131188379299,0.7476872484911042,-0.1244439398881948
ibalizumab,cosolute_protection,7,-0.5,0.872131188379299,0.821749908868189,-0.050381279511110044
ibalizumab,cosolute_protection,7,0.0,0.872131188379299,0.8813194603215759,0.009188271942276893
ibalizumab,cosolute_protection,7,0.5,0.872131188379299,0.8256837579164686,-0.0464474304628304
ibalizumab,cosolute_protection,7,1.0,0.872131188379299,0.7905245588981638,-0.08160662948113528
ibalizumab,latent_0,8,-1.0,0.872131188379299,1.1021194326354506,0.2299882442561516
ibalizumab,latent_0,8,-0.5,0.872131188379299,1.091069588482257,0.21893840010295795
ibalizumab,latent_0,8,0.0,0.872131188379299,1.0615498070425171,0.18941861866321807
ibalizumab,latent_0,8,0.5,0.872131188379299,0.9708813283949724,0.0987501400156734
ibalizumab,latent_0,8,1.0,0.872131188379299,0.8299813097253522,-0.042149878653946815
ibalizumab,latent_1,9,-1.0,0.872131188379299,0.8376123131278039,-0.03451887525149511
ibalizumab,latent_1,9,-0.5,0.872131188379299,1.0000729674344875,0.12794177905518844
ibalizumab,latent_1,9,0.0,0.872131188379299,1.0866624449577564,0.2145312565784574
ibalizumab,latent_1,9,0.5,0.872131188379299,1.1492478566544748,0.2771166682751758
ibalizumab,latent_1,9,1.0,0.872131188379299,1.2056968282979335,0.3335656399186344
nivolumab,self_interaction,0,-1.0,1.1870570618169785,1.1888576688904837,0.001800607073505267
nivolumab,self_interaction,0,-0.5,1.1870570618169785,1.1829568004060704,-0.004100261410908024
nivolumab,self_interaction,0,0.0,1.1870570618169785,1.187514600902213,0.00045753908523460396
nivolumab,self_interaction,0,0.5,1.1870570618169785,1.1721266458814115,-0.014930415935566987
nivolumab,self_interaction,0,1.0,1.1870570618169785,1.109144628599539,-0.07791243321743946
nivolumab,hydrophobicity,1,-1.0,1.1870570618169785,1.132133768838044,-0.0549232929789345
nivolumab,hydrophobicity,1,-0.5,1.1870570618169785,1.141383701939021,-0.04567335987795751
nivolumab,hydrophobicity,1,0.0,1.1870570618169785,1.186446524597586,-0.0006105372193925263
nivolumab,hydrophobicity,1,0.5,1.1870570618169785,1.2178611923580998,0.0308041305411213
nivolumab,hydrophobicity,1,1.0,1.1870570618169785,1.2742989643862788,0.08724190256930031
nivolumab,charge_environment,2,-1.0,1.1870570618169785,1.1707632034517845,-0.016293858365193925
nivolumab,charge_environment,2,-0.5,1.1870570618169785,1.1463550656298933,-0.04070199618708514
nivolumab,charge_environment,2,0.0,1.1870570618169785,1.1583333389073638,-0.02872372290961467
nivolumab,charge_environment,2,0.5,1.1870570618169785,1.2033177009843095,0.016260639167331004
nivolumab,charge_environment,2,1.0,1.1870570618169785,1.2473495262905292,0.060292464473550744
nivolumab,ionic_screening,3,-1.0,1.1870570618169785,1.3352114572786111,0.14815439546163267
nivolumab,ionic_screening,3,-0.5,1.1870570618169785,1.2606578329757756,0.07360077115879715
nivolumab,ionic_screening,3,0.0,1.1870570618169785,1.1948671166959124,0.007810054878933936
nivolumab,ionic_screening,3,0.5,1.1870570618169785,1.120186974705215,-0.06687008711176334
nivolumab,ionic_screening,3,1.0,1.1870570618169785,1.045139428386152,-0.14191763343082653
nivolumab,crowding,4,-1.0,1.1870570618169785,1.2995778881148214,0.11252082629784299
nivolumab,crowding,4,-0.5,1.1870570618169785,1.2513214666856918,0.06426440486871332
nivolumab,crowding,4,0.0,1.1870570618169785,1.2011524420302613,0.014095380213282827
nivolumab,crowding,4,0.5,1.1870570618169785,1.1567942460143694,-0.030262815802609033
nivolumab,crowding,4,1.0,1.1870570618169785,1.1157202580858803,-0.07133680373109819
nivolumab,nonlinear_conc,5,-1.0,1.1870570618169785,1.2896572435903226,0.10260018177334418
nivolumab,nonlinear_conc,5,-0.5,1.1870570618169785,1.231385835114763,0.04432877329778462
nivolumab,nonlinear_conc,5,0.0,1.1870570618169785,1.1948288987997042,0.007771836982725766
nivolumab,nonlinear_conc,5,0.5,1.1870570618169785,1.175975833431137,-0.011081228385841468
nivolumab,nonlinear_conc,5,1.0,1.1870570618169785,1.1034228274102735,-0.08363423440670492
nivolumab,cosolute_interaction,6,-1.0,1.1870570618169785,1.1961147664929879,0.009057704676009415
nivolumab,cosolute_interaction,6,-0.5,1.1870570618169785,1.2007472310909941,0.013690169274015673
nivolumab,cosolute_interaction,6,0.0,1.1870570618169785,1.1863529413716059,-0.0007041204453726024
nivolumab,cosolute_interaction,6,0.5,1.1870570618169785,1.1722362375970283,-0.014820824219950124
nivolumab,cosolute_interaction,6,1.0,1.1870570618169785,1.1613205357285388,-0.025736526088439682
nivolumab,cosolute_protection,7,-1.0,1.1870570618169785,1.113597551342428,-0.07345951047455035
nivolumab,cosolute_protection,7,-0.5,1.1870570618169785,1.1254693966374112,-0.061587665179567264
nivolumab,cosolute_protection,7,0.0,1.1870570618169785,1.1943592109792514,0.007302149162272897
nivolumab,cosolute_protection,7,0.5,1.1870570618169785,1.2588526068519008,0.07179554503492236
nivolumab,cosolute_protection,7,1.0,1.1870570618169785,1.2554121736225476,0.06835511180556919
nivolumab,latent_0,8,-1.0,1.1870570618169785,1.1893046411070647,0.0022475792900862324
nivolumab,latent_0,8,-0.5,1.1870570618169785,1.174531842356025,-0.01252521946095353
nivolumab,latent_0,8,0.0,1.1870570618169785,1.1328880660908554,-0.054168995726123104
nivolumab,latent_0,8,0.5,1.1870570618169785,1.08135199235003,-0.10570506946694835
nivolumab,latent_0,8,1.0,1.1870570618169785,1.0376738724077241,-0.14938318940925432
nivolumab,latent_1,9,-1.0,1.1870570618169785,1.1694379156437034,-0.01761914617327509
nivolumab,latent_1,9,-0.5,1.1870570618169785,1.304001483051597,0.11694442123461846
nivolumab,latent_1,9,0.0,1.1870570618169785,1.420170283472109,0.2331132216551306
nivolumab,latent_1,9,0.5,1.1870570618169785,1.5232112365450994,0.3361541747281209
nivolumab,latent_1,9,1.0,1.1870570618169785,1.6263978478913867,0.4393407860744083
pembrolizumab,self_interaction,0,-1.0,1.272045880200547,1.2714530598866813,-0.0005928203138656496
pembrolizumab,self_interaction,0,-0.5,1.272045880200547,1.26365281258045,-0.00839306762009695
pembrolizumab,self_interaction,0,0.0,1.272045880200547,1.272045690376559,-1.8982398808375933e-07
pembrolizumab,self_interaction,0,0.5,1.272045880200547,1.1958529359391639,-0.07619294426138312
pembrolizumab,self_interaction,0,1.0,1.272045880200547,1.0262358381995016,-0.2458100420010454
pembrolizumab,hydrophobicity,1,-1.0,1.272045880200547,1.1128604331605114,-0.15918544704003557
pembrolizumab,hydrophobicity,1,-0.5,1.272045880200547,1.244926992558364,-0.027118887642183065
pembrolizumab,hydrophobicity,1,0.0,1.272045880200547,1.271237862759191,-0.000808017441356057
pembrolizumab,hydrophobicity,1,0.5,1.272045880200547,1.2801599698332562,0.00811408963270921
pembrolizumab,hydrophobicity,1,1.0,1.272045880200547,1.3427507598762953,0.07070487967574834
pembrolizumab,charge_environment,2,-1.0,1.272045880200547,1.1496286435739798,-0.12241723662656723
pembrolizumab,charge_environment,2,-0.5,1.272045880200547,1.2719145852756593,-0.00013129492488772598
pembrolizumab,charge_environment,2,0.0,1.272045880200547,1.2972701978952688,0.025224317694721776
pembrolizumab,charge_environment,2,0.5,1.272045880200547,1.2608468343929509,-0.01119904580759612
pembrolizumab,charge_environment,2,1.0,1.272045880200547,1.2274616670898606,-0.04458421311068639
pembrolizumab,ionic_screening,3,-1.0,1.272045880200547,1.1727440800390267,-0.09930180016152024
pembrolizumab,ionic_screening,3,-0.5,1.272045880200547,1.2509316314894354,-0.02111424871111156
pembrolizumab,ionic_screening,3,0.0,1.272045880200547,1.2759704278734247,0.003924547672877754
pembrolizumab,ionic_screening,3,0.5,1.272045880200547,1.292790984530071,0.020745104329523922
pembrolizumab,ionic_screening,3,1.0,1.272045880200547,1.3172380995441215,0.045192219343574536
pembrolizumab,crowding,4,-1.0,1.272045880200547,1.290236902774368,0.018191022573821103
pembrolizumab,crowding,4,-0.5,1.272045880200547,1.2829067229365652,0.010860842736018173
pembrolizumab,crowding,4,0.0,1.272045880200547,1.275452271661423,0.003406391460875957
pembrolizumab,crowding,4,0.5,1.272045880200547,1.261675036451675,-0.010370843748872094
pembrolizumab,crowding,4,1.0,1.272045880200547,1.2423255180803765,-0.029720362120170485
pembrolizumab,nonlinear_conc,5,-1.0,1.272045880200547,1.3237993656820533,0.05175348548150627
pembrolizumab,nonlinear_conc,5,-0.5,1.272045880200547,1.3014631566868804,0.02941727648633341
pembrolizumab,nonlinear_conc,5,0.0,1.272045880200547,1.2739176079948105,0.001871727794263478
pembrolizumab,nonlinear_conc,5,0.5,1.272045880200547,1.229539607009526,-0.04250627319102107
pembrolizumab,nonlinear_conc,5,1.0,1.272045880200547,1.1992099098885523,-0.07283597031199474
pembrolizumab,cosolute_interaction,6,-1.0,1.272045880200547,1.2081824468687068,-0.06386343333184019
pembrolizumab,cosolute_interaction,6,-0.5,1.272045880200547,1.243948449901311,-0.02809743029923606
pembrolizumab,cosolute_interaction,6,0.0,1.272045880200547,1.27769890183157,0.005653021631023103
pembrolizumab,cosolute_interaction,6,0.5,1.272045880200547,1.3144755910498263,0.04242971084927927
pembrolizumab,cosolute_interaction,6,1.0,1.272045880200547,1.3456457655140674,0.07359988531352046
pembrolizumab,cosolute_protection,7,-1.0,1.272045880200547,1.1211993060320946,-0.15084657416845237
pembrolizumab,cosolute_protection,7,-0.5,1.272045880200547,1.2665642063558344,-0.005481673844712542
pembrolizumab,cosolute_protection,7,0.0,1.272045880200547,1.2723384622403926,0.0002925820398456125
pembrolizumab,cosolute_protection,7,0.5,1.272045880200547,1.255282017641587,-0.016763862558959897
pembrolizumab,cosolute_protection,7,1.0,1.272045880200547,1.2665825560079875,-0.00546332419255946
pembrolizumab,latent_0,8,-1.0,1.272045880200547,1.2963382886645491,0.024292408464002158
pembrolizumab,latent_0,8,-0.5,1.272045880200547,1.2659304473352693,-0.006115432865277715
pembrolizumab,latent_0,8,0.0,1.272045880200547,1.221309408370952,-0.050736471829595065
pembrolizumab,latent_0,8,0.5,1.272045880200547,1.1384836976029036,-0.1335621825976434
pembrolizumab,latent_0,8,1.0,1.272045880200547,0.9729117490430278,-0.2991341311575192
pembrolizumab,latent_1,9,-1.0,1.272045880200547,1.0052569339916837,-0.2667889462088633
pembrolizumab,latent_1,9,-0.5,1.272045880200547,1.1333066279839303,-0.13873925221661665
pembrolizumab,latent_1,9,0.0,1.272045880200547,1.208392518748527,-0.06365336145202005
pembrolizumab,latent_1,9,0.5,1.272045880200547,1.2390325780895357,-0.03301330211101128
pembrolizumab,latent_1,9,1.0,1.272045880200547,1.2859432739945655,0.013897393794018553
poly-higg,self_interaction,0,-1.0,0.4432384727794617,0.49080473373565414,0.04756626095619243
poly-higg,self_interaction,0,-0.5,0.4432384727794617,0.4578769868778061,0.01463851409834438
poly-higg,self_interaction,0,0.0,0.4432384727794617,0.44979035844866344,0.006551885669201729
poly-higg,self_interaction,0,0.5,0.4432384727794617,0.4371313130763186,-0.006107159703143128
poly-higg,self_interaction,0,1.0,0.4432384727794617,0.4261711449386896,-0.01706732784077214
poly-higg,hydrophobicity,1,-1.0,0.4432384727794617,0.4094028847906792,-0.0338355879887825
poly-higg,hydrophobicity,1,-0.5,0.4432384727794617,0.4329379746367312,-0.010300498142730485
poly-higg,hydrophobicity,1,0.0,0.4432384727794617,0.4889284264376852,0.04568995365822348
poly-higg,hydrophobicity,1,0.5,0.4432384727794617,0.540959699551989,0.09772122677252726
poly-higg,hydrophobicity,1,1.0,0.4432384727794617,0.588047874953602,0.1448094021741403
poly-higg,charge_environment,2,-1.0,0.4432384727794617,0.4241368487175503,-0.019101624061911404
poly-higg,charge_environment,2,-0.5,0.4432384727794617,0.4406954166337162,-0.0025430561457455148
poly-higg,charge_environment,2,0.0,0.4432384727794617,0.4811279655794675,0.03788949280000581
poly-higg,charge_environment,2,0.5,0.4432384727794617,0.5332174869753576,0.08997901419589593
poly-higg,charge_environment,2,1.0,0.4432384727794617,0.5608227274022547,0.11758425462279298
poly-higg,ionic_screening,3,-1.0,0.4432384727794617,0.5176477833955808,0.0744093106161191
poly-higg,ionic_screening,3,-0.5,0.4432384727794617,0.4696757815748219,0.026437308795360215
poly-higg,ionic_screening,3,0.0,0.4432384727794617,0.4401160580043181,-0.0031224147751436337
poly-higg,ionic_screening,3,0.5,0.4432384727794617,0.4484487299589668,0.005210257179505073
poly-higg,ionic_screening,3,1.0,0.4432384727794617,0.4235600527119873,-0.01967842006747439
poly-higg,crowding,4,-1.0,0.4432384727794617,0.4618963041765877,0.018657831397126012
poly-higg,crowding,4,-0.5,0.4432384727794617,0.46116633603154455,0.017927863252082843
poly-higg,crowding,4,0.0,0.4432384727794617,0.4413934468928138,-0.0018450258866479219
poly-higg,crowding,4,0.5,0.4432384727794617,0.43252357305272193,-0.01071489972673978
poly-higg,crowding,4,1.0,0.4432384727794617,0.43357295169455157,-0.009665521084910145
poly-higg,nonlinear_conc,5,-1.0,0.4432384727794617,0.5040805488816572,0.0608420761021955
poly-higg,nonlinear_conc,5,-0.5,0.4432384727794617,0.4744583099445082,0.031219837165046505
poly-higg,nonlinear_conc,5,0.0,0.4432384727794617,0.4410198416475135,-0.002218631131948201
poly-higg,nonlinear_conc,5,0.5,0.4432384727794617,0.43133011800416027,-0.011908354775301444
poly-higg,nonlinear_conc,5,1.0,0.4432384727794617,0.4309479864980751,-0.012290486281386626
poly-higg,cosolute_interaction,6,-1.0,0.4432384727794617,0.4541480211870136,0.010909548407551872
poly-higg,cosolute_interaction,6,-0.5,0.4432384727794617,0.4473613232449166,0.004122850465454908
poly-higg,cosolute_interaction,6,0.0,0.4432384727794617,0.44321110648788875,-2.736629157296111e-05
poly-higg,cosolute_interaction,6,0.5,0.4432384727794617,0.4450997127983999,0.0018612400189381706
poly-higg,cosolute_interaction,6,1.0,0.4432384727794617,0.43757401425317416,-0.005664458526287552
poly-higg,cosolute_protection,7,-1.0,0.4432384727794617,0.38234236802474164,-0.06089610475472007
poly-higg,cosolute_protection,7,-0.5,0.4432384727794617,0.4096353559010584,-0.03360311687840334
poly-higg,cosolute_protection,7,0.0,0.4432384727794617,0.437149504541815,-0.006088968237646708
poly-higg,cosolute_protection,7,0.5,0.4432384727794617,0.4515062565676178,0.008267783788156069
poly-higg,cosolute_protection,7,1.0,0.4432384727794617,0.45266837483952854,0.00942990206006683
poly-higg,latent_0,8,-1.0,0.4432384727794617,0.44510656228062595,0.0018680895011642384
poly-higg,latent_0,8,-0.5,0.4432384727794617,0.4259089505555558,-0.017329522223905935
poly-higg,latent_0,8,0.0,0.4432384727794617,0.4045800900075831,-0.03865838277187861
poly-higg,latent_0,8,0.5,0.4432384727794617,0.3684199807389974,-0.07481849204046431
poly-higg,latent_0,8,1.0,0.4432384727794617,0.3317516810177689,-0.1114867917616928
poly-higg,latent_1,9,-1.0,0.4432384727794617,0.3895938816382716,-0.053644591141190134
poly-higg,latent_1,9,-0.5,0.4432384727794617,0.4491724022750816,0.005933929495619883
poly-higg,latent_1,9,0.0,0.4432384727794617,0.5235576764287468,0.08031920364928513
poly-higg,latent_1,9,0.5,0.4432384727794617,0.6186627232962325,0.1754242505167708
poly-higg,latent_1,9,1.0,0.4432384727794617,0.6679363620425941,0.2246978892631324
trastuzumab,self_interaction,0,-1.0,0.3561056240911463,0.3340133072829513,-0.02209231680819501
trastuzumab,self_interaction,0,-0.5,0.3561056240911463,0.34964110491232453,-0.006464519178821793
trastuzumab,self_interaction,0,0.0,0.3561056240911463,0.35174444960902207,-0.004361174482124253
trastuzumab,self_interaction,0,0.5,0.3561056240911463,0.3653806772331742,0.009275053142027867
trastuzumab,self_interaction,0,1.0,0.3561056240911463,0.3781511967423482,0.022045572651201883
trastuzumab,hydrophobicity,1,-1.0,0.3561056240911463,0.43521787146073837,0.07911224736959205
trastuzumab,hydrophobicity,1,-0.5,0.3561056240911463,0.38698343797686097,0.030877813885714644
trastuzumab,hydrophobicity,1,0.0,0.3561056240911463,0.3307742773046426,-0.025331346786503728
trastuzumab,hydrophobicity,1,0.5,0.3561056240911463,0.29510631836173157,-0.060999305729414754
trastuzumab,hydrophobicity,1,1.0,0.3561056240911463,0.2625186332686749,-0.0935869908224714
trastuzumab,charge_environment,2,-1.0,0.3561056240911463,0.37468559601594753,0.01857997192480121
trastuzumab,charge_environment,2,-0.5,0.3561056240911463,0.3644240592467108,0.008318435155564463
trastuzumab,charge_environment,2,0.0,0.3561056240911463,0.34307373276945224,-0.013031891321694078
trastuzumab,charge_environment,2,0.5,0.3561056240911463,0.33430316851230535,-0.021802455578840974
trastuzumab,charge_environment,2,1.0,0.3561056240911463,0.3430711701456171,-0.013034453945529212
trastuzumab,ionic_screening,3,-1.0,0.3561056240911463,0.4302978867958942,0.07419226270474788
trastuzumab,ionic_screening,3,-0.5,0.3561056240911463,0.36245128181628083,0.0063456577251345125
trastuzumab,ionic_screening,3,0.0,0.3561056240911463,0.28898468457951954,-0.06712093951162679
trastuzumab,ionic_screening,3,0.5,0.3561056240911463,0.24281211925100776,-0.11329350484013856
trastuzumab,ionic_screening,3,1.0,0.3561056240911463,0.20623332154002183,-0.1498723025511245
trastuzumab,crowding,4,-1.0,0.3561056240911463,0.42727025746532,0.07116463337417367
trastuzumab,crowding,4,-0.5,0.3561056240911463,0.3779712277832585,0.021865603692112157
trastuzumab,crowding,4,0.0,0.3561056240911463,0.339844193990533,-0.016261430100613317
trastuzumab,crowding,4,0.5,0.3561056240911463,0.32984217824993534,-0.026263445841210986
trastuzumab,crowding,4,1.0,0.3561056240911463,0.3257576722300138,-0.03034795186113254
trastuzumab,nonlinear_conc,5,-1.0,0.3561056240911463,0.3594950263051153,0.003389402213968995
trastuzumab,nonlinear_conc,5,-0.5,0.3561056240911463,0.35830740834417824,0.002201784253031913
trastuzumab,nonlinear_conc,5,0.0,0.3561056240911463,0.35431985492602,-0.0017857691651263496
trastuzumab,nonlinear_conc,5,0.5,0.3561056240911463,0.356699741535595,0.0005941174444487052
trastuzumab,nonlinear_conc,5,1.0,0.3561056240911463,0.37202968950946136,0.015924065418315037
trastuzumab,cosolute_interaction,6,-1.0,0.3561056240911463,0.34639084368140494,-0.009714780409741386
trastuzumab,cosolute_interaction,6,-0.5,0.3561056240911463,0.3476387149397994,-0.008466909151346902
trastuzumab,cosolute_interaction,6,0.0,0.3561056240911463,0.35404578072498377,-0.0020598433661625504
trastuzumab,cosolute_interaction,6,0.5,0.3561056240911463,0.36168724026542953,0.0055816161742832104
trastuzumab,cosolute_interaction,6,1.0,0.3561056240911463,0.36876443218350646,0.012658808092360141
trastuzumab,cosolute_protection,7,-1.0,0.3561056240911463,0.4331806013304571,0.07707497723931078
trastuzumab,cosolute_protection,7,-0.5,0.3561056240911463,0.3791264016609493,0.023020777569802975
trastuzumab,cosolute_protection,7,0.0,0.3561056240911463,0.3569732779019992,0.0008676538108528531
trastuzumab,cosolute_protection,7,0.5,0.3561056240911463,0.37107894024795385,0.014973316156807526
trastuzumab,cosolute_protection,7,1.0,0.3561056240911463,0.4365184505130757,0.08041282642192937
trastuzumab,latent_0,8,-1.0,0.3561056240911463,0.40122670689529705,0.045121082804150725
trastuzumab,latent_0,8,-0.5,0.3561056240911463,0.38932330336234383,0.03321767927119751
trastuzumab,latent_0,8,0.0,0.3561056240911463,0.3767977675280773,0.020692143436930988
trastuzumab,latent_0,8,0.5,0.3561056240911463,0.35406340271851683,-0.0020422213726294935
trastuzumab,latent_0,8,1.0,0.3561056240911463,0.34139511924543287,-0.014710504845713457
trastuzumab,latent_1,9,-1.0,0.3561056240911463,0.35568372445961927,-0.00042189963152705623
trastuzumab,latent_1,9,-0.5,0.3561056240911463,0.35877886785518387,0.0026732437640375473
trastuzumab,latent_1,9,0.0,0.3561056240911463,0.37124464077062813,0.01513901667948181
trastuzumab,latent_1,9,0.5,0.3561056240911463,0.3975300587384257,0.04142443464727935
trastuzumab,latent_1,9,1.0,0.3561056240911463,0.39920041491897623,0.04309479082782991
vudalimab,self_interaction,0,-1.0,0.8153518755410905,0.7865362461840544,-0.028815629357036077
vudalimab,self_interaction,0,-0.5,0.8153518755410905,0.847927839002901,0.032575963461810575
vudalimab,self_interaction,0,0.0,0.8153518755410905,0.8898398365628168,0.07448796102172639
vudalimab,self_interaction,0,0.5,0.8153518755410905,0.9613387816168184,0.14598690607572795
vudalimab,self_interaction,0,1.0,0.8153518755410905,0.9677968151427241,0.15244493960163363
vudalimab,hydrophobicity,1,-1.0,0.8153518755410905,0.8034231305057673,-0.011928745035323152
vudalimab,hydrophobicity,1,-0.5,0.8153518755410905,0.8247487165899506,0.009396841048860183
vudalimab,hydrophobicity,1,0.0,0.8153518755410905,0.8181192087284087,0.002767333187318255
vudalimab,hydrophobicity,1,0.5,0.8153518755410905,0.8147017916575752,-0.0006500838835152845
vudalimab,hydrophobicity,1,1.0,0.8153518755410905,0.8042034494635715,-0.01114842607751898
vudalimab,charge_environment,2,-1.0,0.8153518755410905,0.7117994259143364,-0.10355244962675403
vudalimab,charge_environment,2,-0.5,0.8153518755410905,0.7605796982751015,-0.05477217726598893
vudalimab,charge_environment,2,0.0,0.8153518755410905,0.8096420490817212,-0.005709826459369238
vudalimab,charge_environment,2,0.5,0.8153518755410905,0.8134609280680631,-0.0018909474730273157
vudalimab,charge_environment,2,1.0,0.8153518755410905,0.8129671642384924,-0.002384711302598097
vudalimab,ionic_screening,3,-1.0,0.8153518755410905,0.7205019619998594,-0.09484991354123107
vudalimab,ionic_screening,3,-0.5,0.8153518755410905,0.7717670066327859,-0.0435848689083046
vudalimab,ionic_screening,3,0.0,0.8153518755410905,0.8529844020269595,0.03763252648586901
vudalimab,ionic_screening,3,0.5,0.8153518755410905,0.8254156789897134,0.010063803448622899
vudalimab,ionic_screening,3,1.0,0.8153518755410905,0.746579467335698,-0.06877240820539243
vudalimab,crowding,4,-1.0,0.8153518755410905,0.7104861444734829,-0.10486573106760755
vudalimab,crowding,4,-0.5,0.8153518755410905,0.7579061697750823,-0.05744570576600816
vudalimab,crowding,4,0.0,0.8153518755410905,0.8056830958110566,-0.009668779730033883
vudalimab,crowding,4,0.5,0.8153518755410905,0.8406068023538433,0.025254926812752876
vudalimab,crowding,4,1.0,0.8153518755410905,0.8411225224913351,0.02577064695024467
vudalimab,nonlinear_conc,5,-1.0,0.8153518755410905,0.8220409406788012,0.006689065137710726
vudalimab,nonlinear_conc,5,-0.5,0.8153518755410905,0.7747208577067727,-0.04063101783431777
vudalimab,nonlinear_conc,5,0.0,0.8153518755410905,0.8151636176012005,-0.00018825793988996864
vudalimab,nonlinear_conc,5,0.5,0.8153518755410905,0.8450764296076577,0.029724554066567266
vudalimab,nonlinear_conc,5,1.0,0.8153518755410905,0.8268442626844832,0.011492387143392735
vudalimab,cosolute_interaction,6,-1.0,0.8153518755410905,0.8470341002123928,0.03168222467130233
vudalimab,cosolute_interaction,6,-0.5,0.8153518755410905,0.831744426561269,0.01639255102017856
vudalimab,cosolute_interaction,6,0.0,0.8153518755410905,0.8187537586822565,0.0034018831411660733
vudalimab,cosolute_interaction,6,0.5,0.8153518755410905,0.79245386663539,-0.022898008905700484
vudalimab,cosolute_interaction,6,1.0,0.8153518755410905,0.7662494876917127,-0.049102387849377704
vudalimab,cosolute_protection,7,-1.0,0.8153518755410905,0.6507590707475622,-0.16459280479352822
vudalimab,cosolute_protection,7,-0.5,0.8153518755410905,0.7875888360150108,-0.027763039526079614
vudalimab,cosolute_protection,7,0.0,0.8153518755410905,0.8193320732797218,0.003980197738631341
vudalimab,cosolute_protection,7,0.5,0.8153518755410905,0.8337763183452297,0.01842444280413924
vudalimab,cosolute_protection,7,1.0,0.8153518755410905,0.8357097072981934,0.02035783175710293
vudalimab,latent_0,8,-1.0,0.8153518755410905,1.0448875003170244,0.22953562477593392
vudalimab,latent_0,8,-0.5,0.8153518755410905,1.0295004311414993,0.2141485556004088
vudalimab,latent_0,8,0.0,0.8153518755410905,1.012537063571373,0.19718518803028262
vudalimab,latent_0,8,0.5,0.8153518755410905,0.9250355450614398,0.10968366952034936
vudalimab,latent_0,8,1.0,0.8153518755410905,0.7986838108213015,-0.01666806471978899
vudalimab,latent_1,9,-1.0,0.8153518755410905,0.7976314108143328,-0.0177204647267577
vudalimab,latent_1,9,-0.5,0.8153518755410905,0.9099411212004228,0.09458924565933235
vudalimab,latent_1,9,0.0,0.8153518755410905,1.1462709103286401,0.3309190347875497
vudalimab,latent_1,9,0.5,0.8153518755410905,1.2315774307931049,0.41622555525201443
vudalimab,latent_1,9,1.0,0.8153518755410905,1.32993890619378,0.5145870306526896
