ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,_conc_bin
252_crpro_c50p000_d1,BSA,Other,2.0,66.0,4.7,0.3,10.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,50.0,0.85,0.9,0.7986156182608802,0.7986156182608802,0.7986156177437853,0.7902824107461377,0.7650911640497338,
28_crpro_c75p000_d0,BSA,Other,2.0,66.0,4.7,0.3,177.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,75.0,0.85,0.9,3.0757619209509937,2.9828151424365963,2.8556670023514457,2.6932371112377766,2.275029452090933,
28_crpro_c75p000_d1,BSA,Other,2.0,66.0,4.7,0.3,177.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,75.0,0.85,0.9,3.6430020134166265,3.509001247046821,3.3256926000315135,3.091518481912679,2.4885912183419574,
238_crpro_c75p000_d0,BSA,Other,2.0,66.0,4.7,0.3,174.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,75.0,0.85,0.9,2.590336011776963,2.5679116839505007,2.2442403421271684,1.9583324863358356,1.4557907565415504,
238_crpro_c75p000_d1,BSA,Other,2.0,66.0,4.7,0.3,174.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,75.0,0.85,0.9,1.5682003553829944,1.5546245726633776,1.358672576101186,1.1855827533830963,0.8813418689282808,
122_crpro_c75p000_d0,BSA,Other,2.0,66.0,4.7,0.3,66.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,Proline,75.0,0.85,0.9,0.4693626455756452,0.463788520186168,0.45232771857411064,0.44804831465765627,0.4461892271059727,
122_crpro_c75p000_d1,BSA,Other,2.0,66.0,4.7,0.3,66.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,Proline,75.0,0.85,0.9,0.9447571908485964,0.9335373055551222,0.9104684166310775,0.9018546130812499,0.8981125463671081,
115_crpro_c100p000_d0,BSA,Other,2.0,66.0,4.7,0.3,194.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,100.0,0.85,0.9,1.7430146874244636,1.7430146874244632,1.7430146641696214,1.7248986356410185,1.6700015351706587,
115_crpro_c100p000_d1,BSA,Other,2.0,66.0,4.7,0.3,194.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,100.0,0.85,0.9,1.2388072092509843,1.2388072092509839,1.2388071927231452,1.2259316461737406,1.1869148069466733,
119_crpro_c100p000_d0,BSA,Other,2.0,66.0,4.7,0.3,183.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,100.0,0.85,0.9,2.1829742379918824,2.1509006252820515,2.098117517009628,2.0267667121676483,1.9075040282008893,
119_crpro_c100p000_d1,BSA,Other,2.0,66.0,4.7,0.3,183.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,100.0,0.85,0.9,3.0275414505867166,2.9028982829941543,2.697774717090413,2.420494124902646,1.9570203391556744,
237_crpro_c100p000_d0,BSA,Other,2.0,66.0,4.7,0.3,160.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,100.0,0.85,0.9,1.3936703819653868,1.3843995530286421,1.3711517300112996,1.3561974956604494,1.3375597800227608,
237_crpro_c100p000_d1,BSA,Other,2.0,66.0,4.7,0.3,160.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,100.0,0.85,0.9,1.3724877969090772,1.3633578765580616,1.3503114089985857,1.335584466082775,1.3172300276115234,
238_crpro_c125p000_d0,BSA,Other,2.0,66.0,4.7,0.3,174.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,125.0,0.85,0.9,2.4009753547795927,2.380190306734069,2.080180226484613,1.8151730180097714,1.3493684650488347,
238_crpro_c125p000_d1,BSA,Other,2.0,66.0,4.7,0.3,174.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,125.0,0.85,0.9,2.5415099278310977,2.519508283435629,2.2019379277526605,1.9214192419007419,1.4283500842259338,
28_crpro_c125p000_d0,BSA,Other,2.0,66.0,4.7,0.3,177.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,125.0,0.85,0.9,2.55989553133249,2.504284570183108,2.4282106019239906,2.331027219039759,2.080809511046936,
28_crpro_c125p000_d1,BSA,Other,2.0,66.0,4.7,0.3,177.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,125.0,0.85,0.9,2.5722200592597284,2.5157171107022473,2.438422932966998,2.3396807503062904,2.0854496061095227,
124_crpro_c125p000_d0,BSA,Other,2.0,66.0,4.7,0.3,132.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,Proline,125.0,0.85,0.9,0.7539167547746062,0.7539167547746062,0.7539167547746062,0.7539167547746062,0.6555797867605272,
124_crpro_c125p000_d1,BSA,Other,2.0,66.0,4.7,0.3,132.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,Proline,125.0,0.85,0.9,1.1083312559454066,1.1083312559454066,1.1083312559454066,1.1083312559454066,0.963766309517745,
235_crpro_c150p000_d0,BSA,Other,2.0,66.0,4.7,0.3,414.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,150.0,0.85,0.9,54.95676567241284,42.590583702328104,36.735602849381316,33.96346211224549,31.960577011498675,
235_crpro_c150p000_d1,BSA,Other,2.0,66.0,4.7,0.3,414.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,150.0,0.85,0.9,58.30965813090357,44.178068029595025,37.48722443170749,34.31933019441491,32.03051127421443,
236_crpro_c150p000_d0,BSA,Other,2.0,66.0,4.7,0.3,431.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,150.0,0.85,0.9,86.12979560544821,70.83269508229014,54.769490450187845,47.28748456011843,43.257110769585765,
236_crpro_c150p000_d1,BSA,Other,2.0,66.0,4.7,0.3,431.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,150.0,0.85,0.9,87.68172410918163,71.83765226612147,55.20008308524881,47.45054658498231,43.27606059040358,
124_crpro_c150p000_d0,BSA,Other,2.0,66.0,4.7,0.3,132.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,Proline,150.0,0.85,0.9,1.419234540301831,1.419234540301831,1.419234540301831,1.419234540301831,1.2341169915668098,
124_crpro_c150p000_d1,BSA,Other,2.0,66.0,4.7,0.3,132.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,Proline,150.0,0.85,0.9,1.5031325678004714,1.5031325678004714,1.5031325678004714,1.5031325678004714,1.3070717980873667,
121_crpro_c175p000_d0,BSA,Other,2.0,66.0,4.7,0.3,193.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,Proline,175.0,0.85,0.9,2.2209039433049096,2.2209039433049096,2.2209039330942284,2.184416459246623,2.119664029894986,
121_crpro_c175p000_d1,BSA,Other,2.0,66.0,4.7,0.3,193.0,27.5,Acetate,5.0,20.0,NaCl,140.0,none,0.0,none,0.0,Proline,175.0,0.85,0.9,3.483796432634337,3.483796432634337,3.483796402787625,3.377140335089425,3.1878633377999988,
116_crpro_c175p000_d0,BSA,Other,2.0,66.0,4.7,0.3,266.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,175.0,0.85,0.9,5.366022710847973,5.271633705312387,5.226665362050683,5.205241769681734,5.189631149872485,
116_crpro_c175p000_d1,BSA,Other,2.0,66.0,4.7,0.3,266.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,175.0,0.85,0.9,5.777847120983649,5.676214072956517,5.627794558792929,5.604726776906762,5.58791809390598,
248_crpro_c175p000_d0,BSA,Other,2.0,66.0,4.7,0.3,10.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,175.0,0.85,0.9,0.4690459007744094,0.4690459007744094,0.4690458951227757,0.4628000952688235,0.4489205347617904,
248_crpro_c175p000_d1,BSA,Other,2.0,66.0,4.7,0.3,10.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,175.0,0.85,0.9,0.695255261673798,0.695255261673798,0.6952552532965197,0.6859972570009498,0.665423924079156,
234_crpro_c200p000_d0,BSA,Other,2.0,66.0,4.7,0.3,392.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,200.0,0.85,0.9,35.77650622091694,34.650712005053656,31.323503584730528,28.026096041435736,26.994585722441037,
234_crpro_c200p000_d1,BSA,Other,2.0,66.0,4.7,0.3,392.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,200.0,0.85,0.9,23.184004802376858,23.040146845098764,22.614984413064846,22.193630042250273,22.061820013995632,
115_crpro_c200p000_d0,BSA,Other,2.0,66.0,4.7,0.3,194.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,200.0,0.85,0.9,1.4198133186878112,1.4198133186878108,1.4198132997450363,1.4050564656390396,1.3603387504255597,
115_crpro_c200p000_d1,BSA,Other,2.0,66.0,4.7,0.3,194.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,200.0,0.85,0.9,1.3024082030886932,1.3024082030886928,1.3024081857123064,1.2888716020373259,1.2478516183881754,
243_crpro_c200p000_d0,BSA,Other,2.0,66.0,4.7,0.3,5.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,200.0,0.85,0.9,0.522555332083889,0.5214921553160811,0.5194819341712952,0.515839019739474,0.49880762318563643,
243_crpro_c200p000_d1,BSA,Other,2.0,66.0,4.7,0.3,5.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,200.0,0.85,0.9,0.3979959029454794,0.39766608049999186,0.3970424626087631,0.39591234484943505,0.3906288049607343,
240_crpro_c250p000_d0,BSA,Other,2.0,66.0,4.7,0.3,182.0,27.5,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,Proline,250.0,0.85,0.9,2.9937730671423006,2.9937730671423006,2.9937730671423006,2.618683170098951,1.9449105772618198,
240_crpro_c250p000_d1,BSA,Other,2.0,66.0,4.7,0.3,182.0,27.5,Histidine,6.0,15.0,NaCl,140.0,none,0.0,none,0.0,Proline,250.0,0.85,0.9,2.2997979251809175,2.2997979251809175,2.2997979251809175,2.0116561897754206,1.494068257658137,
116_crpro_c250p000_d0,BSA,Other,2.0,66.0,4.7,0.3,266.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,250.0,0.85,0.9,6.269864437096599,5.928461217898711,5.765811584454346,5.688322862541867,5.6318595506729565,
116_crpro_c250p000_d1,BSA,Other,2.0,66.0,4.7,0.3,266.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,250.0,0.85,0.9,6.176701788596346,5.884077132906202,5.744666341477203,5.678248952025567,5.62985293152645,
114_crpro_c250p000_d0,BSA,Other,2.0,66.0,4.7,0.3,127.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,250.0,0.85,0.9,1.950676798479055,1.9181587417004178,1.8959243443920022,1.880721454902082,1.8622236610837886,
114_crpro_c250p000_d1,BSA,Other,2.0,66.0,4.7,0.3,127.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,250.0,0.85,0.9,1.2568474773886342,1.2438756763336225,1.2350061371595493,1.2289415417482352,1.2215625737182276,
116_crpro_c300p000_d0,BSA,Other,2.0,66.0,4.7,0.3,266.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,300.0,0.85,0.9,5.24907541636375,5.156743528254098,5.11275522670397,5.091798540887731,5.076528139495414,
116_crpro_c300p000_d1,BSA,Other,2.0,66.0,4.7,0.3,266.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,300.0,0.85,0.9,8.257363666045777,6.875335701614015,6.216916772955945,5.903236132033084,5.67466805891824,
235_crpro_c300p000_d0,BSA,Other,2.0,66.0,4.7,0.3,414.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,300.0,0.85,0.9,63.69999864834136,46.73021701617967,38.695582981571995,34.89144819877352,32.142942404810135,
235_crpro_c300p000_d1,BSA,Other,2.0,66.0,4.7,0.3,414.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,300.0,0.85,0.9,68.089083067839,48.80830416429548,39.679488853050785,35.357295247011216,32.23448944566362,
114_crpro_c300p000_d0,BSA,Other,2.0,66.0,4.7,0.3,127.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,300.0,0.85,0.9,2.337235649222346,2.1824704479192976,2.0766489039471643,2.004292850560813,1.9162551549679077,
114_crpro_c300p000_d1,BSA,Other,2.0,66.0,4.7,0.3,127.0,27.5,Histidine,6.0,100.0,NaCl,140.0,none,0.0,none,0.0,Proline,300.0,0.85,0.9,1.8670750890058776,1.8478051878881434,1.8346292887111957,1.8256201963423349,1.8146585739981325,
102_crsuc_c0p150_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.15,tween-80,0.25,none,0.0,0.9,0.9,9.547899782364864,9.547899782364864,9.547899767606875,8.732538659221188,4.2476677567580685,
102_crsuc_c0p150_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.15,tween-80,0.25,none,0.0,0.9,0.9,8.748910249952697,8.748910249952697,8.7489102371423,8.041151225439906,4.148142637104536,
129_crsuc_c0p150_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.15,none,0.0,none,0.0,0.9,0.9,28.33696686116181,26.48187039897112,22.240350436212214,15.079249319403925,4.804171100290765,
129_crsuc_c0p150_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.15,none,0.0,none,0.0,0.9,0.9,25.928872199960086,24.258923513159246,20.44072815986516,13.994340249696862,4.744765508704149,
50_crsuc_c0p150_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,43.6,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.15,tween-80,0.15,none,0.0,0.9,0.9,2.214148590273369,2.214148590273369,2.214148590273369,2.0284458052826992,1.8570278499066968,
50_crsuc_c0p150_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,43.6,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.15,tween-80,0.15,none,0.0,0.9,0.9,2.207563209241062,2.207563209241062,2.207563209241062,2.022412746530521,1.851504627105407,
91_crsuc_c0p300_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,152.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.3,none,0.0,none,0.0,0.9,0.9,9.091499320673458,9.091499320673424,9.091497849332685,7.5825035560269445,3.229632701246177,
91_crsuc_c0p300_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,152.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.3,none,0.0,none,0.0,0.9,0.9,8.641792179277118,8.641792179277086,8.641790807138015,7.234536884362845,3.1751480497605185,
102_crsuc_c0p300_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.3,tween-80,0.25,none,0.0,0.9,0.9,14.72460052129434,14.72460052129434,14.724600493917787,13.212078996297597,4.892496931049063,
102_crsuc_c0p300_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.3,tween-80,0.25,none,0.0,0.9,0.9,11.968768269435113,11.968768269435113,11.96876824877609,10.827382187076132,4.54922017524062,
131_crsuc_c0p300_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,108.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.3,none,0.0,none,0.0,0.9,0.9,4.594797715890645,4.594797715890644,4.594797044550473,3.6238657562540992,2.236820499554393,
131_crsuc_c0p300_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,108.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.3,none,0.0,none,0.0,0.9,0.9,4.817810087325835,4.817810087325835,4.817809355025867,3.7587144566188098,2.245721134704196,
132_crsuc_c0p350_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,0.9,0.9,9.246334120242615,9.246334120242615,9.246333162012125,6.842557385384945,4.318592191308823,
132_crsuc_c0p350_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,0.9,0.9,11.217964794707486,11.217964794707486,11.21796346117516,7.872721651171183,4.360216875844218,
91_crsuc_c0p350_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,152.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,0.9,0.9,10.997506368940963,10.997506368940918,10.99750447715082,9.057300969060327,3.4605566074835017,
91_crsuc_c0p350_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,152.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,0.9,0.9,8.908733050803265,8.908733050803232,8.908731619779218,7.441085809309099,3.207489498257913,
130_crsuc_c0p350_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,79.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,0.9,0.9,4.044841240155146,3.974974152045063,3.8562925647873443,3.663546730556293,2.8984960125118193,
130_crsuc_c0p350_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,79.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,0.9,0.9,3.2631109206059126,3.2108652613114788,3.1221167827342744,2.977984066486099,2.405889533292798,
132_crsuc_c0p400_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,0.9,0.9,12.154905180610251,12.154905180610251,12.154903668730402,8.362266938343673,4.379997379615422,
132_crsuc_c0p400_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,0.9,0.9,10.309401614107223,10.309401614107223,10.30940045352079,7.3980032700943035,4.341035466129528,
95_crsuc_c0p400_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,165.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,0.9,0.9,13.34604654420731,12.122967268552786,10.563975133246778,8.766265852146304,5.205012398197822,
95_crsuc_c0p400_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,165.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,0.9,0.9,17.862634570228288,16.082918263067818,13.814411404054749,11.198544561411952,6.016524906527434,
93_crsuc_c0p400_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,66.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,0.9,0.9,4.28479361257294,4.28479361257294,4.28479361257294,4.28479361257294,4.240160345775305,
93_crsuc_c0p400_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,66.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,0.9,0.9,4.204835116109926,4.204835116109926,4.204835116109926,4.204835116109926,4.161034750317113,
91_crsuc_c0p600_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,152.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,0.9,0.9,13.18004863952907,13.180048639529016,13.180046266288178,10.746071059089706,3.724984373954987,
91_crsuc_c0p600_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,152.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,0.9,0.9,8.430466039264623,8.43046603926459,8.430464713742316,7.071020571618854,3.1495446513963317,
132_crsuc_c0p600_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,0.9,0.9,13.768204610927182,13.768204610927182,13.7682027919542,9.205205448405593,4.414057044398382,
132_crsuc_c0p600_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,163.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,0.9,0.9,11.926439218923901,11.926439218923901,11.926437750532772,8.242894952136549,4.375174050527762,
94_crsuc_c0p600_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,57.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,0.9,0.9,4.537120140887712,4.537120140887712,4.537120140887712,4.537120140887712,4.508939270447416,
94_crsuc_c0p600_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,57.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,0.9,0.9,4.565902541174977,4.565902541174977,4.565902541174977,4.565902541174977,4.537542898062089,
129_crtre_c0p050_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Trehalose,0.05,none,0.0,none,0.0,0.9,0.9,0.7488718658374413,0.746114133771661,0.7398088144271701,0.7291633312522432,0.7138887009239704,
129_crtre_c0p050_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Trehalose,0.05,none,0.0,none,0.0,0.9,0.9,1.0209357246098034,1.0171761132352877,1.0085800822351576,0.994067113361822,0.9732432361489918,
102_crtre_c0p050_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140.0,Trehalose,0.05,tween-80,0.25,none,0.0,0.9,0.9,0.43597943274497947,0.43597943274497947,0.43597943269184297,0.4330437058036244,0.41689582241411866,
102_crtre_c0p050_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140.0,Trehalose,0.05,tween-80,0.25,none,0.0,0.9,0.9,0.5234689394598916,0.5234689394598916,0.5234689393960921,0.5199440899988531,0.5005557547757763,
131_crtre_c0p050_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,108.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Trehalose,0.05,none,0.0,none,0.0,0.9,0.9,0.16435251611040644,0.16435251611040644,0.16435251386414185,0.1611038350895478,0.15646286354072875,
131_crtre_c0p050_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,108.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Trehalose,0.05,none,0.0,none,0.0,0.9,0.9,0.3010086795975966,0.3010086795975966,0.3010086754836034,0.295058778691513,0.2865589227049968,
129_crtre_c0p100_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Trehalose,0.1,none,0.0,none,0.0,0.9,0.9,3.4987435067349626,3.485859330417731,3.4564007593045565,3.406664860770458,3.3353014992706127,
129_crtre_c0p100_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,203.0,27.5,Acetate,5.0,20.0,NaCl,140.0,Trehalose,0.1,none,0.0,none,0.0,0.9,0.9,1.914971402303581,1.907919490912466,1.891795896506113,1.8645738886117555,1.82551449595225,
95_crtre_c0p100_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,165.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Trehalose,0.1,none,0.0,none,0.0,0.9,0.9,1.3236847701826677,1.3172148165314115,1.30896792112661,1.2994582385094067,1.2806196029065813,
95_crtre_c0p100_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,165.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Trehalose,0.1,none,0.0,none,0.0,0.9,0.9,1.678689860031636,1.6704846998349676,1.6600260317255877,1.6479659037092962,1.6240748480171392,
52_crtre_c0p100_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,85.7,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.1,tween-20,0.0624,none,0.0,0.9,0.9,0.2454370405171131,0.2454370405171131,0.2454370349994697,0.24029418316321577,0.23354418575721414,
52_crtre_c0p100_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,85.7,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.1,tween-20,0.0624,none,0.0,0.9,0.9,0.305166379074635,0.305166379074635,0.3051663722142229,0.2987719605570406,0.2903792898223677,
102_crtre_c0p150_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140.0,Trehalose,0.15,tween-80,0.25,none,0.0,0.9,0.9,0.7821987145674522,0.7821987145674522,0.782198714472119,0.7769316728967223,0.7479604584733007,
102_crtre_c0p150_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,150.8,27.5,Histidine,6.0,100.0,NaCl,140.0,Trehalose,0.15,tween-80,0.25,none,0.0,0.9,0.9,1.1589154641667054,1.1589154641667054,1.1589154640254586,1.1511117489100333,1.1081876328437477,
95_crtre_c0p150_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,165.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Trehalose,0.15,none,0.0,none,0.0,0.9,0.9,2.098781318151435,2.088522819936117,2.075446874364909,2.0603687041931833,2.030498921482594,
95_crtre_c0p150_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,165.0,27.5,Histidine,6.0,100.0,NaCl,140.0,Trehalose,0.15,none,0.0,none,0.0,0.9,0.9,3.059707040899104,3.044751695648506,3.0256889365203286,3.0037072355020737,2.9601615913326214,
52_crtre_c0p150_d0,BGG,Polyclonal,3.0,150.0,6.6,1.0,85.7,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.15,tween-20,0.0624,none,0.0,0.9,0.9,0.9104660353334932,0.9104660353334932,0.9104660148654055,0.8913882427744597,0.8663486506908632,
52_crtre_c0p150_d1,BGG,Polyclonal,3.0,150.0,6.6,1.0,85.7,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.15,tween-20,0.0624,none,0.0,0.9,0.9,0.33565723507967576,0.33565723507967576,0.335657227533802,0.3286239149411126,0.3193926861855837,
