ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,_conc_bin
421_crtre_c0p250_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,6.187614000773139,6.187614000772911,6.187613070279205,5.546534997709699,3.138762713874451,
421_crtre_c0p250_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,6.124716326899556,6.124716326899332,6.124715414535338,5.49612808724601,3.1352687639016983,
393_crtre_c0p250_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,2.692316747254384,2.5439916138182554,2.5291591004746365,2.527675849140275,2.527512142141149,
393_crtre_c0p250_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,2.789025327692742,2.5536624718620944,2.5301261862790208,2.5277725577207133,2.5275127868650182,
388_crtre_c0p250_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,2.154062234708856,2.154062234708856,2.154062234708856,1.9854834511229456,1.723249787767085,
388_crtre_c0p250_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,1.7284957828466079,1.7284957828466079,1.7284957828466079,1.5932221998412213,1.3827966262772864,
421_crtre_c0p300_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,6.434979835047666,6.43497983504742,6.434978833252654,5.744776787781509,3.152503823786729,
421_crtre_c0p300_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,6.670380704931621,6.670380704931358,6.670379635284327,5.93342971944897,3.1655802829348074,
393_crtre_c0p300_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,2.8327705657170514,2.5580369956645272,2.530563638659264,2.5278163029587373,2.5275130784999384,
393_crtre_c0p300_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,2.8341086558348128,2.5581708046763034,2.5305770195604413,2.527817641048855,2.5275130874205396,
397_crtre_c0p300_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,1.1976113134077613,1.1807110659687992,1.1647034507373233,1.1562353165510344,1.1517872499453023,
397_crtre_c0p300_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,1.2036147212934711,1.186629755985189,1.170541897487441,1.162031314083295,1.1575609501279653,
387_crtre_c0p400_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,4.108383334294605,4.108383334294601,4.10838278665463,3.4337207058848143,1.8166726700139546,
387_crtre_c0p400_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,4.524727796468468,4.524727796468462,4.524727159187821,3.7396327404807326,1.857897537140299,
393_crtre_c0p400_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,2.989878799013424,2.57374781899417,2.5321347209922282,2.527973411192034,2.5275141258881604,
393_crtre_c0p400_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,2.9793072675867056,2.5726906658514976,2.532029005677961,2.5279628396606073,2.5275140554112845,
389_crtre_c0p400_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,30.0,none,0.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,2.2827497145957,2.2827497145957,2.2827497145957,2.104583883212621,1.8261997716765603,
389_crtre_c0p400_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,30.0,none,0.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,2.219103604809125,2.219103604809125,2.219103604809125,2.0459052746776814,1.7752828838473003,
393_crtre_c0p450_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,3.057768311510446,2.5805367702438744,2.5328136161171986,2.528041300704531,2.5275145784849107,
393_crtre_c0p450_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,3.0433312455268045,2.57909306364551,2.5326692454573623,2.5280268636385475,2.527514482237804,
421_crtre_c0p450_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,9.017126979624912,9.017126979624482,9.017125233548136,7.814138846899628,3.295941448579864,
421_crtre_c0p450_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,8.265621925515992,8.265621925515616,8.2656203960541,7.211874158198814,3.254195531733956,
388_crtre_c0p450_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,2.4239735332874335,2.4239735332874335,2.4239735332874335,2.234271256769287,1.939178826629947,
388_crtre_c0p450_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,2.60706419216773,2.60706419216773,2.60706419216773,2.4030330814763428,2.0856513537341845,
393_crtre_c0p500_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,3.0725820474600765,2.582018143838838,2.532961753476695,2.5280561144404805,2.52751467724315,
393_crtre_c0p500_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,2.9807836085638546,2.5728382999492125,2.5320437690877324,2.5279643160015843,2.5275140652535577,
387_crtre_c0p500_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,5.43160254728563,5.431602547285623,5.431601714751125,4.405965369711897,1.9476928736928054,
387_crtre_c0p500_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,5.62793871547664,5.627938715476633,5.6279378406701515,4.550224756188369,1.967133344699695,
389_crtre_c0p500_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,30.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,2.756648343025857,2.756648343025857,2.756648343025857,2.5414953016189608,2.2053186744206856,
389_crtre_c0p500_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,30.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,2.585524475696086,2.585524475696086,2.585524475696086,2.383727443446636,2.068419580556869,
393_crtre_c0p600_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,3.2224675156854232,2.5970066906613782,2.534460608158949,2.528205999908706,2.527515676479605,
393_crtre_c0p600_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,3.289057031376536,2.603665642230492,2.5351265033158605,2.528272589424397,2.5275161204097096,
421_crtre_c0p600_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,10.343745384873715,10.343745384873191,10.343743256410564,8.87730590944095,3.3696347675122746,
421_crtre_c0p600_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,11.754334835920686,11.754334835920062,11.754332300867226,10.007768322134616,3.4479926569305226,
389_crtre_c0p600_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,30.0,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,3.770390859976366,3.770390859976366,3.770390859976366,3.4761164513928446,3.016312687981093,
389_crtre_c0p600_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,30.0,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,3.09660668593936,3.09660668593936,3.09660668593936,2.8549203104514103,2.477285348751488,
387_crtre_c0p700_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,6.413766686268968,6.413766686268959,6.413765642270489,5.12761740873451,2.044943083085384,
387_crtre_c0p700_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,6.6769841339763,6.676984133976291,6.6769830333060245,5.321018287777955,2.071005887548816,
421_crtre_c0p700_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,18.494777602956557,18.494777602955455,18.49477312502829,15.409635738193447,3.8224225582582347,
421_crtre_c0p700_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,13.635380315246977,13.63538031524622,13.635377237998293,11.515259541048394,3.5524842604586406,
388_crtre_c0p700_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,3.561248646504745,3.561248646504745,3.561248646504745,3.2825422306913303,2.8489989172037964,
388_crtre_c0p700_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,3.5489705848541515,3.5489705848541515,3.5489705848541515,3.271225060822088,2.8391764678833216,
387_crtre_c0p800_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,8.100437998213401,8.10043799821339,8.100436591067663,6.366911069655169,2.2119509504596113,
387_crtre_c0p800_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,9.220132573044504,9.220132573044491,9.220130924823923,7.189614567917522,2.322818907795922,
421_crtre_c0p800_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,17.034937506581965,17.034937506580967,17.034933449440082,14.239703298765596,3.741328807872435,
421_crtre_c0p800_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,12.378775261027599,12.37877526102693,12.378772545984543,10.50820197348929,3.482680165576284,
397_crtre_c0p800_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,2.7618985710855446,2.227832960771676,1.7219754679068933,1.4543735130388358,1.3138099257252949,
397_crtre_c0p800_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,2.033601199059632,1.7655995881052955,1.5117532059699452,1.3774667931881512,1.306930014346671,
387_crtre_c0p900_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,8.323086562324278,8.323086562324265,8.323085107241388,6.530503674901772,2.2339967762246946,
387_crtre_c0p900_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,8.453806539340624,8.453806539340611,8.453805056113186,6.626551101406759,2.246940178077863,
393_crtre_c0p900_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,3.0492833040720346,2.579688269500033,2.5327287660428146,2.5280328156970926,2.5275145219181945,
393_crtre_c0p900_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,3.481304904779493,2.6228904295707944,2.537048982049891,2.5284648372978,2.527517402062199,
389_crtre_c0p900_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,30.0,none,0.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,5.393911709979347,5.393911709979347,5.393911709979347,4.972923478956569,4.315129367983477,
389_crtre_c0p900_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,30.0,none,0.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,4.6012242294188015,4.6012242294188015,4.6012242294188015,4.242104289561724,3.6809793835350404,
421_crtre_c1p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,9.213511142302606,9.213511142302162,9.213509339619778,7.97152334611779,3.306850539450473,
421_crtre_c1p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,12.752623423388474,12.75262342338778,12.752620600586893,10.807808138337531,3.5034473370192196,
393_crtre_c1p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,3.6251068577419314,2.6372706248670434,2.538487001579516,2.5286086392507627,2.5275183607418854,
393_crtre_c1p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,3.9650624074873986,2.671266179841602,2.541886557076972,2.528948594800508,2.5275206271122173,
388_crtre_c1p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,4.903563724428384,4.903563724428384,4.903563724428384,4.519806563386163,3.9228509795427065,
388_crtre_c1p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,4.96936732514711,4.96936732514711,4.96936732514711,4.580460317092119,3.975493860117689,
387_crlys_c25p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,2.1636192816078976,2.1636192816078967,2.163619152683611,2.0047915805636816,1.6241094274395373,
387_crlys_c25p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,2.4612873349027793,2.461287334902778,2.461287141889338,2.223505285418047,1.6535834016597462,
393_crlys_c25p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,2.5914677713530763,2.533906716228121,2.528150610715623,2.5275750001643735,2.527511469814643,
393_crlys_c25p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,2.6517761791873378,2.5399375570115494,2.528753694793966,2.527635308572208,2.5275118718706953,
388_crlys_c25p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,1.192321902766847,1.192321902766847,1.192321902766847,1.099009753854659,0.9538575222134776,
388_crlys_c25p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,1.4279675723552467,1.4279675723552467,1.4279675723552467,1.3162135884317927,1.1423740578841974,
387_crlys_c50p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,2.440931782222036,2.4409317822220347,2.440931593591229,2.208548899296378,1.6515678711776896,
387_crlys_c50p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,2.7588372568729502,2.758837256872948,2.758836999795789,2.4421321924471133,1.683045678959239,
421_crlys_c50p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,5.320091119017724,5.320091119017556,5.32009043857982,4.851292303778953,3.0905720358668023,
421_crlys_c50p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,3.860812329341005,3.860812329340941,3.860812069527693,3.681809701916148,3.0095094659269708,
397_crlys_c50p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,0.6754819275984865,0.6659497767335467,0.656921092158044,0.6521448583839651,0.6496360405636183,
397_crlys_c50p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,0.6074159083324724,0.5988442799299563,0.5907253852291402,0.5864304363078496,0.5841744235369315,
421_crlys_c75p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,5.1051941237308816,5.10519412373073,5.105193505235192,4.679071410171481,3.0786345617984248,
421_crlys_c75p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,4.6180540104423455,4.618054010442228,4.618053532360615,4.288671788666239,3.051574050960261,
387_crlys_c75p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,1.8847785709392095,1.884778570939209,1.884778502050473,1.7999113986982884,1.5964996660734025,
387_crlys_c75p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,1.9532547412932593,1.9532547412932586,1.9532546576613221,1.8502247485744219,1.6032799196389893,
397_crlys_c75p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,0.6596519144862039,0.6503431509052388,0.6415260548110518,0.6368617527411117,0.634411729416028,
397_crlys_c75p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,0.7489396204113168,0.7383708617831289,0.728360320682746,0.7230646783219328,0.7202830301544801,
387_crlys_c100p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.4,1.5,2.3484560885409986,2.3484560885409973,2.348455919820588,2.140601730125622,1.642411274823526,
387_crlys_c100p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.4,1.5,2.585184834394525,2.585184834394523,2.5851846147054434,2.3145398483685664,1.6658512673764292,
421_crlys_c100p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.4,1.5,4.990909287785593,4.990909287785449,4.990908702231527,4.58748224418054,3.072286067890054,
421_crlys_c100p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.4,1.5,5.064723544471527,5.064723544471378,5.064722937641136,4.646637828140449,3.0763864312938733,
392_crlys_c100p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.4,1.5,1.284612488161789,1.2766064796301682,1.0770069652481384,1.0007504498712065,0.9624993202008006,
392_crlys_c100p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.4,1.5,0.9315192913404864,0.9303781150059921,0.9019272032576866,0.8910576007141159,0.8856052852718911,
387_crlys_c125p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,125.0,1.4,1.5,2.562703201934507,2.562703201934505,2.562702987085813,2.298021310110671,1.6636252204485837,
387_crlys_c125p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,125.0,1.4,1.5,2.3062095487005014,2.3062095487005,2.3062093890759447,2.109560786552684,1.638228180896015,
393_crlys_c125p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,125.0,1.4,1.5,2.6688458961576016,2.5416445287085763,2.5289243919636686,2.527652378289178,2.527511985668808,
393_crlys_c125p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,125.0,1.4,1.5,2.6984576482978624,2.5446057039226035,2.5292205094850715,2.527681990041318,2.527512183080489,
392_crlys_c125p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,125.0,1.4,1.5,1.2764610463529906,1.2686547595570485,1.0740345505674078,0.9996803668639609,0.9623834682537984,
392_crlys_c125p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,125.0,1.4,1.5,0.7482152982335968,0.7472986821212004,0.7244463293930643,0.7157156428850961,0.7113362318921179,
421_crlys_c150p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,150.0,1.4,1.5,4.2504904470061735,4.250490447006082,4.250490074871487,3.994102172799673,3.031155987407799,
421_crlys_c150p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,110.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,150.0,1.4,1.5,4.5179211861519075,4.517921186151797,4.517920736932605,4.208424205605708,3.04601169774185,
393_crlys_c150p000_d0,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,150.0,1.4,1.5,2.794046231381621,2.5541645622309828,2.5301763953159093,2.527777578624402,2.5275128203377095,
393_crlys_c150p000_d1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,150.0,1.4,1.5,2.7441484754801477,2.5491747866408336,2.5296774177568944,2.5277276808685003,2.527512487686004,
