ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,_conc_bin
164_crpro_c75p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,35.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.1,Proline,75.0,1.0,1.0,0.7373813796968,0.7286242783189204,0.710619049771673,0.7038959907597551,0.7009753140575086,
229_crpro_c125p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,125.0,1.0,1.0,35.25347428583971,33.51362544664024,26.25985379999726,15.661521479363287,3.9877968770107857,
229_crpro_c125p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,125.0,1.0,1.0,22.1563593970125,21.062886570328228,16.503983516298277,9.843066694285636,2.5062795256133006,
162_crpro_c125p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,139.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,125.0,1.0,1.0,2.704222125589108,2.5058883175121567,2.2698912530783906,2.0113813343985814,1.5035768396334663,
162_crpro_c125p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,139.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,125.0,1.0,1.0,3.187605829969688,2.9264936991932506,2.6157968142356642,2.2754611127846074,1.6069219719714278,
164_crpro_c125p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,35.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.1,Proline,125.0,1.0,1.0,0.5302699925174701,0.5239725347703919,0.5110245099491656,0.5061897845952243,0.5040894505541301,
164_crpro_c125p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,35.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.1,Proline,125.0,1.0,1.0,0.6564786124653305,0.6486823079747934,0.632652546742311,0.6266671169861633,0.6240668861670192,
229_crpro_c150p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,150.0,1.0,1.0,23.052975844754634,21.915252710337207,17.17186142930836,10.241392761135286,2.607702841828655,
229_crpro_c150p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,150.0,1.0,1.0,20.383608701982716,19.377625641950363,15.183484614604938,9.055513874309614,2.3057497954641777,
161_crpro_c150p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,143.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,150.0,1.0,1.0,2.4762720812294905,2.4762720812294905,2.4762720590628193,2.4191879419175173,2.3557611292896983,
161_crpro_c150p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,143.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,150.0,1.0,1.0,2.794180654874242,2.794180654874242,2.794180591655294,2.6313777144345747,2.4504855835732986,
163_crpro_c150p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,100.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,150.0,1.0,1.0,1.7545127876252007,1.6269472884472564,1.4777573687455339,1.3151722271768107,0.9841797819981267,
163_crpro_c150p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,100.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,150.0,1.0,1.0,1.6735920362996035,1.5558840278395938,1.4182226033669587,1.2682010588069548,0.9627857091367042,
161_crpro_c175p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,143.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,175.0,1.0,1.0,1.863994929045835,1.863994929045835,1.8639949123600426,1.8210252784113083,1.7732812287973847,
161_crpro_c175p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,143.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,175.0,1.0,1.0,3.0795691919939485,3.0795691919939485,3.07956907768115,2.7851881496609483,2.458098148159936,
229_crpro_c175p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,175.0,1.0,1.0,22.79988628468426,21.67465376534016,16.983338312640022,10.128956535726521,2.5790738973714538,
229_crpro_c175p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,175.0,1.0,1.0,23.384337541309083,22.23026086231812,17.418688440906873,10.388601750693239,2.645185761326651,
164_crpro_c175p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,35.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.1,Proline,175.0,1.0,1.0,0.6497794652078719,0.6420627194277853,0.6261965366104397,0.620272186186618,0.6176984898635413,
164_crpro_c175p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,35.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,tween-80,0.1,Proline,175.0,1.0,1.0,0.6755124204782899,0.6674900715133925,0.6509955466282957,0.6448365765333002,0.6421609551480948,
229_crpro_c200p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,200.0,1.0,1.0,29.986856782299064,28.50692894480703,22.336819022144592,13.321801924731375,3.392048478916993,
229_crpro_c200p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,200.0,1.0,1.0,15.772961432040727,14.994525570208609,11.749073519393669,7.007212175972646,1.7842033335468563,
162_crpro_c200p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,139.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,200.0,1.0,1.0,3.411470145323036,3.1212841626504932,2.7759923502531993,2.397761550824419,1.6547830957252478,
162_crpro_c200p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,139.0,27.5,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,200.0,1.0,1.0,3.9407530110420304,3.581827659949954,3.15474298875903,2.6869167304796813,1.7679412500160248,
444_crpro_c200p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,200.0,1.0,1.0,5.197100137262625,4.95368605444586,4.459531564462249,3.56746001856441,0.8477613310277698,
444_crpro_c200p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,135.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,200.0,1.0,1.0,4.116641274781803,3.9238328943423753,3.5324129493742227,2.8258027647443775,0.6715284797108573,
229_crpro_c300p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,300.0,1.0,1.0,15.754759392590538,14.97722184781369,11.735515057298608,6.999125834481706,1.7821443581537886,
229_crpro_c300p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,267.0,27.5,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,300.0,1.0,1.0,24.145614478646586,22.953966841826144,17.9857537154867,10.726802604577427,2.7312997644073134,
161_crpro_c300p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,143.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,300.0,1.0,1.0,1.9557891012930508,1.9557891012930508,1.9557890837855507,1.9107033700564338,1.8606081201008422,
161_crpro_c300p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,143.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,300.0,1.0,1.0,2.2183748788258653,2.2183748788258653,2.2183748589677945,2.167235901978781,2.110414824503446,
167_crpro_c300p000_d0,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,100.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,300.0,1.0,1.0,1.2825142079947998,1.1370537900487514,0.9867403946760174,0.8365550589226383,0.5353734537378748,
167_crpro_c300p000_d1,Adalimumab,mAb_IgG1,3.0,148.0,8.7,0.3,100.0,27.5,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Proline,300.0,1.0,1.0,1.1081673222147037,0.9824813707063833,0.8526021747805501,0.722833629541245,0.4625958469267987,
171_crsuc_c0p050_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.0,1.0,5.356224928341871,5.356224928341871,5.356224928341871,4.391439071684017,2.9109918088814517,
171_crsuc_c0p050_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.0,1.0,6.836710286302805,6.836710286302805,6.836710286302805,5.605253153987394,3.7156034164689165,
172_crsuc_c0p050_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.0,1.0,5.560438476757942,5.553989979588862,5.106135453519335,4.227822784693215,2.7884966426870856,
172_crsuc_c0p050_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.0,1.0,6.273718361675369,6.266442666554568,5.76113842205908,4.770157883251043,3.146198390975859,
173_crsuc_c0p050_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.0,1.0,5.70282111159817,5.179240222708579,4.576120479202334,3.9149407242609486,2.461317443426054,
173_crsuc_c0p050_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.0,1.0,7.609663650408151,6.897101846820141,6.076292490841201,5.176466984077412,3.198173947205985,
171_crsuc_c0p150_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.15,none,0.0,none,0.0,1.0,1.0,4.045250040005087,4.045250040005087,4.045250040005087,3.3166025172712508,2.1985054565245035,
171_crsuc_c0p150_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.15,none,0.0,none,0.0,1.0,1.0,4.493567259858382,4.493567259858382,4.493567259858382,3.684166945970847,2.4421561194882506,
172_crsuc_c0p150_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.15,none,0.0,none,0.0,1.0,1.0,4.217306634748701,4.212415781264935,3.8727411545084323,3.2065861631157486,2.114931302870103,
172_crsuc_c0p150_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.15,none,0.0,none,0.0,1.0,1.0,4.733221681597513,4.727732516176119,4.346504531754677,3.598856916429656,2.3736568300138665,
221_crsuc_c0p150_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.15,none,0.0,none,0.0,1.0,1.0,5.473370711832015,3.8864105284038297,2.889807187500665,2.26394513693101,1.5913066124117363,
221_crsuc_c0p150_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.15,none,0.0,none,0.0,1.0,1.0,6.977109172216014,4.830750990105352,3.482848404140358,2.6363721364051074,1.7266308487654725,
172_crsuc_c0p200_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.2,none,0.0,none,0.0,1.0,1.0,4.272346976571271,4.267392292242165,3.923284549949057,3.2484355266519924,2.1425334081763867,
172_crsuc_c0p200_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.2,none,0.0,none,0.0,1.0,1.0,3.69133442076331,3.6870535426163946,3.3897423081723472,2.806668545162078,1.851162220813806,
218_crsuc_c0p200_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.2,none,0.0,none,0.0,1.0,1.0,20.52925473893897,20.52925473893897,18.62911108580391,10.23253034830166,4.904424834443205,
218_crsuc_c0p200_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.2,none,0.0,none,0.0,1.0,1.0,21.073306599600645,21.073306599600645,19.122806676685766,10.503705665967303,5.034398449685707,
176_crsuc_c0p200_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,80.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.2,tween-80,0.1,none,0.0,1.0,1.0,2.7283352946736077,2.6376911310650293,2.421567806778365,2.338925916699112,2.303254362555147,
176_crsuc_c0p200_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,80.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.2,tween-80,0.1,none,0.0,1.0,1.0,2.361644596939959,2.3367577672701954,2.2774199771129444,2.2547302135351037,2.244936401592946,
171_crsuc_c0p400_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.0,1.0,3.0388851301819804,3.0388851301819804,3.0388851301819804,2.491508305490816,1.6515680055336848,
171_crsuc_c0p400_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.0,1.0,3.027606026595499,3.027606026595499,3.027606026595499,2.482260841680782,1.6454380579323367,
218_crsuc_c0p400_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.0,1.0,14.627835427815565,14.627835427815565,13.273914450131572,7.291047427122579,3.494579820778952,
218_crsuc_c0p400_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.0,1.0,14.616403764039939,14.616403764039939,13.263540876561573,7.285349468380134,3.49184880416714,
220_crsuc_c0p400_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.4,tween-80,0.1,none,0.0,1.0,1.0,2.1515326474947205,2.151532647494425,2.1486622939657556,1.672845358564271,1.5992485540200312,
220_crsuc_c0p400_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.4,tween-80,0.1,none,0.0,1.0,1.0,2.017147940291384,2.01714794029116,2.0149753923847853,1.654833313543563,1.5991284736931923,
218_crsuc_c0p600_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,1.0,1.0,15.623611687605903,15.623611687605903,14.177523801573587,7.787378683565916,3.732470084218544,
218_crsuc_c0p600_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,1.0,1.0,10.984974436198835,10.984974436198835,9.968228834849599,5.47531246131987,2.624302835914918,
171_crsuc_c0p600_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.6,none,0.0,none,0.0,1.0,1.0,2.7307742122172245,2.7307742122172245,2.7307742122172245,2.238895627407911,1.4841164196832743,
171_crsuc_c0p600_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.6,none,0.0,none,0.0,1.0,1.0,2.1421478443077886,2.1421478443077886,2.1421478443077886,1.7562951270101124,1.164210784949885,
176_crsuc_c0p600_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,80.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.6,tween-80,0.1,none,0.0,1.0,1.0,1.894602120767927,1.8746369488988748,1.8270338915975024,1.808831290643066,1.8009743180486049,
176_crsuc_c0p600_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,80.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.6,tween-80,0.1,none,0.0,1.0,1.0,1.8992774784319097,1.8792630380023048,1.8315425094301343,1.8132949894560557,1.805418628011222,
218_crsuc_c0p700_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.7,none,0.0,none,0.0,1.0,1.0,11.107685139602982,11.107685139602982,10.079581699539668,5.536475957638257,2.6536183385417993,
218_crsuc_c0p700_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.7,none,0.0,none,0.0,1.0,1.0,11.15549416097341,11.15549416097341,10.122965620745722,5.560305720009883,2.665039880857936,
172_crsuc_c0p700_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.7,none,0.0,none,0.0,1.0,1.0,3.5364443932764957,3.532343142672973,3.2475072193294716,2.6888994897058027,1.7734866339984796,
172_crsuc_c0p700_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.7,none,0.0,none,0.0,1.0,1.0,3.162761585972701,3.1590936991290883,2.904355318859735,2.4047735716562144,1.5860889570073533,
221_crsuc_c0p700_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.7,none,0.0,none,0.0,1.0,1.0,3.3029870533450527,2.5234201147639306,2.0338558373733777,1.726411852431856,1.395989727915496,
221_crsuc_c0p700_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.7,none,0.0,none,0.0,1.0,1.0,3.4720710062930227,2.6296040173505744,2.100538811715144,1.7682884359698945,1.4112059090634546,
172_crsuc_c0p800_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.8,none,0.0,none,0.0,1.0,1.0,2.6060329850528166,2.6030107420414272,2.393112966475554,1.9814706480292563,1.3068958967762225,
172_crsuc_c0p800_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,0.8,none,0.0,none,0.0,1.0,1.0,2.0451017342608573,2.042730008937578,1.8780113322019636,1.5549722823594607,1.025595255441973,
171_crsuc_c0p800_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.8,none,0.0,none,0.0,1.0,1.0,2.442375200010278,2.442375200010278,2.442375200010278,2.002444263362464,1.3273778260925424,
171_crsuc_c0p800_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.8,none,0.0,none,0.0,1.0,1.0,1.829135504099771,1.829135504099771,1.829135504099771,1.4996638915600606,0.994095382662919,
179_crsuc_c0p800_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,75.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.8,tween-80,0.05,none,0.0,1.0,1.0,1.568797057554801,1.5548445805392144,1.5465563059206306,1.5416327726769312,1.5367478213527155,
179_crsuc_c0p800_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,75.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.8,tween-80,0.05,none,0.0,1.0,1.0,1.1904896496762654,1.1799017413203614,1.173612141846942,1.1698758935296507,1.1661689232987684,
218_crsuc_c0p900_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.9,none,0.0,none,0.0,1.0,1.0,7.081137125850459,7.081137125850459,6.42572230744779,3.529497366668428,1.6916787880393214,
218_crsuc_c0p900_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.9,none,0.0,none,0.0,1.0,1.0,10.054294518396487,10.054294518396487,9.123690648025832,5.011427599225764,2.401964043794532,
171_crsuc_c0p900_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.9,none,0.0,none,0.0,1.0,1.0,2.6275536602578526,2.6275536602578526,2.6275536602578526,2.154267597230041,1.4280182936183983,
171_crsuc_c0p900_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,0.9,none,0.0,none,0.0,1.0,1.0,1.7928468054415818,1.7928468054415818,1.7928468054415818,1.4699116665732224,0.9743732638269466,
221_crsuc_c0p900_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.9,none,0.0,none,0.0,1.0,1.0,3.440274252453861,2.6096358101176387,2.0879988746989993,1.760413416518499,1.4083444597189232,
221_crsuc_c0p900_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,100.0,27.5,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.9,none,0.0,none,0.0,1.0,1.0,3.239778604204217,2.483725515192506,2.008927821918605,1.7107571799770989,1.3903014813643617,
171_crsuc_c1p000_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,1.0,none,0.0,none,0.0,1.0,1.0,2.1937678949878365,2.1937678949878365,2.1937678949878365,1.7986171561390958,1.1922651603194765,
171_crsuc_c1p000_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,146.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,1.0,none,0.0,none,0.0,1.0,1.0,1.762597778175723,1.762597778175723,1.762597778175723,1.4451112218583568,0.9579335750955017,
172_crsuc_c1p000_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,1.0,none,0.0,none,0.0,1.0,1.0,2.7245747765061714,2.7214150593711497,2.501969569528303,2.0716026922807482,1.366343256704306,
172_crsuc_c1p000_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Sucrose,1.0,none,0.0,none,0.0,1.0,1.0,2.456871360833874,2.4540221020782282,2.2561382546947395,1.8680571256765397,1.232093039035624,
177_crsuc_c1p000_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,75.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,1.0,none,0.0,none,0.0,1.0,1.0,0.9190777724691923,0.9190777724691923,0.9190777724691923,0.8191780145921063,0.7459181921489099,
177_crsuc_c1p000_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,75.0,27.5,Acetate,5.0,20.0,none,0.0,Sucrose,1.0,none,0.0,none,0.0,1.0,1.0,1.0129141766407304,1.0129141766407304,1.0129141766407304,0.9028148096145642,0.8220752737953756,
172_crtre_c0p050_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Trehalose,0.05,none,0.0,none,0.0,1.0,1.0,1.6564389213019834,1.6545179322038361,1.5211033334876292,1.2594564695222394,0.8306852760216005,
172_crtre_c0p050_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,136.0,27.5,Histidine,6.0,15.0,none,0.0,Trehalose,0.05,none,0.0,none,0.0,1.0,1.0,0.5506008233014302,0.5499622859153602,0.5056152309476862,0.41864373030198454,0.27612004946271446,
218_crtre_c0p050_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.05,none,0.0,none,0.0,1.0,1.0,5.7758277341554844,5.7758277341554844,5.241229544877804,2.8788834922588618,1.3798412723248243,
218_crtre_c0p050_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.05,none,0.0,none,0.0,1.0,1.0,2.78796383591536,2.78796383591536,2.529915901133951,1.3896230001404264,0.6660426424763397,
177_crtre_c0p050_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,75.0,27.5,Acetate,5.0,20.0,none,0.0,Trehalose,0.05,none,0.0,none,0.0,1.0,1.0,0.22292211058967734,0.22292211058967734,0.22292211058967734,0.19869144639514721,0.18092229265249177,
177_crtre_c0p050_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,75.0,27.5,Acetate,5.0,20.0,none,0.0,Trehalose,0.05,none,0.0,none,0.0,1.0,1.0,0.2865312546917932,0.2865312546917932,0.2865312546917932,0.2553865530948592,0.23254710525710756,
218_crtre_c0p100_d0,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.1,none,0.0,none,0.0,1.0,1.0,14.833869564243484,14.833869564243484,13.460878510142157,7.393742365667329,3.5438012342345284,
218_crtre_c0p100_d1,Bevacizumab,mAb_IgG1,3.0,149.0,8.3,0.3,250.0,27.5,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.1,none,0.0,none,0.0,1.0,1.0,6.661227584997526,6.661227584997526,6.044678690326086,3.3201991152239074,1.5913626875979077,
