ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,_conc_bin
271_cb1_s19,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,68.2676027064884,27.560174659508135,Acetate,5.0,20.531456331299292,none,0.0,Trehalose,0.5031318447386498,none,0.0,none,0.0,1.3,1.1,3.4257090979433826,3.1405306496881655,2.77201112294937,2.434699744624517,2.168594268762785,1.0
272_cb1_s20,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,53.07298831257311,27.285541961392305,Acetate,5.0,20.06322139596805,none,0.0,none,0.0,tween-20,0.049903376329985115,none,0.0,1.3,1.1,1.178170722273622,1.1781707222736197,1.1781575605287842,1.0164042444602535,0.9730806046402821,1.0
273_cb1_s21,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,53.8975612791806,27.086160619455832,Acetate,5.0,19.41328592375373,none,0.0,Trehalose,0.2474929892655718,tween-80,0.025487656229238993,none,0.0,1.3,1.1,1.6677447524416869,1.6275487286315498,1.6275487286315498,1.3458398981946575,1.2436603953021712,1.0
288_cb1_s22,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,54.14178095797079,28.231816197221473,PBS,7.4,9.760642270714738,NaCl,142.5023535302895,none,0.0,tween-80,0.025446476935054387,none,0.0,1.3,1.1,1.6856783180703159,1.6856783180703157,1.6856781084328776,1.4574274081318606,1.2448848241457438,1.0
426_cb1_s23,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,47.49566055741829,24.059994983046117,Histidine,6.0,15.213813608658398,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.721666453638042,1.7114528416214678,1.5023986355190837,1.4791728211311692,1.476609372922827,1.0
494_cb1_s24,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,55.24451884138094,26.295802389067106,Histidine,6.0,14.71430508577836,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.6263129191258467,1.6153017320274143,1.3956381305010712,1.2589556336871477,1.120015452393159,1.0
501_cb1_s25,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,52.207163540227725,25.11401577782159,PBS,7.4,10.333444822310227,NaCl,144.2650681407943,none,0.0,none,0.0,none,0.0,1.3,1.1,1.4891374433543743,1.4891199095611696,1.2715636759172972,1.221362871462499,1.215822176043968,1.0
225_cb2_s1,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,101.44295864751469,26.92242259321882,Acetate,5.0,20.302998059734993,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.239914152642731,3.1921502063670184,2.4521378369584137,1.9790635684387414,1.4733265544181129,2.0
269_cb2_s2,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,102.49923781059334,27.92864195214793,Acetate,5.0,19.984392192248983,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.164992991311316,3.1649929913113155,3.1649925093065585,2.5968447434866047,1.8363198492268786,2.0
279_cb2_s3,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,100.37895964244217,28.05409418525736,Histidine,6.0,14.623523199599312,none,0.0,Trehalose,0.2509235523739054,tween-80,0.05093791553751066,none,0.0,1.3,1.1,2.9031413695266073,2.9031413695266073,2.903139921878991,2.4841634688855136,2.3295613164955893,2.0
287_cb2_s4,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,81.23507224773869,27.742718933434585,PBS,7.4,9.853368760578,NaCl,140.64118989888613,Sucrose,0.48142098548601714,tween-80,0.10120649500114279,none,0.0,1.3,1.1,2.1214218155990503,2.1578275908925892,2.2505323021958437,2.2859014699594864,2.3010640641106925,2.0
432_cb2_s5,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,97.25548469341064,24.643889618175475,Histidine,6.0,15.3560203860532,none,0.0,none,0.0,none,0.0,Arginine,257.1816770285299,1.3,1.1,6.250854294087105,5.955065066803696,5.64648737283036,5.3692514958108575,5.015786169759299,2.0
488_cb2_s6,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,85.18359659580055,25.228893267560487,Histidine,6.0,14.886597630294535,none,0.0,none,0.0,none,0.0,Arginine,25.115722961262787,1.3,1.1,3.0183221319418685,3.007660491729229,2.860777748259803,2.703687409206568,2.3909973518634167,2.0
499_cb2_s7,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,97.18577728088383,26.550763928171545,PBS,7.4,10.23403974183932,NaCl,140.3760301922938,none,0.0,none,0.0,none,0.0,1.3,1.1,2.4306214309936123,2.4239745332924825,2.3527719437567653,2.159726050258296,1.730192840572305,2.0
226_cb2_s8,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,81.4023290328047,26.641178727656975,Acetate,5.0,20.6013679313716,none,0.0,Sucrose,0.4966987990603355,tween-80,0.09957666603613766,none,0.0,1.3,1.1,3.9186734900802955,3.7748107984542356,3.034390025045453,2.4244171474933323,1.7646106775182018,2.0
227_cb2_s9,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,100.67604696220343,26.83613809367853,Acetate,5.0,19.569875042780303,NaCl,144.69390047618296,none,0.0,none,0.0,none,0.0,1.3,1.1,7.531921958838578,4.597128266240401,3.045478782670398,2.2251091179798195,1.5347433204209266,2.0
427_cb2_s10,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.3465999606474,24.48712365817986,Histidine,6.0,15.33024641952678,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.584793120211406,5.455670931597343,4.916208733300662,3.877375333469609,2.2785233232054103,2.0
428_cb2_s11,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,78.10900139932671,25.224736956416155,Histidine,6.0,15.625814114861132,NaCl,137.1586734190796,none,0.0,none,0.0,none,0.0,1.3,1.1,4.529537325332923,3.7542164206445765,3.009768280721021,2.32828304446045,1.1698866384650128,2.0
429_cb2_s12,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,83.7120651552276,25.098065729511955,Histidine,6.0,14.7287795130792,none,0.0,Sucrose,0.3876083157995722,none,0.0,none,0.0,1.3,1.1,7.0478131554312125,5.998121718350714,5.104769865279366,4.344472608949352,3.058620465255172,2.0
430_cb2_s13,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,78.25253818765106,25.41737566316244,Histidine,6.0,15.274131486415675,none,0.0,none,0.0,tween-80,0.048454270213309274,none,0.0,1.3,1.1,4.487001997552372,3.6885572989883006,2.9689954961803173,2.341863012879494,1.3113463077611467,2.0
431_cb2_s14,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,79.76164910437232,25.2513922134476,Histidine,6.0,15.53890824687809,NaCl,141.97702095868237,Sucrose,0.39805854978550376,none,0.0,none,0.0,1.3,1.1,3.6198826437431144,3.095316125480344,2.7254971398059924,2.464775059586642,2.132893520791168,2.0
433_cb2_s15,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,82.54493131618857,25.33946564502964,Histidine,6.0,14.958901353167262,NaCl,138.54569015888686,Sucrose,0.3972727369812314,none,0.0,Arginine,252.1415834618762,1.3,1.1,6.985622130448706,6.125474203143739,5.278122507645842,4.469596953920326,2.9412131595830666,2.0
434_cb2_s16,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.73306898366192,24.510139387641598,Histidine,6.0,14.654000279038277,none,0.0,Sucrose,0.38650124522311435,none,0.0,Proline,72.30916125319817,1.3,1.1,3.8863319572966506,3.026804901865484,2.3065148914490066,1.7224239455011114,0.8587007517363219,2.0
435_cb2_s17,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.64077021841013,25.065532593107925,Histidine,6.0,14.976766961782202,none,0.0,Sucrose,0.3904376498912061,none,0.0,Proline,257.25463774139604,1.3,1.1,4.425092418661157,3.4410060218461,2.7869340198012402,2.3522058116358746,1.8448018268088668,2.0
436_cb2_s18,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,80.80954488552939,24.635863898796693,Histidine,6.0,15.649516820341981,NaCl,143.33353606416208,Sucrose,0.4017005922450578,none,0.0,Proline,255.13493131659865,1.3,1.1,5.727862426982709,4.490037928696907,3.4531246432328353,2.6096261229373368,1.3472926050803395,2.0
437_cb2_s19,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,99.27533958933375,24.211501758904504,Histidine,6.0,14.759152666814746,NaCl,139.79287598193574,Sucrose,0.3993946751653934,none,0.0,Proline,259.86271088394903,1.3,1.1,5.5059584338689564,4.6634017706667485,3.9747136768889524,3.4117945911288388,2.516861156299042,2.0
225_cb2_s20,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,100.98285890544041,27.813368196459255,Acetate,5.0,20.078192692621318,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.038151756265043,2.9708579447231593,2.312100647862563,1.8889975037852693,1.424326456162774,2.0
269_cb2_s21,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,99.55505020644347,28.625774207645755,Acetate,5.0,19.73002639248378,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.030985408604334,3.030985408604334,3.030985311949797,2.5586715620308786,1.824297100894251,2.0
266_cb3_s1,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,152.52220344638863,27.614291379044325,PBS,7.4,9.741474930569547,NaCl,138.50992802324387,Sucrose,0.7408896835018168,none,0.0,none,0.0,1.3,1.1,7.98833000174657,7.691283396461953,7.059695500571291,6.159943951977758,5.263399533029983,3.0
267_cb3_s2,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,150.7577065379899,28.26149262617665,Acetate,5.0,20.177679330916266,none,0.0,none,0.0,tween-80,0.07665198443660363,none,0.0,1.3,1.1,2.5502895116425806,2.5492557573531354,2.520353433424748,2.3253340616467,2.2277711842367376,3.0
268_cb3_s3,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,152.66711136683966,27.81555943155243,Histidine,6.0,14.617108675038498,none,0.0,Trehalose,0.24355846191268232,none,0.0,none,0.0,1.3,1.1,3.721366786110693,3.721366786110692,3.721366326091107,3.3655358645186846,2.812992002865413,3.0
490_cb3_s4,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,120.65505788942971,25.543480751101267,Histidine,6.0,14.966547351857118,none,0.0,none,0.0,none,0.0,Lysine,122.9875837978686,1.3,1.1,3.318665988024325,3.2856207368329478,3.182524441923079,3.001600064781935,2.5598725659077135,3.0
495_cb3_s5,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,120.63211736609256,23.03632781111289,Histidine,6.0,15.6158916073505,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.8765159565093144,2.763866842776237,2.4844728573034196,1.9251060891469907,0.6410491354069986,3.0
423_cb3_s6,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,155.69186608431934,25.07834686412326,Histidine,6.0,15.307059193255604,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,29.45923700486148,25.8685604994642,22.2785968985855,18.80105400994328,12.098316614529464,3.0
424_cb3_s7,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,134.4096361509254,24.954300221245443,Histidine,6.0,14.975736450640362,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,16.08266739374007,10.688368732969439,6.192719603523089,3.0507403230627785,0.3478759278673473,3.0
438_cb3_s8,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,129.31475325703113,25.57679517165846,Histidine,6.0,15.415904819178852,none,0.0,Sucrose,0.39758255530413905,tween-80,0.0473968629121727,none,0.0,1.3,1.1,5.812770732195364,5.112552635517265,4.4229591718526144,3.800255588424907,2.857391733339748,3.0
439_cb3_s9,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,136.7953033382147,24.53771794281095,Histidine,6.0,14.520720249121371,NaCl,139.08435151069264,none,0.0,none,0.0,none,0.0,1.3,1.1,5.757874605776627,4.694026070789046,3.676381574353102,2.849724704902078,1.9597127017975722,3.0
440_cb3_s10,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,137.2018527605995,24.975955746334613,Histidine,6.0,14.945054858684012,none,0.0,none,0.0,none,0.0,Arginine,24.821663432910064,1.3,1.1,11.57597613777583,9.882155306071448,8.239377691917946,6.7044141116673694,3.93696448918926,3.0
441_cb3_s11,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,131.29434302071294,25.161487251808833,Histidine,6.0,14.981698808443385,none,0.0,none,0.0,none,0.0,Arginine,101.00048093887315,1.3,1.1,5.847244544799745,5.342591463594514,4.695120134226762,4.054726222569631,3.397313345559289,3.0
442_cb3_s12,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,136.1738791743036,25.23771534126331,Histidine,6.0,14.761332879617735,NaCl,141.18830302601083,none,0.0,none,0.0,Arginine,102.55903733952032,1.3,1.1,3.82483028901449,3.1581619247816586,2.578042974427917,2.083578709477646,1.2749977395655043,3.0
491_cb3_s13,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,146.27792518115953,25.08686047428667,Histidine,6.0,14.940618681304596,none,0.0,none,0.0,none,0.0,Lysine,26.033953169081776,1.3,1.1,2.7631466883149587,2.653872505696026,2.4083797866602312,2.192138872231649,1.8064863745274975,3.0
266_cb3_s14,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,146.28284189242007,28.652713925995037,PBS,7.4,10.31888847834984,NaCl,141.90105156573424,Sucrose,0.7378139647659387,none,0.0,none,0.0,1.3,1.1,7.6744358474791365,7.409340039205059,6.7850138145492505,5.812517198090522,4.813672219366129,3.0
267_cb3_s15,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,146.7678717690457,28.257073047510744,Acetate,5.0,20.12525285600526,none,0.0,none,0.0,tween-80,0.07603059869378838,none,0.0,1.3,1.1,2.552471294486026,2.5518526857640165,2.526637977932116,2.302349328376217,2.189196163748157,3.0
268_cb3_s16,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,151.04012993281475,28.881356103371434,Histidine,6.0,14.447976676648274,none,0.0,Trehalose,0.24983859694475266,none,0.0,none,0.0,1.3,1.1,3.831466300285186,3.831466300285183,3.8314656101915547,3.330249331883688,2.615512981379529,3.0
490_cb3_s17,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,117.19890173470209,24.995108932637212,Histidine,6.0,15.358377666154121,none,0.0,none,0.0,none,0.0,Lysine,127.39596454960511,1.3,1.1,3.3384933142106794,3.262203623586654,3.043922393358186,2.6877922224452333,1.9128629513251294,3.0
495_cb3_s18,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,121.2741434298678,25.112084841658092,Histidine,6.0,15.096235717779805,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.9290071366620625,2.831775864360165,2.575004139567401,2.0244690830380425,0.6640252558378773,3.0
423_cb3_s19,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,147.55387311505163,24.466882534050388,Histidine,6.0,15.637431420905086,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,23.249195552938623,19.538864842212057,15.99405320454354,12.73656319884898,7.04158915506062,3.0
424_cb3_s20,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,133.12162383156794,24.540936508291715,Histidine,6.0,15.371875201932468,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,16.491501717233227,10.93174994974588,6.314186651941453,3.099417904482091,0.3500772008088469,3.0
438_cb3_s21,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,138.39992974742435,25.573220435200362,Histidine,6.0,14.70798634859189,none,0.0,Sucrose,0.4080570666917853,tween-80,0.050336144963026234,none,0.0,1.3,1.1,6.129099484681771,5.395046598102602,4.650799429354899,3.969879620561496,2.961549722842972,3.0
439_cb3_s22,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,137.11175100413493,24.604550309166225,Histidine,6.0,14.766044116133509,NaCl,143.02955746589984,none,0.0,none,0.0,none,0.0,1.3,1.1,6.230586321791323,5.104628667751918,3.9689825535313243,3.006759082213892,1.9437902631553923,3.0
440_cb3_s23,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,136.06871340895898,25.346427877908905,Histidine,6.0,15.220391263637797,none,0.0,none,0.0,none,0.0,Arginine,24.507098095666084,1.3,1.1,8.912251538428869,7.28460940918874,5.780395851829187,4.448827947674035,2.2656883703909934,3.0
441_cb3_s24,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,129.658791826688,25.023467451030186,Histidine,6.0,15.569330105023793,none,0.0,none,0.0,none,0.0,Arginine,98.10421456546202,1.3,1.1,5.585974228356452,5.1392762709088675,4.594029643705415,4.079350856215206,3.571335852524188,3.0
442_cb3_s25,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,133.28742821123862,24.882015006394514,Histidine,6.0,15.223255713094511,NaCl,141.18032903390238,none,0.0,none,0.0,Arginine,100.5336367925908,1.3,1.1,8.144846944184568,7.532483567823078,6.934047623191578,6.357047884664943,5.200926242830989,3.0
491_cb3_s26,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,147.45959583583655,25.181359686186777,Histidine,6.0,14.989497716998128,none,0.0,none,0.0,none,0.0,Lysine,24.594499568185576,1.3,1.1,2.929886123968356,2.678123806991137,2.201669791707128,1.8339993385307558,1.2983175010225603,3.0
266_cb3_s27,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,151.22415854051027,27.802938664750517,PBS,7.4,10.08895476156632,NaCl,137.688169688154,Sucrose,0.7522404522340679,none,0.0,none,0.0,1.3,1.1,7.83480678666619,7.553987470068767,6.921370132848991,5.972601196169535,5.007825346758054,3.0
259_cb4_s1,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,301.8109612459575,27.099557596179572,Histidine,6.0,15.112004567913418,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,14.304577845443246,14.304577546839196,13.723099266017948,9.188290727318886,5.008123258057539,4.0
260_cb4_s2,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,299.14712077835674,27.686278024856932,Acetate,5.0,20.411782992639345,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,24.295568449663648,24.295568309464976,21.18650503556057,12.99242221270848,8.227835400090065,4.0
261_cb4_s3,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,290.4245425478098,27.417366356160958,PBS,7.4,10.238341499421413,NaCl,139.7655897124222,none,0.0,none,0.0,none,0.0,1.3,1.1,15.781399315752093,14.382646786806763,14.382646786806763,10.867576996527635,5.970001602277446,4.0
262_cb4_s4,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,184.3104927046986,28.86685445417339,Histidine,6.0,15.079432593293395,none,0.0,Sucrose,0.7691308610699852,none,0.0,none,0.0,1.3,1.1,4.078265729826519,4.0782654031555365,3.570159371399712,2.422306164738243,1.4099075526532245,4.0
265_cb4_s5,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,234.01210620033572,27.32670229784324,Histidine,6.0,14.828476187413182,none,0.0,Sucrose,0.503326075103242,none,0.0,none,0.0,1.3,1.1,6.047514091575409,6.037832521405195,5.940529557265603,5.307902357374668,4.163583303113209,4.0
425_cb4_s6,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,210.41797938775193,24.929812470547333,Histidine,6.0,15.092283800456759,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,44.974730701290895,44.974730701290895,44.97473049842175,40.87560965132486,13.846969494940089,4.0
492_cb4_s7,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,326.18403402993573,25.351684863992087,Histidine,6.0,14.360221312153548,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,109.62342986397717,109.62342986397717,109.62342986397698,109.62342841534702,26.16529822463658,4.0
493_cb4_s8,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,167.64270767149478,25.752768664571025,Histidine,6.0,15.510951782975411,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.701842140911023,4.700708988087481,4.664507751873523,4.096705166514091,1.8401756665594016,4.0
498_cb4_s9,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,175.68001380514443,25.15167589388052,PBS,7.4,9.536771227406224,NaCl,142.40243974684603,none,0.0,none,0.0,none,0.0,1.3,1.1,4.65558163012714,4.6198521556259555,4.439555468132982,3.662836748159121,0.2586084877463256,4.0
504_cb4_s10,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,187.26933310023017,24.92031888392705,Histidine,6.0,14.888825171279764,none,0.0,none,0.0,none,0.0,Arginine,20.433820212985133,1.3,1.1,12.07562692675199,12.07562692675199,12.07562692675199,12.075626893547495,4.807373265352147,4.0
217_cb4_s11,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,192.29939779415633,26.30261422445643,Acetate,5.0,20.071390665554155,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,10.852877792504586,8.272004392683993,6.201253083648286,4.581199829277519,2.2739125019688298,4.0
263_cb4_s12,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,267.57958707197923,27.119262318903758,Acetate,5.0,19.212430743033565,none,0.0,none,0.0,tween-80,0.10020687625861623,none,0.0,1.3,1.1,15.57736027990291,12.961885642608218,9.793803336892243,6.891926658812465,4.254306107312323,4.0
264_cb4_s13,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,241.01622957592537,27.95280395362274,PBS,7.4,10.045152304622352,NaCl,140.04931710541425,Trehalose,0.15197636531543743,none,0.0,none,0.0,1.3,1.1,12.595768710861424,9.232765868843085,7.350575350222243,6.297159756797019,5.3368739058042385,4.0
497_cb4_s14,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,315.97953757807915,25.634498557039763,PBS,7.4,9.645786289382382,NaCl,141.320318665171,none,0.0,none,0.0,none,0.0,1.3,1.1,51.301665418230115,40.338165815933245,30.088516689113487,21.17822904201495,7.961774875473104,4.0
502_cb4_s15,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,238.43185817670548,24.762664202035623,Histidine,6.0,14.648329873969008,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,18.880043001883422,14.635035212377282,9.844106489148706,5.473709897802278,0.7300762528010929,4.0
503_cb4_s16,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,220.6040955604591,25.586482661838666,Histidine,6.0,14.876275854535056,NaCl,70.3600785584983,Sucrose,0.19903733930187917,tween-80,0.050007880184694736,Lysine,24.83719447392575,1.3,1.1,16.028103838514944,12.644790606326993,9.537076063945621,6.952221509744307,3.577075111227928,4.0
259_cb4_s17,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,294.2703516846174,26.830494519278737,Histidine,6.0,15.047838752041239,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,14.080239990325035,14.080239187720428,13.253575792770535,8.063735605383203,4.306996243333458,4.0
260_cb4_s18,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,304.8647918735503,26.95337552884083,Acetate,5.0,20.168076617157993,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,23.42531827379516,23.425317592394343,20.253933097290503,12.543221785688864,8.043422570501024,4.0
261_cb4_s19,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,289.2823721116059,27.281276168511965,PBS,7.4,9.763193888355488,NaCl,138.88028262603282,none,0.0,none,0.0,none,0.0,1.3,1.1,14.57368024256542,14.57368024256542,14.302410315229135,10.036085878176266,5.846024376617385,4.0
262_cb4_s20,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,183.08934998791958,27.768158163397697,Histidine,6.0,15.354567327887988,none,0.0,Sucrose,0.7572136213912335,none,0.0,none,0.0,1.3,1.1,4.254092996983301,4.254092300726378,3.7413095352014945,2.5634159958098817,1.4818397591292816,4.0
265_cb4_s21,Ibalizumab,mAb_IgG4,3.5,150.0,8.0,0.3,228.17123427873807,28.180709566631602,Histidine,6.0,15.113930290812268,none,0.0,Sucrose,0.49031954241489756,none,0.0,none,0.0,1.3,1.1,6.0371881563652465,6.020973302580918,5.887187294235268,5.1836683643948565,4.0346440830903,4.0
425_cb4_s22,Pembrolizumab,mAb_IgG4,3.5,149.0,7.57,0.3,220.8855820625431,25.41411484509231,Histidine,6.0,15.327258501181108,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,43.34272123916664,43.342721239166636,43.342721074305146,40.055782412962756,13.623405796304105,4.0
492_cb4_s23,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,343.68362251393535,24.651771532968205,Histidine,6.0,14.89034821890442,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,109.82934489440166,109.82934489440166,109.82934489440132,109.82934297721384,25.91123174264679,4.0
493_cb4_s24,Nivolumab,mAb_IgG4,3.5,146.0,8.8,0.3,166.4814501103761,24.851384054611565,Histidine,6.0,14.997886504355835,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.542461520155223,4.540669723141797,4.49840181741828,3.966538483090661,1.7967619604991052,4.0
388_cb0_s1,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,55.153875956123045,25.49805910745556,Histidine,6.0,14.582933422453962,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.277275870303524,2.260948543188197,2.2241219878078375,2.1514257105538306,1.9855927041081762,0.0
389_cb0_s2,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,56.04501741153661,25.121502361027197,Histidine,6.0,29.08037966406604,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,2.0649478583854326,1.9489760156934663,1.9152054217408803,1.8267300625251501,1.7325342736061735,0.0
390_cb0_s3,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,54.92951445943641,25.268145454758596,Histidine,6.0,14.341161653670015,none,0.0,Sucrose,0.29902725614712083,none,0.0,Arginine,25.071524384939476,1.4,1.5,2.4017805599507605,2.008739406699991,1.6456629908322742,1.3209204131770855,0.7657691067327753,0.0
391_cb0_s4,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,54.56764196723246,25.50081591260428,Histidine,6.0,15.418036358257329,none,0.0,Sucrose,0.3042632946137867,none,0.0,none,0.0,1.4,1.5,2.245763816568169,2.243385041210069,2.238185845019213,2.236319771169987,2.23557860209902,0.0
392_cb0_s5,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,19.62297679768325,25.807389395354924,Histidine,6.0,14.903391553652382,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,1.6876760696791964,1.673085271946046,1.2500159924398737,1.0767233876262603,0.982203293433226,0.0
397_cb0_s6,Belatacept,Fc-Fusion,4.5,90.0,5.6,0.5,35.15297382968766,25.504735894297987,PBS,7.4,9.8310117122813,NaCl,135.8027553107165,none,0.0,none,0.0,none,0.0,1.4,1.5,1.3243648730963256,1.294184822201237,1.2667292783281616,1.2527255015545429,1.2457474863222264,0.0
398_cb0_s7,Etanercept,Fc-Fusion,4.5,150.0,7.9,0.6,57.04105364627369,25.112117372267644,Acetate,5.0,19.86142939759724,none,0.0,none,0.0,none,0.0,none,0.0,1.4,1.5,4.5881907142809935,4.480062233173738,3.5209501946138255,2.7940850150925387,1.7715341524224002,0.0
