ID,Protein,Conc_Level,Buffer,Pred_Viscosity_100,Pred_Viscosity_1000,Pred_Viscosity_10000,Pred_Viscosity_100000,Pred_Viscosity_15000000,Model_source_NaCl,Conc_in_range_NaCl,Model_source_Sucrose,Conc_in_range_Sucrose,Warnings,Model_source_tween_20,Conc_in_range_tween_20,Model_source_tween_80,Conc_in_range_tween_80,Model_source_Trehalose,Conc_in_range_Trehalose,Model_source_Arginine,Conc_in_range_Arginine,Model_source_Proline,Conc_in_range_Proline,Model_source_Lysine,Conc_in_range_Lysine
F377,poly-hIgG,High,Acetate_20mM,10.881273999999998,9.864515000000003,8.942764,8.107142,6.548738,,,,,,,,,,,,,,direct,True,,
F378,poly-hIgG,Low,Acetate_20mM,1.7179255,1.6891615,1.6608805,1.6330735,1.574167,,,,,,,,,,,,,,,,direct,True
F379,poly-hIgG,Low,Acetate_20mM,1.692873,1.693254,1.693636,1.694018,1.6948505,,,,,,,,,,,,,,,,direct,True
F380,poly-hIgG,Low,Acetate_20mM,1.562131,1.564279,1.56643,1.568584,1.573281,,,,,,,,,,,,,,,,direct,True
F381,poly-hIgG,High,Acetate_20mM,9.434479499999997,8.0608905,6.8873825,5.884796499999999,4.1790365000000005,,,,,,,,,,,,,,,,direct,True
F382,poly-hIgG,High,Acetate_20mM,5.5998595,5.145808499999999,4.7285889999999995,4.3452115,3.615003,,,,,,,,,,,,,,,,direct,True
F383,poly-hIgG,High,Acetate_20mM,5.3925,5.03504,4.701276,4.389637,3.78102,,,,,,,,,,,,,,,,direct,True
F384,poly-hIgG,Medium,Acetate_50mM,5.420883487766983,4.869205153480162,4.373670616640432,3.9285661745412095,3.1102987600387197,,,,,,,,,,,,,,,,,
F385,poly-hIgG,Medium,Acetate_80mM,3.4779027431814344,3.220078306864927,2.981366952445907,2.7603517859137097,2.3343824226459824,,,,,,,,,,,,,,,,,
F386,poly-hIgG,Medium,Histidine_50mM,3.2188827934253057,3.091506495763251,2.9691706802334545,2.8516758869631453,2.6118149481201063,,,,,,,,,,,,,,,,,
F387,poly-hIgG,Medium,Histidine_75mM,3.5025941422081988,3.244709475201539,3.005812021322349,2.784503813539349,2.3576054236815853,,,,,,,,,,,,,,,,,
F388,poly-hIgG,Medium,Histidine_97mM,2.8588564368219758,2.6498076339730856,2.456045153798423,2.276451211083645,1.9297240497449568,,,,,,,,,,,,,,,,,
F389,Belatacept,Medium,Histidine_15mM,4.591437207846553,3.9355519479933365,3.373359676766327,2.891476382273456,2.0675002567630547,,,,,,,,,,,,,,,,,
F390,Belatacept,Low,Histidine_15mM,1.9982119289966724,1.8402954286015822,1.694858896289534,1.5609160538504354,1.3048950402597392,,,,,,,,,,,,,,,,,
F391,Belatacept,Low,Histidine_30mM,2.1351057492527854,2.0402641098314835,1.9496353467846976,1.8630323236662922,1.6876391093567755,,,,,,,,,,,,,,,,,
F392,Belatacept,Low,Histidine_15mM,2.6909829387576947,2.4741257536427965,2.2747495858742615,2.0914444244310597,1.7420089914345573,,,global_average,True,,,,,,,,global_average,True,,,,
F393,Belatacept,Low,Histidine_15mM,2.901804802710476,2.550790416808853,2.242237930678107,1.9710094653146784,1.4888258248427826,,,global_average,True,,,,,,,,,,,,,
F394,Belatacept,Low,Histidine_15mM,1.9982119289966724,1.8402954286015822,1.694858896289534,1.5609160538504354,1.3048950402597392,,,,,,,,,,,,,,,,,
F395,Belatacept,Medium,PBS_10mM,3.451433,3.1150108,2.8113923999999995,2.5373772,2.029905,global_average,True,,,,,,,,,,,,,,,
F396,Belatacept,Medium,PBS_10mM,4.333743025124535,3.7860077695033967,3.3075137953775466,2.8895051149412465,2.1534781991917074,global_average,True,global_average,True,,,,,,,,,,,,,
F397,Belatacept,Medium,PBS_10mM,3.3936116750406544,3.0844769940464594,2.8035139297129303,2.5481538626235243,2.0700176028496067,global_average,True,,,,,,,,,,global_average,True,,,,
F398,Belatacept,Medium,PBS_10mM,3.4412013044389314,3.1442831181028765,2.8729966538756746,2.625128433277559,2.1571887128439338,global_average,True,,,,,,,,,,,,global_average,True,,
F399,Belatacept,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F400,Etanercept,Medium,Acetate_20mM,5.038479491689692,4.148417858405631,3.4155881266011594,2.812214836781781,1.8422535384809775,,,,,,,,,,,,,,,,,
F401,Etanercept,Medium,Acetate_20mM,6.4648185,5.13613125,4.08052425,3.2418717499999996,1.9649907500000001,,,global_average,True,,,,,,,,,,,,,
F402,Etanercept,Medium,Acetate_20mM,4.2544682,3.5612348,2.9809705999999996,2.495264,1.6944888,global_average,True,,,,,,,,,,,,,,,
F403,Etanercept,Low,Acetate_20mM,1.540314001052025,1.6018706253221155,1.6658902495298062,1.7324709986710751,1.886709246553131,,,,,,,,,,,,global_average,True,,,,
F404,Etanercept,Low,Acetate_20mM,2.1684259541637343,2.1616195877362014,2.1548399847367454,2.1480858479881406,2.133479404645284,,,global_average,True,,,,,,,,global_average,True,,,,
F405,Etanercept,Low,Acetate_20mM,1.6609895627846287,1.651508843026243,1.6420822380251991,1.63270943890126,1.6124978364540388,,,,,,,,,,,,,,,,,
F406,Etanercept,Low,Acetate_20mM,2.1684259541637343,2.1616195877362014,2.1548399847367454,2.1480858479881406,2.133479404645284,,,global_average,True,"No model for ingredient='tween-80', protein='Etanercept', buffer='Acetate_20mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,global_average,True,,,,
F407,Etanercept,Medium,PBS_10mM,4.333743025124535,3.7860077695033967,3.3075137953775466,2.8895051149412465,2.1534781991917074,global_average,True,global_average,True,,,,,,,,,,,,,
F408,Etanercept,Medium,PBS_10mM,3.3936116750406544,3.0844769940464594,2.8035139297129303,2.5481538626235243,2.0700176028496067,global_average,True,,,,,,,,,,global_average,True,,,,
F409,Etanercept,Medium,PBS_10mM,4.261140496335471,3.7488967499934116,3.298245025510717,2.9017773233352804,2.196032710732623,global_average,True,global_average,True,,,,,,,,global_average,True,,,,
F410,Etanercept,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F411,Etanercept,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,"No model for ingredient='tween-80', protein='Etanercept', buffer='PBS_10mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F412,Etanercept,High,Histidine_15mM,71.21303938195376,47.550766491473354,31.750862111070177,21.200862134934553,8.80364989014117,,,,,,,,,,,,,,,,,
F413,Etanercept,Medium,Histidine_15mM,4.662553612016528,4.120110260206899,3.640774984873673,3.2172057671622247,2.4580465123946396,,,,,,,,,,,,,,,,,
F414,Etanercept,Medium,Histidine_30mM,6.723572919202989,5.3748842906941166,4.2967305457252225,3.4348448048514157,2.1101998609575605,,,,,,,,,,,,,,,,,
F415,Etanercept,Medium,Histidine_15mM,3.9370342000000003,3.5369286,3.1774974,2.8546031999999997,2.260881,global_average,True,,,,,,,,,,,,,,,
F416,Etanercept,Medium,Histidine_30mM,7.477790192303367,5.845146095074347,4.568967497005034,3.571424698329568,2.0895497998810346,,,,,,,,,,,,,,,,global_average,True
F417,Etanercept,Low,Histidine_30mM,1.1276849267267706,1.075874899603663,1.0264452172443082,0.979286517783659,0.884017648599514,,,,,,,,,,,,,,,,,
F418,Etanercept,Low,Histidine_30mM,1.0457555007141877,1.0435387502098687,1.0413283747061592,1.0391234992029375,1.03434999811045,,,,,,,,,,,,global_average,True,,,,
F419,Etanercept,Low,Histidine_30mM,1.0457555007141877,1.0435387502098687,1.0413283747061592,1.0391234992029375,1.03434999811045,,,,,"No model for ingredient='tween-80', protein='Etanercept', buffer='Histidine_30mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,global_average,True,,,,
F420,Etanercept,High,Histidine_15mM,71.21303938195376,47.550766491473354,31.750862111070177,21.200862134934553,8.80364989014117,,,,,,,,,,,,,,,,,
F421,Etanercept,High,Histidine_15mM,71.21303938195376,47.550766491473354,31.750862111070177,21.200862134934553,8.80364989014117,,,,,,,,,,,,,,,,,
F422,Etanercept,High,Histidine_15mM,71.21303938195376,47.550766491473354,31.750862111070177,21.200862134934553,8.80364989014117,,,,,,,,,,,,,,,,,
F423,Belatacept,High,Histidine_15mM,8.607339737751746,7.34043749977588,6.260008821516559,5.338606921816533,3.7753547212965146,,,,,,,,,,,,,,,,,
F424,Pembrolizumab,Low,Histidine_15mM,4.031963270562282,3.5507456790485183,3.1269617383006287,2.7537567025685257,2.0883912166832777,,,,,,,,,,,,,,,,,
F425,Pembrolizumab,High,Histidine_15mM,39.8506068413548,30.109596751389684,22.749661508052338,17.188775492553585,9.340053206004068,,,,,,,,,,,,,,,,,
F426,Pembrolizumab,High,Histidine_15mM,39.8506068413548,30.109596751389684,22.749661508052338,17.188775492553585,9.340053206004068,,,,,,,,,,,,,,,,,
F427,Pembrolizumab,High,Histidine_15mM,39.8506068413548,30.109596751389684,22.749661508052338,17.188775492553585,9.340053206004068,,,,,,,,,,,,,,,,,
F428,Pembrolizumab,Low,Histidine_15mM,4.031963270562282,3.5507456790485183,3.1269617383006287,2.7537567025685257,2.0883912166832777,,,,,,,,,,,,,,,,,
F429,Pembrolizumab,Low,Histidine_15mM,4.031963270562282,3.5507456790485183,3.1269617383006287,2.7537567025685257,2.0883912166832777,,,,,,,,,,,,,,,,,
F430,Pembrolizumab,Low,Histidine_15mM,4.481953,3.46079,2.672289,2.063438,1.17553,direct,True,,,,,,,,,,,,,,,
F431,Pembrolizumab,Low,Histidine_15mM,6.708141000000001,5.290822,4.17296,3.291283,1.963613,,,direct,True,,,,,,,,,,,,,
F432,Pembrolizumab,Low,Histidine_15mM,4.031963270562282,3.5507456790485183,3.1269617383006287,2.7537567025685257,2.0883912166832777,,,,,"No model for ingredient='tween-80', protein='Pembrolizumab', buffer='Histidine_15mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F433,Pembrolizumab,Low,Histidine_15mM,7.456807183459332,5.156782694244264,3.5661949325610522,2.4662158442027433,1.105293860388837,direct,True,direct,True,,,,,,,,,,,,,
F434,Pembrolizumab,Medium,Histidine_15mM,6.622689,6.322185,6.035317,5.761466000000001,5.207717999999999,,,,,,,,,,,,class_inferred,True,,,,
F435,Pembrolizumab,Low,Histidine_15mM,7.882070495251225,5.515821733139057,3.8599406110003973,2.7011622834720703,1.2421996052738038,direct,True,direct,True,"Ingredient 'Arginine' conc 250.0 outside trained range [0.0, 120.0]. Extrapolating (extrapolate=True).",,,,,,,global_average,False,,,,
F436,Pembrolizumab,Low,Histidine_15mM,8.060959644612403,6.572220670922381,5.3584304523233355,4.368808839403859,2.801554601360553,,,direct,True,,,,,,,,,,global_average,True,,
F437,Pembrolizumab,Low,Histidine_15mM,7.219007075439674,5.731585030868641,4.5506372006116145,3.6130137773569038,2.1868520115982775,,,direct,True,"Ingredient 'Proline' conc 250.0 outside trained range [0.0, 150.0]. Extrapolating (extrapolate=True).",,,,,,,,,global_average,False,,
F438,Pembrolizumab,Low,Histidine_15mM,8.02468878003344,5.586379299430766,3.88895635825528,2.7072943356862353,1.2309523831827116,direct,True,direct,True,"Ingredient 'Proline' conc 250.0 outside trained range [0.0, 150.0]. Extrapolating (extrapolate=True).",,,,,,,,,global_average,False,,
F439,Pembrolizumab,Medium,Histidine_15mM,1.514605744935676,1.304131372527577,1.1229100796903917,0.9668742897123848,0.6982083538123718,global_average,True,class_inferred,True,,,,,,,,,,global_average,True,,
F440,Pembrolizumab,High,Histidine_15mM,10.500532711975456,9.205566998076021,8.070303558109302,7.075047009723884,5.313042523113723,,,class_inferred,True,"No model for ingredient='tween-80', protein='Pembrolizumab', buffer='Histidine_15mM', conc_level='High'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F441,Pembrolizumab,High,Histidine_15mM,9.13617317957447,7.659227288864957,6.421043428148475,5.3830241615717584,3.6676055452606353,direct,True,,,,,,,,,,,,,,,
F442,Pembrolizumab,High,Histidine_15mM,16.502776634806846,12.93671545692177,10.141271748204932,7.949910856346486,4.680461439478258,,,,,,,,,,,,direct,True,,,,
F443,Pembrolizumab,High,Histidine_15mM,6.34406473023623,5.86709892764364,5.425991733498643,5.018049421035486,4.233204298643074,,,,,,,,,,,,direct,True,,,,
F444,Pembrolizumab,High,Histidine_15mM,1.4544439503420654,1.49246250569611,1.5314745913576542,1.5715070156741116,1.6622735671295845,direct,True,,,,,,,,,,direct,True,,,,
F445,none,Medium,Histidine_15mM,1.0,1.0,1.0,1.0,1.0,,,,,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='Histidine_15mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.",,,,,,,,,,,,
F446,Adalimumab,Medium,Histidine_15mM,5.107676416508314,4.221602864677512,3.4892442852197596,2.8839343898987964,1.9051208434150184,,,,,,,,,,,,,,,,,
F447,Adalimumab,Medium,Histidine_15mM,7.734736,6.491209,5.447606,4.571785,3.1220650000000005,class_inferred,True,,,,,,,,,,,,,,,
F448,Adalimumab,Medium,Histidine_15mM,12.13596,8.676935999999998,6.203813000000001,4.435585,2.13736,,,class_inferred,True,,,,,,,,,,,,,
F449,Adalimumab,Medium,Histidine_15mM,5.107676416508314,4.221602864677512,3.4892442852197596,2.8839343898987964,1.9051208434150184,,,,,"No model for ingredient='tween-80', protein='Adalimumab', buffer='Histidine_15mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F450,Adalimumab,Medium,Histidine_15mM,3.86718780481652,3.5726387685907595,3.3005638743871826,3.0492450504500694,2.566618838326697,,,,,,,,,,,,direct,True,,,,
F451,Adalimumab,Medium,Histidine_15mM,2.353469408929448,2.441589859123425,2.5330550195129526,2.627994113318485,2.8472415084665292,,,,,,,,,,,,direct,True,,,,
F452,Adalimumab,Medium,Histidine_15mM,3.56394240310734,3.7542304607710655,3.954749107444561,4.166053190890854,4.665989084553879,class_inferred,True,,,,,,,,,,direct,True,,,,
F453,Adalimumab,Medium,Histidine_15mM,5.591898992598397,5.018359051042886,4.503725842967161,4.041940520544516,3.194327610015191,,,class_inferred,True,,,,,,,,direct,True,,,,
F454,Adalimumab,Medium,Histidine_15mM,1.3484686587286765,1.6072270174418193,1.9156383724768746,2.283230922540079,3.34539253289712,,,,,,,,,,,,direct,True,,,,
F455,Adalimumab,Medium,Histidine_15mM,2.353469408929448,2.441589859123425,2.5330550195129526,2.627994113318485,2.8472415084665292,,,,,"No model for ingredient='tween-80', protein='Adalimumab', buffer='Histidine_15mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,direct,True,,,,
F456,Adalimumab,Medium,Histidine_15mM,2.859936882071157,2.7618092315224225,2.6670672098643653,2.5755927766562494,2.387289546101712,,,,,,,,,,,,,,,,direct,True
F457,Adalimumab,Medium,Histidine_15mM,2.0629736847806424,2.1619359110710588,2.2656614420030516,2.3743798113774117,2.6293913272693787,,,,,,,,,,,,,,,,direct,True
F458,Adalimumab,Medium,Histidine_15mM,3.1240343995075626,3.3242297518764072,3.5372790944177552,3.764008655668138,4.308981586415286,class_inferred,True,,,,,,,,,,,,,,direct,True
F459,Adalimumab,Medium,Histidine_15mM,4.9016742796454595,4.44356803275437,4.028304916063514,3.6518734658239085,2.9499209284690027,,,class_inferred,True,,,,,,,,,,,,direct,True
F460,Adalimumab,Medium,Histidine_15mM,2.0629736847806424,2.1619359110710588,2.2656614420030516,2.3743798113774117,2.6293913272693787,,,,,"No model for ingredient='tween-80', protein='Adalimumab', buffer='Histidine_15mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,direct,True
F461,Adalimumab,Medium,Histidine_15mM,0.9294151488114012,1.0211620230325398,1.1219656653438566,1.2327197803532752,1.512981402016726,,,,,,,,,,,,,,,,direct,True
F462,Adalimumab,Medium,Histidine_15mM,2.9202666875290495,2.8622676451146507,2.8054370986217148,2.7497517403062086,2.6324173804619804,,,,,,,,,,,,,,direct,True,,
F463,Adalimumab,Medium,Histidine_15mM,1.9481758396517324,2.04199052401945,2.140329828149836,2.24341221270719,2.485236231278475,,,,,,,,,,,,,,direct,True,,
F464,Adalimumab,Medium,Histidine_15mM,1.1653752788773672,1.2005367638193123,1.2367588870508834,1.2740741762868981,1.359212159153953,,,,,,,,,,,,,,direct,True,,
F465,Vudalimab,High,Histidine_15mM,15.236042878745875,12.074862283441604,9.569564769830968,7.58406743980592,4.572342240767287,,,,,,,,,,,,,,,,,
F466,Vudalimab,Medium,Histidine_15mM,4.768646875549855,4.596393095068258,4.430361491582474,4.27032730667815,3.9417727008250694,,,,,,,,,,,,,,,,,
F467,Vudalimab,Low,Histidine_15mM,3.0018896341357078,2.6560590196874037,2.3500695814534693,2.079331444345268,1.59312274506389,,,,,,,,,,,,,,,,,
F468,Vudalimab,Low,Histidine_15mM,3.0018896341357078,2.6560590196874037,2.3500695814534693,2.079331444345268,1.59312274506389,,,,,,,,,,,,,,,,,
F469,Vudalimab,Low,Histidine_15mM,1.509667,1.507957,1.506249,1.504543,1.500837,direct,True,,,,,,,,,,,,,,,
F470,Vudalimab,Low,Histidine_15mM,2.4837195,2.13592,1.836825,1.579614,1.137579,,,direct,True,,,,,,,,,,,,,
F471,Vudalimab,Low,Histidine_15mM,3.0018896341357078,2.6560590196874037,2.3500695814534693,2.079331444345268,1.59312274506389,,,,,"No model for ingredient='tween-80', protein='Vudalimab', buffer='Histidine_15mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F472,Vudalimab,Low,Histidine_15mM,1.2490763563618044,1.2126520877608626,1.1772910220444808,1.1429621731855906,1.0716818016144325,direct,True,direct,True,,,,,,,,,,,,,
F473,Vudalimab,Medium,Histidine_15mM,6.557916499999999,5.6252125,4.8251665,4.1389095000000005,2.964161,,,,,,,,,,,,direct,True,,,,
F474,Vudalimab,Medium,Histidine_15mM,6.26849,5.602883,5.007951,4.476192,3.506074,,,,,,,,,,,,direct,True,,,,
F475,Vudalimab,High,Acetate_20mM,12.728930147551058,11.057728008626544,9.605940742497383,8.344761010253167,6.143249428429698,,,,,,,,,,,,,,,,,
F476,Vudalimab,Medium,Acetate_20mM,2.80738727825491,2.7195893235108923,2.634537153403337,2.5521448965324858,2.381647285627982,,,,,,,,,,,,,,,,,
F477,Vudalimab,Low,Acetate_20mM,1.367616491906305,1.2874913776791395,1.2120605867274759,1.1410490907879856,1.000569398943345,,,,,,,,,,,,,,,,,
F478,Vudalimab,Medium,Acetate_20mM,2.012623,2.077229,2.143908,2.212729,2.370218,global_average,True,,,,,,,,,,,,,,,
F479,Vudalimab,Medium,Acetate_20mM,3.2413235,3.0739395000000003,2.9152034999999996,2.7646685,2.4634235,,,global_average,True,,,,,,,,,,,,,
F480,Vudalimab,Medium,Acetate_20mM,2.80738727825491,2.7195893235108923,2.634537153403337,2.5521448965324858,2.381647285627982,,,,,"No model for ingredient='tween-80', protein='Vudalimab', buffer='Acetate_20mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F481,Vudalimab,Medium,Acetate_20mM,2.3237129686630156,2.3478825344858825,2.3723059275152916,2.3969885775874604,2.4516017785494375,global_average,True,global_average,True,,,,,,,,,,,,,
F482,Vudalimab,Medium,Histidine_15mM,4.768646875549855,4.596393095068258,4.430361491582474,4.27032730667815,3.9417727008250694,,,,,,,,,,,,,,,,,
F483,Vudalimab,Low,Histidine_15mM,3.0018896341357078,2.6560590196874037,2.3500695814534693,2.079331444345268,1.59312274506389,,,,,,,,,,,,,,,,,
F484,Vudalimab,Low,Histidine_15mM,2.4837195,2.13592,1.836825,1.579614,1.137579,,,direct,True,,,,,,,,,,,,,
F485,Vudalimab,Low,Histidine_15mM,1.539933,1.45525,1.375224,1.299599,1.149095,,,direct,True,,,,,,,,,,,,,
F486,Vudalimab,Medium,Histidine_15mM,4.033204451300186,3.946793268178339,3.8622487303752937,3.779530813653962,3.6056488538077014,global_average,True,global_average,False,"Ingredient 'Sucrose' conc 0.8 outside trained range [0.0, 0.6]. Extrapolating (extrapolate=True).",,,,,,,,,,,,
F487,Vudalimab,Medium,Histidine_15mM,5.995411999999999,5.590767,5.213432999999999,4.861565,4.175773,,,global_average,True,,,,,,,,,,,,,
F488,Nivolumab,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F489,Nivolumab,Low,PBS_10mM,1.5192114984322136,1.4786867315238996,1.4392576935018984,1.4008919297589106,1.320945000262691,global_average,True,,,,,,,,,,global_average,True,,,,
F490,Nivolumab,Medium,Histidine_15mM,3.0821027979140307,2.801594797914031,2.546617097931487,2.314845997963264,1.8807958980689854,,,,,,,,,,,,class_inferred,True,,,,
F491,Nivolumab,Low,PBS_10mM,1.4422722423525773,1.4518846942145356,1.4615633194230027,1.4713092747416345,1.4927503409293228,global_average,True,,,Protein_conc 69.0 mg/mL for 'Nivolumab' falls outside all observed bins; assigned to closest bin 'Low'.,,,,,,,global_average,True,,,,
F492,Nivolumab,Medium,Histidine_15mM,2.366676349382273,2.153631611331757,1.9597656614236425,1.7833512265424396,1.4524060537086638,,,,,,,,,,,,,,,,direct,True
F493,Nivolumab,Medium,Histidine_15mM,2.3972867357016825,2.1434356998162785,1.9164663608580252,1.7135300659168147,1.3431151480390657,,,,,,,,,,,,,,,,direct,True
F494,Nivolumab,High,Histidine_15mM,39.8506068413548,30.109596751389684,22.749661508052338,17.188775492553585,9.340053206004068,,,,,,,,,,,,,,,,,
F495,Nivolumab,Medium,Histidine_15mM,2.882738155277575,2.5965051980619145,2.338692895579127,2.10647930299343,1.6777522725307332,,,,,,,,,,,,,,,,,
F496,Nivolumab,Low,Histidine_15mM,2.1384011635458124,1.975805463717173,1.8255729079297232,1.6867634508394338,1.4200914993935136,,,,,,,,,,,,,,,,,
F497,Nivolumab,Medium,Histidine_15mM,2.882738155277575,2.5965051980619145,2.338692895579127,2.10647930299343,1.6777522725307332,,,,,,,,,,,,,,,,,
F498,Nivolumab,Low,Histidine_15mM,2.1384011635458124,1.975805463717173,1.8255729079297232,1.6867634508394338,1.4200914993935136,,,,,,,,,,,,,,,,,
F499,Nivolumab,High,PBS_10mM,10.617169999999998,8.971366,7.580684000000001,6.405576000000001,4.439935,global_average,True,,,,,,,,,,,,,,,
F500,Nivolumab,High,PBS_10mM,10.617169999999998,8.971366,7.580684000000001,6.405576000000001,4.439935,global_average,True,,,,,,,,,,,,,,,
F501,Nivolumab,Medium,PBS_10mM,3.451433,3.1150108,2.8113923999999995,2.5373772,2.029905,global_average,True,,,,,,,,,,,,,,,
F502,Nivolumab,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F503,Nivolumab,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F504,Nivolumab,High,Histidine_15mM,39.8506068413548,30.109596751389684,22.749661508052338,17.188775492553585,9.340053206004068,,,,,,,,,,,,,,,,,
F504,Nivolumab,High,Histidine_15mM,5.750095562981541,5.329704985300406,4.940211374888766,4.579332084073303,3.8829653302352862,class_inferred,True,class_inferred,True,"No model for ingredient='tween-80', protein='Nivolumab', buffer='Histidine_15mM', conc_level='High'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,global_average,True
F505,Nivolumab,High,Histidine_15mM,15.961516153566821,12.6755127821752,10.066041943290477,7.993807673946278,4.840857892857227,,,,,,,,,,,,class_inferred,True,,,,
