ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,Charge,ProtPi PI,Unnamed: 29,_conc_bin
420_crpro_c175p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,150.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,175.0,1.4,1.5,55.53864677112415,55.13495217310869,49.871517396029006,30.532490015654624,6.108372089297174,8.627,6.989,,
420_crpro_c175p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,150.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,175.0,1.4,1.5,26.945776589470796,26.749915417459736,24.19624611073513,14.813498392795436,2.963608932026502,8.627,6.989,,
412_crpro_c175p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55.0,25.0,Histidine,6.0,29.5,none,0.0,none,0.0,none,0.0,Proline,175.0,1.4,1.5,2.232403486358565,1.8795740251047603,1.6149858248680757,1.4165700935684158,1.139663349887538,11.912,6.989,,
412_crpro_c175p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55.0,25.0,Histidine,6.0,29.5,none,0.0,none,0.0,none,0.0,Proline,175.0,1.4,1.5,3.2762583984078097,2.6623649267880642,2.2020037987356744,1.8567771793976173,1.3749828258617849,11.912,6.989,,
419_crpro_c200p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,120.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,200.0,1.4,1.5,27.32258140005466,22.767867747093334,18.78320586546633,13.094089187549669,3.420310628006009,8.627,6.989,,
419_crpro_c200p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,120.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,200.0,1.4,1.5,22.40680563919679,18.671558882318372,15.403802332808976,10.738250063266229,2.8049412442140778,8.627,6.989,,
420_crpro_c200p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,150.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,200.0,1.4,1.5,30.2639402986981,30.043960340173093,27.175826434857097,16.637665998819358,3.3285544207541826,8.627,6.989,,
420_crpro_c200p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,150.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,200.0,1.4,1.5,23.11573582736424,22.947714130308572,20.75702035354207,12.707925280607755,2.542365069378323,8.627,6.989,,
418_crpro_c200p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,100.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,200.0,1.4,1.5,8.438075763831028,7.642292063576739,6.526170102749578,5.183854381410038,2.887521320993623,8.627,6.989,,
418_crpro_c200p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,100.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,200.0,1.4,1.5,17.520068525288785,15.53235098249162,12.74448890297379,9.391637485652168,3.655830749680753,8.627,6.989,,
420_crpro_c250p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,150.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,250.0,1.4,1.5,72.79806824514708,72.268919830393,65.36979811277591,40.020893937400224,8.006635272478427,8.627,6.989,,
420_crpro_c250p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,150.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,250.0,1.4,1.5,26.915523445353923,26.719882174827017,24.16907997884634,14.7968666620207,2.960281565014869,8.627,6.989,,
410_crpro_c250p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,134.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,250.0,1.4,1.5,27.40967383963212,26.67207647027983,22.99161612728705,14.874281812527201,5.052194394113549,8.627,6.989,,
410_crpro_c250p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,134.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,250.0,1.4,1.5,31.189822536105456,30.336992595019723,26.08154523592838,16.69606471081624,5.339502740238142,8.627,6.989,,
408_crpro_c250p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,250.0,1.4,1.5,0.4089891863828216,0.4089891863828216,0.4089891863828216,0.4089891863828216,0.40628064872465725,-2.156,6.989,,
408_crpro_c250p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Proline,250.0,1.4,1.5,0.6143527278530723,0.6143527278530723,0.6143527278530723,0.6143527278530723,0.6102841667414625,-2.156,6.989,,
420_crpro_c300p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,150.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,300.0,1.4,1.5,21.55296816561439,21.396305781391852,19.35371654331257,11.848790411409372,2.3704853617861006,8.627,6.989,,
420_crpro_c300p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,150.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,300.0,1.4,1.5,40.6418642286129,40.346450098160965,36.49479338661409,22.34295190683126,4.4699617931660205,8.627,6.989,,
410_crpro_c300p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,134.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,300.0,1.4,1.5,27.83921853635986,27.088527094775817,23.342730003606203,15.081294087806057,5.084841727938955,8.627,6.989,,
410_crpro_c300p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,134.0,25.0,Histidine,6.2,12.5,none,0.0,none,0.0,none,0.0,Proline,300.0,1.4,1.5,43.59469561039344,42.36372037896218,36.22140519355476,22.674397161935847,6.282329029104558,8.627,6.989,,
398_crpro_c300p000_d0,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,300.0,1.4,1.5,1.023154743823983,1.01181299323341,0.9045254571582235,0.8228094329493694,0.7072274254223441,34.659,6.989,"Note: Online, I saw a number quoted even higher than here, around 7.8-7.9.  Also the reported MW is around 150 kDa: calculated is 102.  Heavily glycosylated, which will affect all of these numbers.",
398_crpro_c300p000_d1,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55.0,25.0,Acetate,5.0,20.0,none,0.0,none,0.0,none,0.0,Proline,300.0,1.4,1.5,1.9825842982153399,1.9472957974992893,1.6134834584447382,1.359233820720932,0.9996142255968667,34.659,6.989,"Note: Online, I saw a number quoted even higher than here, around 7.8-7.9.  Also the reported MW is around 150 kDa: calculated is 102.  Heavily glycosylated, which will affect all of these numbers.",
498_crsuc_c0p050_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,172.0,25.77,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.05,none,0.0,none,0.0,1.3,1.1,4.090408564722194,4.087753680884147,4.076370356265484,4.028098908415922,2.976162723198143,2.875,8.061,,
498_crsuc_c0p050_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,172.0,25.77,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.05,none,0.0,none,0.0,1.3,1.1,3.514882830056038,3.5126675239827714,3.5031689734999616,3.4628899865047518,2.585126301930244,2.875,8.061,,
502_crsuc_c0p050_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.3,1.1,17.390152558952874,16.01201764575396,13.995180436414259,11.347414059659297,5.400062806862741,12.23,8.061,,
502_crsuc_c0p050_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.3,1.1,19.45690942654624,17.883317239292023,15.58043727798705,12.55714511389496,5.766296571690999,12.23,8.061,,
494_crsuc_c0p050_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,55.0,25.64,Histidine,6.1,14.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.3,1.1,1.3833997321786804,1.3772419482314,1.2506597232176515,1.1740003446542349,1.099288644206752,15.389,8.061,,
494_crsuc_c0p050_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,55.0,25.64,Histidine,6.1,14.0,none,0.0,Sucrose,0.05,none,0.0,none,0.0,1.3,1.1,1.4258430882630182,1.4188639406553418,1.2753973883302587,1.1885127033384892,1.1038354899273601,15.389,8.061,,
502_crsuc_c0p100_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.1,none,0.0,none,0.0,1.3,1.1,19.10672674405077,17.566252023884804,15.31183795605874,12.352173318560558,5.70424344672071,12.23,8.061,,
502_crsuc_c0p100_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.1,none,0.0,none,0.0,1.3,1.1,19.3516342986933,17.787998187956163,15.499688487796428,12.495524613971025,5.7476415924716715,12.23,8.061,,
497_crsuc_c0p100_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,1.3,1.1,37.75010759750354,30.998479828922356,25.0919250263463,20.04898784281573,11.848410277008758,2.875,8.061,,
497_crsuc_c0p100_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.1,none,0.0,none,0.0,1.3,1.1,40.55446860074712,33.30127930485846,26.955941330364748,21.538376966162637,12.728599019397171,2.875,8.061,,
496_crsuc_c0p100_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,26.0,26.0,Histidine,6.0,14.5,none,0.0,Sucrose,0.1,none,0.0,none,0.0,1.3,1.1,0.7788355773268907,0.778835513289688,0.7516172117257438,0.7410661405085809,0.7399016140742046,17.132,8.061,,
496_crsuc_c0p100_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,26.0,26.0,Histidine,6.0,14.5,none,0.0,Sucrose,0.1,none,0.0,none,0.0,1.3,1.1,0.7145515849684042,0.7145515262167421,0.6895797849547205,0.6798995843054196,0.6788311762438913,17.132,8.061,,
493_crsuc_c0p150_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,168.0,25.25,Histidine,6.3,12.5,none,0.0,Sucrose,0.15,none,0.0,none,0.0,1.3,1.1,3.1585008475546767,3.157596494292528,3.1320362655293024,2.779924124011218,1.3826561421400103,12.23,8.061,,
493_crsuc_c0p150_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,168.0,25.25,Histidine,6.3,12.5,none,0.0,Sucrose,0.15,none,0.0,none,0.0,1.3,1.1,3.3591520900625307,3.358190285618801,3.3310062828223663,2.956525384065416,1.4704926463145451,12.23,8.061,,
497_crsuc_c0p150_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.15,none,0.0,none,0.0,1.3,1.1,41.57376154814736,34.138271140925134,27.633449921565205,22.079720904266978,13.048518664713841,2.875,8.061,,
497_crsuc_c0p150_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.15,none,0.0,none,0.0,1.3,1.1,43.82642202677482,35.98804203834006,29.130759238990084,23.276103257173972,13.755548320103385,2.875,8.061,,
486_crsuc_c0p150_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,12.0,25.75,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.15,none,0.0,none,0.0,1.3,1.1,1.243600241326691,1.2382619776722001,1.201138506057804,1.1063489800863022,0.8809353924999541,2.875,8.061,,
486_crsuc_c0p150_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,12.0,25.75,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.15,none,0.0,none,0.0,1.3,1.1,1.2029883990552088,1.1978244653134469,1.1619133226482368,1.070219306913722,0.8521669763943129,2.875,8.061,,
498_crsuc_c0p250_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,172.0,25.77,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.25,none,0.0,none,0.0,1.3,1.1,3.5750351452984157,3.5727738958056143,3.5630783540830535,3.5219640177786555,2.6259963181025046,2.875,8.061,,
498_crsuc_c0p250_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,172.0,25.77,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.25,none,0.0,none,0.0,1.3,1.1,3.9957949229045924,3.993212303520908,3.9821388266366826,3.9351813006206133,2.911878230479605,2.875,8.061,,
502_crsuc_c0p250_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.25,none,0.0,none,0.0,1.3,1.1,19.507468238850844,17.92909460497972,15.619217215948984,12.586738611934898,5.775255702039565,12.23,8.061,,
502_crsuc_c0p250_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.25,none,0.0,none,0.0,1.3,1.1,19.98915266847797,18.36522518787913,15.988681834414075,12.868682086757007,5.860611219607973,12.23,8.061,,
501_crsuc_c0p250_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,51.0,25.72,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.25,none,0.0,none,0.0,1.3,1.1,1.1477889024143668,1.1477835330860047,1.1019260481230282,1.0915521163889006,1.090407141687617,2.875,8.061,,
501_crsuc_c0p250_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,51.0,25.72,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.25,none,0.0,none,0.0,1.3,1.1,1.3058184980085368,1.3058123894215985,1.253641165243666,1.241838932335675,1.240536315502961,2.875,8.061,,
497_crsuc_c0p300_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.3,none,0.0,none,0.0,1.3,1.1,43.467431879956735,35.693257479218474,28.892143923102818,23.08544448697957,13.642874136753889,2.875,8.061,,
497_crsuc_c0p300_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.3,none,0.0,none,0.0,1.3,1.1,42.436084977389264,34.84636754457962,28.206623250385878,22.53769872339747,13.319171185497938,2.875,8.061,,
502_crsuc_c0p300_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.3,none,0.0,none,0.0,1.3,1.1,17.486336784401292,16.0991055392593,14.068956265508772,11.403713398143191,5.417106858611355,12.23,8.061,,
502_crsuc_c0p300_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.3,none,0.0,none,0.0,1.3,1.1,20.153815127862735,18.514315193650585,16.114982268869078,12.965063665890948,5.889789761782886,12.23,8.061,,
496_crsuc_c0p300_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,26.0,26.0,Histidine,6.0,14.5,none,0.0,Sucrose,0.3,none,0.0,none,0.0,1.3,1.1,0.878365430226201,0.8783653580054823,0.8476687439071694,0.8357693180478383,0.8344559731104494,17.132,8.061,,
496_crsuc_c0p300_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,26.0,26.0,Histidine,6.0,14.5,none,0.0,Sucrose,0.3,none,0.0,none,0.0,1.3,1.1,0.9339684972434097,0.9339684204509111,0.9013286220785195,0.8886759282161976,0.8872794447534781,17.132,8.061,,
492_crsuc_c0p350_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.35,none,0.0,none,0.0,1.3,1.1,66.3621847829824,66.3621847829824,66.3621847829824,66.36218413014561,24.115861410868227,10.814,8.061,,
492_crsuc_c0p350_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.35,none,0.0,none,0.0,1.3,1.1,67.17182424901178,67.17182424901178,67.17182424901178,67.17182358703585,24.334089209667344,10.814,8.061,,
497_crsuc_c0p350_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,1.3,1.1,47.78108018708461,39.23540738414779,31.75936064911915,25.376412327121795,14.996774249530132,2.875,8.061,,
497_crsuc_c0p350_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,1.3,1.1,45.027332897039564,36.97416933061556,29.928986514029685,23.913904020418293,14.132471343707092,2.875,8.061,,
501_crsuc_c0p350_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,51.0,25.72,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,1.3,1.1,1.223708286449847,1.2237025619724666,1.1748118781307746,1.1637517727408253,1.1625310647981117,2.875,8.061,,
501_crsuc_c0p350_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,51.0,25.72,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.35,none,0.0,none,0.0,1.3,1.1,1.2424080938283468,1.2424022818737257,1.192764486665243,1.18153536890309,1.1802960070020379,2.875,8.061,,
498_crsuc_c0p400_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,172.0,25.77,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,3.944241469387827,3.941698225744442,3.9307935799131988,3.8845519887968583,2.876850643087895,2.875,8.061,,
498_crsuc_c0p400_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,172.0,25.77,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,3.6133108805210474,3.6110203966063583,3.601199506682261,3.559553626266085,2.652002464520158,2.875,8.061,,
492_crsuc_c0p400_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,62.12910758279481,62.12910758279481,62.12910758279481,62.12910697774066,22.97489044996135,10.814,8.061,,
492_crsuc_c0p400_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,73.97972280697682,73.97972280697682,73.97972280697682,73.97972206815388,26.16906981410653,10.814,8.061,,
499_crsuc_c0p400_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,99.0,25.85,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,2.0359699667557183,2.026598955136868,1.9381425341117722,1.7124963015056631,1.2401006146049387,2.875,8.061,,
499_crsuc_c0p400_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,99.0,25.85,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.4,none,0.0,none,0.0,1.3,1.1,1.7724116232276133,1.7642536984124857,1.6872480493439859,1.4908119466808982,1.0795683527689377,2.875,8.061,,
497_crsuc_c0p450_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.45,none,0.0,none,0.0,1.3,1.1,43.229180134804544,35.49761719138009,28.733781594960732,22.958909580297558,13.568095424706902,2.875,8.061,,
497_crsuc_c0p450_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321.0,26.03,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.45,none,0.0,none,0.0,1.3,1.1,41.676755637761474,34.22284468024963,27.701908533718274,22.134420807975115,13.080844830320208,2.875,8.061,,
493_crsuc_c0p450_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,168.0,25.25,Histidine,6.3,12.5,none,0.0,Sucrose,0.45,none,0.0,none,0.0,1.3,1.1,3.6572339816858563,3.656186829368535,3.626590593139912,3.218879292279853,1.600980107995231,12.23,8.061,,
493_crsuc_c0p450_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,168.0,25.25,Histidine,6.3,12.5,none,0.0,Sucrose,0.45,none,0.0,none,0.0,1.3,1.1,3.7736475646245022,3.772567080353647,3.74202876496954,3.3213395869554967,1.6519409793856124,12.23,8.061,,
496_crsuc_c0p450_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,26.0,26.0,Histidine,6.0,14.5,none,0.0,Sucrose,0.45,none,0.0,none,0.0,1.3,1.1,0.9822206085538765,0.9822205277940063,0.9478944421551124,0.9345880654390069,0.9331194347082744,17.132,8.061,,
496_crsuc_c0p450_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,26.0,26.0,Histidine,6.0,14.5,none,0.0,Sucrose,0.45,none,0.0,none,0.0,1.3,1.1,0.8427241349729703,0.8427240656827404,0.8132730232436748,0.8018564385069584,0.8005963849595445,17.132,8.061,,
498_crsuc_c0p500_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,172.0,25.77,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,1.3,1.1,3.905980392002738,3.9034663715858082,3.892687025953534,3.8469767753921436,2.850854455822354,2.875,8.061,,
498_crsuc_c0p500_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,172.0,25.77,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,1.3,1.1,3.802483452513346,3.8000484814778464,3.7896080752585988,3.7453351109688535,2.780534276562971,2.875,8.061,,
492_crsuc_c0p500_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.3,1.1,67.14775922087996,67.14775922087996,67.14775922087996,67.14775855917567,24.327602794000136,10.814,8.061,,
492_crsuc_c0p500_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.5,none,0.0,none,0.0,1.3,1.1,71.20904186397348,71.20904186397348,71.20904186397348,71.20904115642576,25.422268764089104,10.814,8.061,,
499_crsuc_c0p500_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,99.0,25.85,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,1.3,1.1,2.076932024982284,2.067372476238702,1.9771363840358833,1.7469503329307103,1.2650504293918392,2.875,8.061,,
499_crsuc_c0p500_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,99.0,25.85,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.5,none,0.0,none,0.0,1.3,1.1,2.01786751885941,2.0085798278456455,1.9209099006190076,1.6972699594786118,1.2290744908758948,2.875,8.061,,
493_crsuc_c0p600_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,168.0,25.25,Histidine,6.3,12.5,none,0.0,Sucrose,0.6,none,0.0,none,0.0,1.3,1.1,3.5715322187450718,3.570509604863112,3.541606911796864,3.1434497104091284,1.5634635535785864,12.23,8.061,,
493_crsuc_c0p600_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,168.0,25.25,Histidine,6.3,12.5,none,0.0,Sucrose,0.6,none,0.0,none,0.0,1.3,1.1,3.6754823921943114,3.67443001492681,3.6446861030857134,3.234940455168756,1.6089684790901262,12.23,8.061,,
492_crsuc_c0p600_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.6,none,0.0,none,0.0,1.3,1.1,75.79935768321616,75.79935768321616,75.79935768321616,75.79935692385332,26.659528753327017,10.814,8.061,,
492_crsuc_c0p600_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.6,none,0.0,none,0.0,1.3,1.1,79.31981985238421,79.31981985238421,79.31981985238421,79.31981905328269,27.608423591298312,10.814,8.061,,
499_crsuc_c0p600_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,99.0,25.85,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,1.3,1.1,2.199891309855017,2.189765813231062,2.0941875310896663,1.850373921696055,1.3399444048589906,2.875,8.061,,
499_crsuc_c0p600_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,99.0,25.85,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.6,none,0.0,none,0.0,1.3,1.1,2.1588432073260124,2.148906643865126,2.0551117712527875,1.815847516634806,1.3149421808548225,2.875,8.061,,
492_crsuc_c0p700_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.7,none,0.0,none,0.0,1.3,1.1,73.78033355791953,73.78033355791953,73.78033355791953,73.78033282134729,26.115327032594926,10.814,8.061,,
492_crsuc_c0p700_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335.0,25.21,Histidine,6.4,10.0,none,0.0,Sucrose,0.7,none,0.0,none,0.0,1.3,1.1,69.91644715543997,69.91644715543997,69.91644715543997,69.91644646248295,25.073866654485883,10.814,8.061,,
502_crsuc_c0p700_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.7,none,0.0,none,0.0,1.3,1.1,17.831163167437655,16.411321011013623,14.33344716496311,11.60555000041591,5.478210835790138,12.23,8.061,,
502_crsuc_c0p700_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240.0,25.29,Histidine,6.3,11.0,none,0.0,Sucrose,0.7,none,0.0,none,0.0,1.3,1.1,20.842897144696497,19.13822936480171,16.643526288109477,13.368402794818017,6.011896578146992,12.23,8.061,,
486_crsuc_c0p700_d0,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,12.0,25.75,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.7,none,0.0,none,0.0,1.3,1.1,1.398160761216222,1.3921590329061875,1.350421680655431,1.2438512640670056,0.9904222096692559,2.875,8.061,,
486_crsuc_c0p700_d1,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,12.0,25.75,PBS,7.4,10.0,NaCl,140.0,Sucrose,0.7,none,0.0,none,0.0,1.3,1.1,1.289845065256622,1.284308291619108,1.2458043374738903,1.1474899449148097,0.9136940723119898,2.875,8.061,,
