ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,Charge,ProtPi PI,Unnamed: 29,_conc_bin
397_crtre_c0p150_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.15,none,0.0,none,0.0,1.4,1.5,1.0334235025969138,1.0188402127535419,1.0050271787453176,0.9977199925211374,0.9938817383897531,-16.95,5.601,,
397_crtre_c0p150_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,35.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.15,none,0.0,none,0.0,1.4,1.5,0.653161908182844,0.6439447291679058,0.6352143803535675,0.6305959681676251,0.6281700494748087,-16.95,5.601,,
421_crtre_c0p200_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.2,none,0.0,none,0.0,1.4,1.5,5.305345926020552,5.305345926020386,5.305345249832823,4.839475338581288,3.089752944102387,-3.005,5.601,,
421_crtre_c0p200_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.2,none,0.0,none,0.0,1.4,1.5,4.939790992547926,4.939790992547786,4.93979042172827,4.546515461588859,3.069446459439481,-3.005,5.601,,
393_crtre_c0p200_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.2,none,0.0,none,0.0,1.4,1.5,2.6412831924508016,2.538888258337895,2.5286487649266007,2.527624815585471,2.5275118019174503,-16.95,5.601,,
393_crtre_c0p200_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.2,none,0.0,none,0.0,1.4,1.5,2.6844585500467995,2.5432057940974966,2.529080518502561,2.5276679909430673,2.5275120897531673,-16.95,5.601,,
388_crtre_c0p200_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.2,none,0.0,none,0.0,1.4,1.5,1.3263958396270203,1.3263958396270203,1.3263958396270203,1.2225909478301231,1.0611166717016163,-4.421,5.601,,
388_crtre_c0p200_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.2,none,0.0,none,0.0,1.4,1.5,1.076338382544446,1.076338382544446,1.076338382544446,0.992103204780098,0.8610707060355568,-4.421,5.601,,
393_crtre_c0p250_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,2.827953020945295,2.5575552411873512,2.5305154632115463,2.5278114854139657,2.5275130463829734,-16.95,5.601,,
393_crtre_c0p250_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,2.8299397739053735,2.5577539164833594,2.5305353307411473,2.5278134721669256,2.527513059627993,-16.95,5.601,,
387_crtre_c0p250_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,3.1689194944146886,3.168919494414686,3.168919149045137,2.7434430132588794,1.7236504840892577,-4.421,5.601,,
387_crtre_c0p250_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,3.46187458114176,3.461874581141757,3.461874172697775,2.9586938326356442,1.752657798036109,-4.421,5.601,,
389_crtre_c0p250_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,6.0,35.0,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,1.4686260192624983,1.4686260192624983,1.4686260192624983,1.354001549466401,1.1749008154099987,-5.783,5.601,,
389_crtre_c0p250_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,6.0,35.0,none,0.0,Trehalose,0.25,none,0.0,none,0.0,1.4,1.5,1.675181755808533,1.675181755808533,1.675181755808533,1.5444358626722574,1.3401454046468264,-5.783,5.601,,
393_crtre_c0p300_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,2.8408443023583994,2.558844369328662,2.5306443760256774,2.5278243766953787,2.5275131323248496,-16.95,5.601,,
393_crtre_c0p300_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,2.844667861439151,2.5592267252367376,2.530682611616485,2.5278282002544596,2.5275131578152434,-16.95,5.601,,
387_crtre_c0p300_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,3.359691131390147,3.359691131390144,3.3596907449466786,2.88361382111746,1.742539976085201,-4.421,5.601,,
387_crtre_c0p300_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,3.3078335971649357,3.3078335971649326,3.3078332218866073,2.845511131529296,1.7374052375401703,-4.421,5.601,,
388_crtre_c0p300_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,2.0905952869968134,2.0905952869968134,2.0905952869968134,1.9269834819274978,1.672476229597451,-4.421,5.601,,
388_crtre_c0p300_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.3,none,0.0,none,0.0,1.4,1.5,2.0101693006002033,2.0101693006002033,2.0101693006002033,1.8528517031619265,1.6081354404801627,-4.421,5.601,,
421_crtre_c0p400_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,7.818891545436859,7.818891545436514,7.818890144741166,6.853859356008861,3.229379771417564,-3.005,5.601,,
421_crtre_c0p400_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,8.350408739523473,8.350408739523091,8.35040718562251,7.279823274262574,3.258905417938757,-3.005,5.601,,
393_crtre_c0p400_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,2.9750214194459046,2.5722620810374175,2.531986147196553,2.5279585538124665,2.5275140268389635,-16.95,5.601,,
393_crtre_c0p400_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,2.961568335707355,2.570916772663562,2.5318516163591673,2.527945100728728,2.5275139371517383,-16.95,5.601,,
388_crtre_c0p400_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,2.256377937946855,2.256377937946855,2.256377937946855,2.0797918384553618,1.8051023503574841,-4.421,5.601,,
388_crtre_c0p400_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.4,none,0.0,none,0.0,1.4,1.5,2.508485281506733,2.508485281506733,2.508485281506733,2.312169042084467,2.0067882252053866,-4.421,5.601,,
421_crtre_c0p450_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,9.107487932874925,9.10748793287449,9.107486160752378,7.886555141483775,3.300960976818386,-3.005,5.601,,
421_crtre_c0p450_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,8.273139245204668,8.273139245204291,8.273137713575974,7.21789862360648,3.254613116952993,-3.005,5.601,,
387_crtre_c0p450_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,4.573595092318715,4.57359509231871,4.573594444516739,3.7755383313001616,1.8627361934964606,-4.421,5.601,,
387_crtre_c0p450_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,5.080074387260977,5.080074387260971,5.080073630411928,4.147677570975679,1.9128858737089,-4.421,5.601,,
389_crtre_c0p450_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,6.0,35.0,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,2.44975973611463,2.44975973611463,2.44975973611463,2.2585589762227567,1.959807788891704,-5.783,5.601,,
389_crtre_c0p450_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,6.0,35.0,none,0.0,Trehalose,0.45,none,0.0,none,0.0,1.4,1.5,2.52628499457149,2.52628499457149,2.52628499457149,2.3291115315805446,2.0210279956571915,-5.783,5.601,,
387_crtre_c0p500_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,5.115027036077993,5.115027036077986,5.115026271703495,4.173359276595832,1.9163467539033232,-4.421,5.601,,
387_crtre_c0p500_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,5.373637463835494,5.373637463835488,5.37363664378111,4.363375115187631,1.9419533885301532,-4.421,5.601,,
421_crtre_c0p500_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,9.608637215464105,9.608637215463634,9.608635298889578,8.288181870433842,3.328799693489641,-3.005,5.601,,
421_crtre_c0p500_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,9.56607741248806,9.56607741248759,9.56607550818103,8.254073960779223,3.326435507132807,-3.005,5.601,,
392_crtre_c0p500_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,2.3277034897851454,2.294140291470212,1.4573690017183902,1.1376825389457146,0.9773241973542208,-5.783,5.601,,
392_crtre_c0p500_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.5,none,0.0,none,0.0,1.4,1.5,2.555773502439259,2.516622269534618,1.5405344919161847,1.1676224993512534,0.9805656306660931,-5.783,5.601,,
387_crtre_c0p600_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,5.200384030559802,5.200384030559796,5.2003832478075935,4.23607593124421,1.9247984833617717,-4.421,5.601,,
387_crtre_c0p600_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,5.3241842176194565,5.32418421761945,5.3241834082125585,4.327038993197846,1.9370567135664036,-4.421,5.601,,
421_crtre_c0p600_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,12.873818698005637,12.873818698004936,12.873815840270558,10.904935408394103,3.510179704058699,-3.005,5.601,,
421_crtre_c0p600_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,11.924397316281048,11.924397316280414,11.924394732208537,10.14405832608591,3.457439584965026,-3.005,5.601,,
388_crtre_c0p600_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,3.9486446560343,3.9486446560343,3.9486446560343,3.6396202916490075,3.1589157248274407,-4.421,5.601,,
388_crtre_c0p600_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.6,none,0.0,none,0.0,1.4,1.5,2.5543551419077,2.5543551419077,2.5543551419077,2.3544490873236192,2.0434841135261603,-4.421,5.601,,
393_crtre_c0p700_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,3.198085424075102,2.594568481500345,2.534216787242846,2.5281816178170957,2.5275155139323275,-16.95,5.601,,
393_crtre_c0p700_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,3.250131469401911,2.5997730860330277,2.534737247696114,2.5282336638624225,2.527515860905963,-16.95,5.601,,
387_crtre_c0p700_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,5.037080378203202,5.037080378203195,5.03707963061094,4.116087419115303,1.9086287681829104,-4.421,5.601,,
387_crtre_c0p700_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,5.614625018743089,5.614625018743082,5.614624146803093,4.540442423466834,1.9658150723827406,-4.421,5.601,,
389_crtre_c0p700_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,6.0,35.0,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,3.279759060668302,3.279759060668302,3.279759060668302,3.0237778656893126,2.623807248534642,-5.783,5.601,,
389_crtre_c0p700_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,6.0,35.0,none,0.0,Trehalose,0.7,none,0.0,none,0.0,1.4,1.5,3.389530863922265,3.389530863922265,3.389530863922265,3.124982113567357,2.7116246911378123,-5.783,5.601,,
393_crtre_c0p800_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,3.2620131068443445,2.6009612497772716,2.5348560640705387,2.528245545499865,2.5275159401168796,-16.95,5.601,,
393_crtre_c0p800_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,3.7517098615359585,2.6499309252464505,2.539753031617457,2.5287352422545566,2.527519204761911,-16.95,5.601,,
421_crtre_c0p800_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,15.644314460701871,15.644314460700972,15.644310804395154,13.125242190023986,3.6640800472421446,-3.005,5.601,,
421_crtre_c0p800_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,20.677572607739872,20.677572607738618,20.67756750063967,17.15895245518119,3.9436762720730987,-3.005,5.601,,
392_crtre_c0p800_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,2.4772793928342383,2.4400513755003637,1.51191169742,1.1573181611952044,0.9794500371748729,-5.783,5.601,,
392_crtre_c0p800_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,Trehalose,0.8,none,0.0,none,0.0,1.4,1.5,2.8228848408047607,2.7771890061757665,1.637936360465409,1.2026876216856928,0.9843619368094608,-5.783,5.601,,
393_crtre_c0p900_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,3.350902401413673,2.6098501792342077,2.5357449570162323,2.5283344347944343,2.5275165327121765,-16.95,5.601,,
393_crtre_c0p900_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,3.586816208382678,2.6334415599311165,2.5381040950859233,2.5285703486014035,2.5275181054708895,-16.95,5.601,,
421_crtre_c0p900_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,16.921570721519135,16.921570721518144,16.921566697054256,14.148849869182431,3.7350313114598093,-3.005,5.601,,
421_crtre_c0p900_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,18.64901176134699,18.64901176134588,18.64900723896205,15.533240745082175,3.830990226986158,-3.005,5.601,,
388_crtre_c0p900_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,3.3727329593337956,3.3727329593337956,3.3727329593337956,3.108779945125064,2.698186367467037,-4.421,5.601,,
388_crtre_c0p900_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,0.9,none,0.0,none,0.0,1.4,1.5,4.459197204043739,4.459197204043739,4.459197204043739,4.11021655329249,3.5673577632349924,-4.421,5.601,,
387_crtre_c1p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,7.673916494663929,7.673916494663918,7.673915179350021,6.053521382018967,2.1697183908656923,-4.421,5.601,,
387_crtre_c1p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,11.106441590719172,11.106441590719154,11.106439536368514,8.575593443343314,2.5095941520416116,-4.421,5.601,,
393_crtre_c1p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,3.544880968475058,2.629248035940353,2.5376847426868467,2.528528413361496,2.5275178259026236,-16.95,5.601,,
393_crtre_c1p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,3.4618124621176025,2.6209411853046047,2.536854057623272,2.5284453448551383,2.5275172721125814,-16.95,5.601,,
388_crtre_c1p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,4.769541775936213,4.769541775936213,4.769541775936213,4.3962732891238145,3.81563342074897,-4.421,5.601,,
388_crtre_c1p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,Trehalose,1.0,none,0.0,none,0.0,1.4,1.5,5.702850409040433,5.702850409040433,5.702850409040433,5.256540377028574,4.562280327232349,-4.421,5.601,,
421_crlys_c25p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,5.143401694284068,5.143401694283914,5.143401064775375,4.709691391313875,3.0807569827382126,-3.005,5.601,,
421_crlys_c25p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,6.2585294773159985,6.258529477315765,6.258528526381287,5.603367466328021,3.1427020507700045,-3.005,5.601,,
387_crlys_c25p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,2.5520167011013206,2.552016701101319,2.552016488553474,2.290169328135165,1.6625670832162704,-4.421,5.601,,
387_crlys_c25p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,1.9092812260616674,1.9092812260616667,1.9092811518974087,1.8179148976337038,1.5989258270853488,-4.421,5.601,,
388_crlys_c25p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,1.4540483199809295,1.4540483199809295,1.4540483199809295,1.3402532340693787,1.1632386559847439,-4.421,5.601,,
388_crlys_c25p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,55.0,25.0,Histidine,5.9,17.5,none,0.0,none,0.0,none,0.0,Lysine,25.0,1.4,1.5,1.4694617581322813,1.4694617581322813,1.4694617581322813,1.3544604031480159,1.175569406505825,-4.421,5.601,,
421_crlys_c50p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,4.517820056129704,4.517820056129594,4.517819606939551,4.208343158856911,3.0460060799945383,-3.005,5.601,,
421_crlys_c50p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,4.352605341384296,4.352605341384197,4.352604939815867,4.075938209348061,3.036828444121337,-3.005,5.601,,
393_crlys_c50p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,2.776343157324268,2.5523942548252467,2.529999364575336,2.5277598755503448,2.527512702317216,-16.95,5.601,,
393_crlys_c50p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,2.7818597266150134,2.5529459117543216,2.5300545302682433,2.5277653921196355,2.5275127390943446,-16.95,5.601,,
392_crlys_c50p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,0.9809914497759624,0.9797896665845326,0.9498277522979753,0.9383808748614796,0.9326389918108269,-5.783,5.601,,
392_crlys_c50p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,50.0,1.4,1.5,1.414005735898697,1.402829411657378,1.124190076921152,1.0177365878948073,0.9643383150720021,-5.783,5.601,,
421_crlys_c75p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,4.30491550690961,4.304915506909515,4.304915119087367,4.037719034164806,3.034179285804317,-3.005,5.601,,
421_crlys_c75p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110.0,25.0,Histidine,5.8,20.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,3.806594590346051,3.8065945903459912,3.8065943461605376,3.63835898988258,3.006497684154804,-3.005,5.601,,
393_crlys_c75p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,2.7631016467748486,2.551070103770304,2.5298669494698416,2.5277466340397954,2.527512614040479,-16.95,5.601,,
393_crlys_c75p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,2.7259564455485776,2.547355583647676,2.529495497457579,2.527709488838569,2.527512366405804,-16.95,5.601,,
392_crlys_c75p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,0.6729842421643399,0.6721597893614996,0.6516051798544171,0.6437523406288483,0.6398132677507695,-5.783,5.601,,
392_crlys_c75p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,20.0,25.0,Histidine,6.0,15.0,none,0.0,none,0.0,none,0.0,Lysine,75.0,1.4,1.5,1.0792472863294744,1.0762730127375169,1.0021207604323588,0.9737910704245983,0.9595805778436973,-5.783,5.601,,
387_crlys_c100p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.4,1.5,2.322772259911167,2.3227722599111655,2.3227720967205903,2.1217303556119775,1.6398681584409225,-4.421,5.601,,
387_crlys_c100p000_d1,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,Histidine,5.9,18.8,none,0.0,none,0.0,none,0.0,Lysine,100.0,1.4,1.5,2.4232914434614212,2.4232914434614194,2.4232912586286517,2.1955875357825114,1.6498211909944753,-4.421,5.601,,
393_crlys_c100p000_d0,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,70.0,25.0,PBS,7.4,10.0,NaCl,140.0,none,0.0,none,0.0,Lysine,100.0,1.4,1.5,2.5951992656764107,2.5342798656604546,2.5281879256588566,2.527578731658697,2.5275114946912716,-16.95,5.601,,
