ID,Group,Shear_Rate,Actual_Viscosity,Predicted_Viscosity,Log10_Actual,Log10_Predicted,Log10_Error
1,poly-higg,100.0,14.38,13.172121411182799,1.1577588860468637,1.1196557250738608,-0.038103160973002925
1,poly-higg,1000.0,13.23,12.712681725587023,1.121559844187501,1.1042371741396955,-0.017322670047805522
1,poly-higg,10000.0,11.27,12.223291383155205,1.0519239160461065,1.0871881647504462,0.03526424870433975
1,poly-higg,100000.0,9.24,11.197415950771848,0.9656719712201067,1.0491178112593476,0.08344584003924083
1,poly-higg,15000000.0,6.92,7.204426294613741,0.8401060944567578,0.857599402637349,0.01749330818059125
2,none,100.0,3.25,3.027882975472196,0.5118833609788743,0.4811390861223581,-0.030744274856516207
2,none,1000.0,3.25,3.0427561488147425,0.5118833609788743,0.48326714872107424,-0.02861621225780009
2,none,10000.0,3.25,3.068480630314085,0.5118833609788743,0.48692338615856573,-0.024959974820308595
2,none,100000.0,3.25,3.0848005035184536,0.5118833609788743,0.4892270831107256,-0.022656277868148722
2,none,15000000.0,3.25,3.100998077995476,0.5118833609788743,0.4915014970608615,-0.020381863918012832
3,poly-higg,100.0,4.6,4.363139896794039,0.6627578316815741,0.6397991381373245,-0.02295869354424962
3,poly-higg,1000.0,4.6,4.2916669499405895,0.6627578316815741,0.6326260116594219,-0.0301318200221522
3,poly-higg,10000.0,4.6,4.185800537160793,0.6627578316815741,0.6217785293838591,-0.04097930229771496
3,poly-higg,100000.0,3.68,3.9715134889555705,0.5658478186735176,0.5989560419374109,0.03310822326389329
3,poly-higg,15000000.0,2.41,2.919352102636117,0.3820170425748684,0.46528647834188763,0.08326943576701923
4,none,100.0,0.95,1.0012003148512747,-0.022276394711152253,0.0005209775104462394,0.022797372221598493
4,none,1000.0,0.95,1.0041774120577536,-0.022276394711152253,0.0018104481387012825,0.024086842849853535
4,none,10000.0,0.95,1.0133440121421695,-0.022276394711152253,0.005756905589730161,0.028033300300882413
4,none,100000.0,0.95,1.0130501029523808,-0.022276394711152253,0.00563092502232708,0.027907319733479333
4,none,15000000.0,0.95,0.9898995354925992,-0.022276394711152253,-0.004408879538987393,0.01786751517216486
5,poly-higg,100.0,8.31,7.534943761489093,0.919601023784111,0.8770800152218379,-0.042521008562273144
5,poly-higg,1000.0,8.31,7.222267660556606,0.919601023784111,0.8586735795420279,-0.06092744424208307
5,poly-higg,10000.0,8.31,6.81881408431837,0.919601023784111,0.8337088495214271,-0.08589217426268392
5,poly-higg,100000.0,6.83,6.225040971740705,0.8344207036815325,0.7941422142002791,-0.040278489481253454
5,poly-higg,15000000.0,4.6,4.233724930380364,0.6627578316815741,0.6267226380247668,-0.036035193656807296
6,poly-higg,100.0,8.84,6.862981438115189,0.9464522650130731,0.8365128242826212,-0.10993944073045192
6,poly-higg,1000.0,8.84,6.57134668656743,0.9464522650130731,0.8176543800030914,-0.12879788500998168
