ID,Group,Shear_Rate,Actual_Viscosity,Predicted_Viscosity,Log10_Actual,Log10_Predicted,Log10_Error
1,poly-higg,100.0,14.38,14.24735868658004,1.1577588860468637,1.153734358087148,-0.004024527959715751
1,poly-higg,1000.0,13.23,12.725613304828208,1.121559844187501,1.1046787221273888,-0.016881122060112164
1,poly-higg,10000.0,11.27,11.403103315556073,1.0519239160461065,1.0570230591796137,0.0050991431335072335
1,poly-higg,100000.0,9.24,10.185218881230002,0.9656719712201067,1.007970366462247,0.042298395242140296
1,poly-higg,15000000.0,6.92,7.876527758562287,0.8401060944567578,0.8963348078917364,0.056228713434978594
2,none,100.0,3.25,3.0510532839843294,0.5118833609788743,0.4844497922829507,-0.027433568695923616
2,none,1000.0,3.25,3.0022213409779868,0.5118833609788743,0.47744270776792735,-0.03444065321094697
2,none,10000.0,3.25,2.929099513317431,0.5118833609788743,0.4667341266663995,-0.045149234312474806
2,none,100000.0,3.25,2.863259424133811,0.5118833609788743,0.45686069883039676,-0.055022662148477564
2,none,15000000.0,3.25,2.6897799390310313,0.5118833609788743,0.42971675019797667,-0.08216661078089765
3,poly-higg,100.0,4.6,5.29370912753657,0.6627578316815741,0.7237600745217516,0.06100224284017752
3,poly-higg,1000.0,4.6,4.9009368988296,0.6627578316815741,0.6902791108646952,0.027521279183121083
3,poly-higg,10000.0,4.6,4.553211182335529,0.6627578316815741,0.6583177937731668,-0.004440037908407302
3,poly-higg,100000.0,3.68,4.2066706865403845,0.5658478186735176,0.6239385151983119,0.05809069652479426
3,poly-higg,15000000.0,2.41,3.242578157272308,0.3820170425748684,0.5108904528711542,0.1288734102962858
4,none,100.0,0.95,1.086832123756282,-0.022276394711152253,0.0361624664811404,0.058438861192292656
4,none,1000.0,0.95,1.0657123010235572,-0.022276394711152253,0.027639978666556743,0.049916373377708996
4,none,10000.0,0.95,1.0433914323005131,-0.022276394711152253,0.018447266237336904,0.04072366094848916
4,none,100000.0,0.95,1.022142406520158,-0.022276394711152253,0.009511406618091328,0.03178780132924358
4,none,15000000.0,0.95,0.9766945847060882,-0.022276394711152253,-0.010241220225097785,0.012035174486054468
5,poly-higg,100.0,8.31,9.11953084682009,0.919601023784111,0.9599724966751184,0.0403714728910074
5,poly-higg,1000.0,8.31,8.023280588486477,0.919601023784111,0.9043519805236393,-0.015249043260471717
5,poly-higg,10000.0,8.31,7.083423968449653,0.919601023784111,0.8502432366660639,-0.06935778711804708
5,poly-higg,100000.0,6.83,6.285768727649511,0.8344207036815325,0.7983583979743767,-0.03606230570715585
5,poly-higg,15000000.0,4.6,4.770426619218959,0.6627578316815741,0.678557219729359,0.015799388047784912
6,poly-higg,100.0,8.84,7.305446464494158,0.9464522650130731,0.8636467625209867,-0.0828055024920864
6,poly-higg,1000.0,8.84,6.7672927473400675,0.9464522650130731,0.8304149641004914,-0.11603730091258169
6,poly-higg,10000.0,8.84,6.277510573376893,0.9464522650130731,0.7977874528792448,-0.14866481213382832
6,poly-higg,100000.0,6.93,5.778272991132902,0.8407332346118067,0.7617980559820392,-0.07893517862976751
6,poly-higg,15000000.0,4.16,4.784681055004083,0.6190933306267428,0.6798529931748544,0.060759662548111604
7,poly-higg,100.0,2.44,2.4920316735733357,0.3873898263387294,0.39655355787906804,0.009163731540338615
7,poly-higg,1000.0,2.44,2.390308929478058,0.3873898263387294,0.37845403387585597,-0.00893579246287346
7,poly-higg,10000.0,2.44,2.2973600213506065,0.3873898263387294,0.3612290592063483,-0.026160767132381135
7,poly-higg,100000.0,2.23,2.196957907694961,0.34830486304816066,0.34182173619637335,-0.006483126851787313
7,poly-higg,15000000.0,2.0,1.9145682456553748,0.3010299956639812,0.28207085158383394,-0.01895914408014726
8,poly-higg,100.0,1.84,1.5355535738041377,0.2648178230095365,0.18626497310838108,-0.07855284990115541
8,poly-higg,1000.0,1.84,1.5078925874312517,0.2648178230095365,0.17837040629016693,-0.08644741671936956
8,poly-higg,10000.0,1.84,1.4758271505178324,0.2648178230095365,0.16903549571730306,-0.09578232729223343
8,poly-higg,100000.0,1.68,1.441685554356244,0.22530928172586284,0.15887054686079558,-0.06643873486506727
8,poly-higg,15000000.0,1.2,1.3524891257441272,0.07918124604762482,0.13113378198688377,0.051952535939258956
9,poly-higg,100.0,6.15,6.849206019849185,0.7888751157754168,0.8356402297137668,0.046765113938350034
9,poly-higg,1000.0,5.35,6.0640904554304305,0.7283537820212285,0.7827656708564014,0.054411888835172895
9,poly-higg,10000.0,5.35,5.3759253238131866,0.7283537820212285,0.7304532273669906,0.0020994453457621187
9,poly-higg,100000.0,4.62,4.8113012832888575,0.6646419755561255,0.6822625532386652,0.017620577682539773
9,poly-higg,15000000.0,3.26,3.823155492532415,0.5132176000679389,0.5824219616799046,0.06920436161196564
10,poly-higg,100.0,3.57,4.537257360667408,0.5526682161121932,0.6567934138588658,0.10412519774667262
10,poly-higg,1000.0,3.57,4.195351427035805,0.5526682161121932,0.6227683457201364,0.0701001296079432
10,poly-higg,10000.0,3.34,3.8772558177041168,0.5237464668115644,0.5885244562953313,0.0647779894837669
10,poly-higg,100000.0,2.89,3.5437663207419945,0.4608978427565479,0.5494650763757802,0.08856723361923236
10,poly-higg,15000000.0,2.58,2.860726990603079,0.41161970596323016,0.45647641350885515,0.044856707545624985
11,poly-higg,100.0,14.72,14.247363009951936,1.1679078100014801,1.1537344898741209,-0.014173320127359279
11,poly-higg,1000.0,14.49,12.725617166425305,1.1610683854711745,1.1046788539143617,-0.05638953155681281
11,poly-higg,10000.0,14.49,11.403110236117978,1.1610683854711745,1.0570233227535595,-0.10404506271761504
11,poly-higg,100000.0,11.55,10.18522300218016,1.0625819842281632,1.0079705421782108,-0.054611442049952386
11,poly-higg,15000000.0,6.92,7.8765325388397605,0.8401060944567578,0.8963350714656819,0.05622897700892415
12,poly-higg,100.0,4.14,4.75073287866527,0.617000341120899,0.6767606118582579,0.0597602707373589
