Target Column,Shear Rate,R2,MAPE
Viscosity_100,100.0,0.846254747486792,0.2945894829575513
Viscosity_1000,1000.0,0.8395392450842571,0.24265867090968524
Viscosity_10000,10000.0,0.8662236974921507,0.238281773378446
Viscosity_100000,100000.0,0.8449736417989935,0.25539698686167867
Viscosity_15000000,15000000.0,0.8848397672149273,0.2683804449415271
